-9|1|[2, 4]|1|[2, 4]|1|4|6561*x^6 + 13122*x^5 - 39952197*x^4 + 13122*x^3 + 60880634161*x^2 - 121801227080*x + 60880627600|167788335333969*x^6 + 8380177183703466*x^5 - 328005258164597133*x^4 - 2619864834903353286*x^3 + 436370538789296892169*x^2 - 12843847937438145722120*x + 118583938507877898208400
-9|0|[2, 4]|1|[2, 4]|1|4|47706828582169*x^6 + 95413657164338*x^5 - 287592854741993301*x^4 + 95413657164338*x^3 + 433858228499855543833*x^2 - 868004097561281663136*x + 433858180793026961664|43395633900298078344189516130829497*x^6 + 4748921559724217347390157502410348450*x^5 + 35832683919039527660043152903643190011*x^4 - 7915959437892255944429491651928609010238*x^3 - 37790672319883478662995200451012173346647*x^2 + 5286712451689007554069511718168212652631392*x - 50979671158845320142467307292430807114186496
-10|1|[2, 4]|1|[2, 4]|1|4|334935751562500*x^6 + 669871503125000*x^5 + 860450032695000*x^4 + 669871503125000*x^3 + 350490232865389*x^2 - 175466184598278*x + 15554481302889|-5738517123781274889579720312500*x^6 - 34144326393891310403411893750000*x^5 - 28281554203645329942261310057500*x^4 + 43270404536040646850378676837500*x^3 + 34206079269675372414691531627201*x^2 - 13389406426023943120486035834402*x + 1112065473280387534586190023049
-10|0|[2, 4]|1|[2, 4]|1|4|3370280649296988897017856*x^6 + 6740561298593977794035712*x^5 + 13420486713535177236989952*x^4 + 6740561298593977794035712*x^3 + 4182805600078237455253225*x^2 + 1684594864081713429465646*x + 812524950781248558235369|3247457825612502008158235641255274382592666737505119240192*x^6 + 4963869824460208884650742370958102227065960218895398731776*x^5 + 4759333105284616296025138450559800355810198621730845755392*x^4 + 559188439566286296935389186998501142429212779729137876992*x^3 - 563113619194899406903212835335165914300749789101594179759*x^2 - 693912620412378461751975100725187171853872018601414157986*x + 326375963781232197520242641108535892932346127314865909167
-11|1|[2, 4]|1|[2, 4]|1|4|2445633077904*x^6 + 4891266155808*x^5 + 2212035040565112*x^4 + 4891266155808*x^3 + 496877256730653529*x^2 - 991544924053819850*x + 496874811097575625|9331203350355843763205815208976*x^6 + 929129418305374580834789513952*x^5 + 7854786591078950690972067228512568*x^4 + 3141515980278330568239310354289232*x^3 + 1819218576266778819778690787276353561*x^2 - 3743136564212727079312254343287648650*x - 1879529118026679293120769624704313125
-11|0|[2, 4]|1|[2, 4]|1|4|52583015787553710765824564929*x^6 + 105166031575107421531649129858*x^5 + 280445017836248073890794433451*x^4 + 105166031575107421531649129858*x^3 + 124156987653668320354620008785*x^2 - 20451973258642277584270149048*x + 71573971866114609588795443856|89442258654673614357988022261025833213009067053451506792804121835*x^6 + 546406361487858000252384044839763829093856046825325315497657189636*x^5 - 932310518287039694617292905293292268907045457170092790719696218275*x^4 - 8779183881900509722398651274666031216573173868381566137983005836268*x^3 - 2066518065530764815596917049745641885076646436639622171086979764012*x^2 - 711347614310851777569822311784659230017840978599614151331899774880*x - 77783114926609963977079048513121816409376117737938201298611445696
-12|1|[2, 4]|1|[2, 4]|1|4|2024630340071720550400*x^6 + 4049260680143441100800*x^5 + 6452001377453354257920*x^4 + 4049260680143441100800*x^3 + 2042283864201677176249*x^2 + 342803308978279355022*x + 17653524129956625849|7708370124311561720415489793567332761600*x^6 + 45147229083895561932662158478876947251200*x^5 + 89993530923124294350296318802304258375680*x^4 + 43675656748001397158519931030077174476800*x^3 + 13781786305605704551709431604572827474496*x^2 + 1847344402216235123644113993036498103488*x + 44851864410245883082370512147420331986
-12|0|[2, 4]|1|[2, 4]|1|4|4586064068090272867004266905600*x^6 + 9172128136180545734008533811200*x^5 + 81840235284221839650723565186560*x^4 + 9172128136180545734008533811200*x^3 + 257262679632168091499496574611049*x^2 - 437271188048204616215273850941138*x + 252676615564077818632492307705449|320036168924453968500106248673784131453008878810958933193543399872921600*x^6 - 972037461300546336680759542736156880367511164912456133563264494128332800*x^5 + 1596697556555389041203524173112235378355940624530394236768287089622876160*x^4 + 7840589339954045995479585352818786377131722121305250992245215610938060800*x^3 - 1773336840590180239306779789399230117692489565278683752456850924803865536*x^2 - 44425672549924524648572146137447569610859501384774942942238461768015275968*x - 19048674029067918863957089847623262113078177877186261683151801067864533506
-13|1|[2, 4]|1|[2, 4]|1|4|1057391377014492766108801*x^6 + 2114782754028985532217602*x^5 + 8880481618199646334444379*x^4 + 2114782754028985532217602*x^3 + 8761439063672654738185745*x^2 - 9699787886160155908035912*x + 7704047686658161972076944|1525887345178556213717332933232669315228374266227886675*x^6 + 2667471743333564338302092211998882806866033865468491956*x^5 + 10040327652961929622080087063384203914887569830022845565*x^4 + 1281277492696154431661436119912990823954649087934868212*x^3 + 7266441289669734969367604909853931840679481634406652788*x^2 - 18778917188904205032251685955603287564465276109077757920*x + 7124687454652841674636684989439271297437737426237780544
-13|0|[2, 4]|1|[2, 4]|1|4|11618583968097291479569242358322457187216*x^6 + 23237167936194582959138484716644914374432*x^5 + 6107687780438899454449097805990870957048*x^4 + 23237167936194582959138484716644914374432*x^3 + 29401542569990187762016296333932048892841*x^2 - 64313981327638767549152737220195684015850*x + 17782958601892896282447053975609591705625|-335446239078231847786741901297760274824808970332612391193522980464571064496440423211494624496*x^6 - 3143388740796599827820482605368566851489814566045721110418045494289513629771790248854273020192*x^5 - 3370037287068077893512676352949543383781121884411972993972551642395970896139350260477528385608*x^4 + 8733577775230870363796125700152914389915192662282063739921407286213390646483607838660331836368*x^3 + 5778823721839076525386028239987978464203644508947077325659410408601481029359071164654794621449*x^2 - 9635948128090430091739761841952135406552100649343059397374505366686389863442220072981510620650*x + 2595591240855280883975285337751322418859416245640707529110601981370910422993571105847958156875
-14|1|[2, 4]|1|[2, 4]|1|4|33475803698078115828146896896*x^6 + 66951607396156231656293793792*x^5 - 5330017131203853763518053726208*x^4 + 66951607396156231656293793792*x^3 + 220265140687281819217079842146745*x^2 - 445893774309465570313505884916594*x + 220231664883583741101251695249849|-116537581334937119165193218364321981881288755868994491801794510848*x^6 - 3521899725251879556556091220773843774980727594954273827031995121664*x^5 - 11806684084307595528922217739109860270384028713845716227421910857728*x^4 + 248876892998023826562280184212765537399049188826686919590926488911872*x^3 + 446449908105688562560226158564983043506101128304972158786040936815281*x^2 - 7330766111152568042559815572038823767194167628283261754980412430257506*x + 13359127019216206860704876158435860806447385157278911002875028167723087
-14|0|[2, 4]|1|[2, 4]|1|4|159040333728711769180632880890937064062500*x^6 + 318080667457423538361265761781874128125000*x^5 - 29988480049849836996301448761161626662455000*x^4 + 318080667457423538361265761781874128125000*x^3 + 1459148759545634886386381421599309874703526269*x^2 - 2948445039474848321538244924840672313133570038*x + 1458989719211906174617200788718418937639463769|25312198213135182036934827074722322394769264994738718963918667342539932067499547172079254529687500*x^6 + 149793353784056816205028745454067365459733789373484355804349828033960101896743428127014350918750000*x^5 - 2887605047236131316961684718380014958190462910163101783179376716632259989636915405204539787186707500*x^4 + 2471627409631142977613143422286490161834386753019671192886885433848090133484856219118255895989137500*x^3 + 128377996035612923735017473204314234698917662726740409984106265199302654178777541865673222892061606161*x^2 - 744130283978520119925263498468203275705164564483067243350443831234708470818961877660289795694781442322*x + 1240895402430948047403514113547687352213915100180835946761209020886016177245592243666932561919231888089
-15|1|[2, 4]|1|[2, 4]|1|4|137452632882171530881651329232115401*x^6 + 274905265764343061763302658464230802*x^5 + 471561565201443668125056773117567931*x^4 + 274905265764343061763302658464230802*x^3 + 143827691075039835147594534944663497*x^2 + 46453550169192466948216373996125536*x + 6375058192868304265943205712548096|-21827895344790192546835711180070090569010155324239034926612812699950930524583*x^6 + 30824191930581406833378109347056886225468797951434330470916167268689281778050*x^5 - 38496349944512848053440607353933517432094436595320131548349470910342719349509*x^4 - 9102923780003725283822942569699765524015267420711396480319914948465884106398*x^3 + 64694368803185475461017755548750907291936465498626178660506684294578617507433*x^2 + 32674153722498612546057709022047217040582890521987825867869396055549352008032*x + 4186190435484438359503352324801315174337808563128597184781435999970973114624
-15|0|[2, 4]|1|[2, 4]|1|4|3542506063703777407525826400380377175501479219247569*x^6 + 7085012127407554815051652800760754351002958438495138*x^5 + 11219807889379737952869395148933942512410423556094347*x^4 + 7085012127407554815051652800760754351002958438495138*x^3 + 3567263049321192388455406279363390170401064048547169*x^2 + 542775727033575768432756189826784996106816239752440*x + 24756985617414980929579878983012994899584829299600|1587962553516688448455965437643419362075307377805504942177454690787072856902522665455234660985159367113904274166767649*x^6 + 633088409561457694919629632494882818921872751528312456359866606367962667643003166401974962844421955286078596908961066*x^5 - 477747361002895699315277059484131015697893317205960172435236668335026525725029509648620144220761707296377809746552573*x^4 + 95042797641169002405263883195624056158040017295412261933847177886640891769559851366145034171294617216802564423255674*x^3 + 299984435301518313488956876825053007865755183733099204561119135875266394224932233022737514105815108512477231469199289*x^2 + 60265354523771700112485711279301253858690954127747309712185837412879901344748284357820309865126035311659752174320440*x + 5785965232243028187165979534592682332877284456605245945946577064014292598584773122503197806328219566811714760403600
-16|1|[2, 4]|1|[2, 4]|1|4|177555980034446755027620283859306250000*x^6 + 355111960068893510055240567718612500000*x^5 + 22451632152498706987090762384863033495000*x^4 + 355111960068893510055240567718612500000*x^3 + 676641666131465090002464721221904882622809*x^2 - 1331009256090465919772866300342806038000618*x + 676464110151430643247437100938045576372809|206612112705989138663149729204706311865490588152438003927563790125121867103316406250000*x^6 + 1130278104905360908208372937102167405213746843854593863548996098979323174507003437500000*x^5 + 33059612031914662401346124203480681271382709147221604430998537601714729460953610159375000*x^4 - 32605209868120644368149961063158093958639637149291008618247921765141505906052871057250000*x^3 + 846078270552044307097727735147841917009589522881111394236790228196772543912193132814125625*x^2 - 1915503448344523534659593792475833892285539499896825665443592854959037319626245107822180250*x - 836243739730250137292752305815342704159679883867104737881636895224930507624626706729369415
-16|0|[2, 4]|1|[2, 4]|1|4|8068783832309783087724547857403066591907673985600000000*x^6 + 16137567664619566175449095714806133183815347971200000000*x^5 + 1815624143142637863511213176587850860279222942445625680000*x^4 + 16137567664619566175449095714806133183815347971200000000*x^3 + 99439958735273812544968554032140199617627363265954897674801*x^2 - 197072362111237297009513619435549951441567411263449769669602*x + 99431889951441502761880829484282796551035455591969297674801|489285430067058213136367176064734848797328970212367075310695184226572602631250023606301614138072347706316377904170401000000000000*x^6 + 2411253468157094249326008183644438172582178960964653779253577648177200444270808359768514403599438180347466647000948088720000000000*x^5 + 129863887410521204356316209493576962353409185279405370438654869037500939677297428941621603234299164061960435461927084896270450000000*x^4 - 97398872030904612486549482909156180086566266932291490990489095436170541575321351016118212463403012502758198617290841844763464000000*x^3 + 6363699251039984399635389322758483020989942241506634750169259655579587868181110770697721546347894848326177230157339049344995373180625*x^2 - 13701186763709292390504165293952472618676458992694511239017433200232865261233630341452823384079565573239543962119937962645336255465250*x - 6295292527556151998192641104632456508871735682072553882160668474788476844817937847394828664520678181400208472429059420210941161583665
-17|1|[2, 4]|1|[2, 4]|1|4|3636302921487065302755507564269685043914288897424*x^6 + 7272605842974130605511015128539370087828577794848*x^5 + 11650367575839865939873675754087821279258309456632*x^4 + 7272605842974130605511015128539370087828577794848*x^3 + 3674099632930060642604447704253392526884226040649*x^2 + 665865388492679351909272781311351181575568477910*x + 37796711442995339848940139983707482969937143225|26783901604005903903585083302147816116070007045061240002460078393586009798516449543631601697512876641936*x^6 + 13755187833532257881875995548342791944425214195416244365709923187616679733923111591338121444716261165664*x^5 - 7062842400184486021905078859821936994833840556420304883729029511921067667084833758844354228763661930312*x^4 - 1220982075141487303744694813657158890647564617001605004142867648954071260025231093692606928675696433424*x^3 + 3194558558837075844958742365893875140557709678875326706139511983062781093810756210470173767232436545041*x^2 + 909542060191818501938419886697556732379432314079355758469115732814987185931269319622086987259614448390*x + 123858206428549901473034931708884991525727281372640028750528151523990934112670733461545352498853461275
-17|0|[2, 4]|1|[2, 4]|1|4|94677615426655343532862859687677542915824512908508144529768250849*x^6 + 189355230853310687065725719375355085831649025817016289059536501698*x^5 + 317479607800743804752850147139063608443332798918183160444569911399*x^4 + 189355230853310687065725719375355085831649025817016289059536501698*x^3 + 97631549815440203602548948218237713955058128197414197674446796773*x^2 + 27538892743208054014889391014910637617392029614846620565908067004*x + 2953934388784860069686088530560171039233615288906053144678545924|-248752303828303060386885908674913173219149297626808923815292539334104081347671888271111645582805714676194245737385606305957434244893676241104505903*x^6 + 104624279077518680273594299639782649881901086733873601310521023708205442885860805715558276827716490350316434855185664736010330865219849918664618000*x^5 - 403840122566347179247912638895133588945497677775497199974359165875507833801187572736874613407520834336626658007333251320820191193473350745425109079*x^4 + 136096523040165086137280882930817810654985210964319717421060065740255185872911896834574981671698694074835321365698235622927692395012106816663542172*x^3 + 772370683857011788577095272723984284041536825836152642586685506838940341988435699274173876226653684200823252043441480849792651520499066969405758628*x^2 + 308424694115478878500411211685004448644310460547532058170228674210748439623546844132534252026172068639973052476415323634978472733557089271380478752*x + 32979590362507184618380862505799256100272145929850489646187400316818037173040140842380972730923020897457480315104504399727678884620915052016145344
-18|1|[2, 4]|1|[2, 4]|1|4|3130043214170528862822949825844644282100100000000*x^6 + 6260086428341057725645899651689288564200200000000*x^5 - 1138415730484215275069980950872081541408914682420000*x^4 + 6260086428341057725645899651689288564200200000000*x^3 + 105229975360938145872362988462609050301006505323011641*x^2 - 211601496495574677548658780825916026787704025428443282*x + 105226845317723975343500165512783205656724405223011641|40718939827866807439850583319514496805437718751892416933749823941457464768758188397439032703975149368400000000*x^6 + 362649083182831102683366838796260689459809015199568694761219115140012065134737861901451871327425494482800000000*x^5 - 7799533663998529692023272008874158029397151467518552149269585851021070528448807432296065489213078970433055280000*x^4 + 7845752104039506301465910401437790462088544311522272815093559268217807729209055375812699174783232790870162200000*x^3 + 643336416688420259433726932464802559920354847051755130406953322659929361677337781756702778880096558011069925067444*x^2 - 5200009536907482021714994159239254522821320547414500360047852513115618247310897297790262413877048342748635190879888*x + 12040209223908932044990254134927300635542991770939510407431654271636316901657201297045991584948465634376333411347431
-18|0|[2, 4]|1|[2, 4]|1|4|172459228473518493635215261745501575119786649945350067522112942469376*x^6 + 344918456947036987270430523491003150239573299890700135044225884938752*x^5 - 57061821650709164060561561985949634393773466952686904008134316662583328*x^4 + 344918456947036987270430523491003150239573299890700135044225884938752*x^3 + 4806184038798485975818144713936305399100156061775014622917831207779369985*x^2 - 9669602358476154634190486205120305934169205377152661499911318845163792674*x + 4806011579570012457324509498674559897525036275125069272850309094836900609|-34630297733237941105931490464302674246149779566477549148501645249158413550536643586364320802145062366835464119375627956621939874266321899987681442338007206912*x^6 - 1315033707944856153454139748699839958129239038541275858682451576302444547529227927767802121295164302907752161979688494421241137507478808371304367035619395736576*x^5 - 5438292604001333173503280441235051263069527258627789014094077997522506231249788833313920172758278247508604145970170808731486762819333785643906746290369963327872*x^4 + 171653193603515398296158353048017199036455999604408414435773935092694286205955439541086318055913736149470689181599957939700076316876378902489186569431137451028928*x^3 + 400147944577452920693562066210482973057028034582034154051538166226637612401524408058479900528650374151945090756820442705986697833054673153571314003660013495040244*x^2 - 9392994062188120990838090679845031905841992002530745531247990213430877733196702138452591535588387169170980371458450623773557462081112127892547047817801492629470784*x + 23553767621582736656978215884517678540353819457211351518338892114183425338105646468080828780013071700314025509106770432723159749973262057978765398868873471991633233
-19|1|[2, 4]|1|[2, 4]|1|4|2417955099258797167490880479729238126794542523763047482676449*x^6 + 4835910198517594334981760959458476253589085047526094965352898*x^5 + 3351022958769371834877443630660162567054242366008076615206447*x^4 + 4835910198517594334981760959458476253589085047526094965352898*x^3 + 3992858033541476185813172685377074443675821754833401561698949*x^2 - 7052648207572377704239782219823224447091943667421773990867900*x + 1574902934282679018322292205647836316881279231070354079022500|-289446165313327207651011073695576308047551593260667596380182105533613341072917359769088527285166671071703218302804651335103912171211*x^6 - 2412628628712631784205809094626152519348987042546605454480903920414301263446666946172288154698363084263633742766757652540622819188072*x^5 - 2390708312490915787723083792317535986067010566306221535854225876313568821544099767191802976867308501168277678761304226082439638230463*x^4 + 5218442257668747715328602318217214922019008342982117441230620828850943292466684561102451298910847814105212631100958171733951462577868*x^3 + 3527695860347325550194000376745771831365569567533225635238008435114629821230705635080290605922059556687652890673261315721525859205044*x^2 - 4258923276474691149474431998938994359421662973234953807710021760245524366144421053331058033627083051455301576118878727312481048742400*x + 892950794838600309503247736993816882137880810365670168751439521543999765406179129570190414634819160303436868585853755685537824560000
-19|0|[2, 4]|1|[2, 4]|1|-4|171913074665600578286975740029491294943317207737769230701412509687044021879648508069962256*x^6 + 343826149331201156573951480058982589886634415475538461402825019374088043759297016139924512*x^5 + 1032450280795462171442395274403946810747445506989203969467316832476408761957868660251583544*x^4 + 343826149331201156573951480058982589886634415475538461402825019374088043759297016139924512*x^3 + 560176615320272867828385058338472953758928806549787854093032663554929225753546287439720305*x^2 - 259816024510684142501350582302490391713729313848140969420161004320493711428872422697819322*x + 388263540654672289541409318308981658815611598812018623391620153867885203873897779369758049|177076795659918963496953391467649885220705394213930643752902387539560958453946324144534978848729890173450723410214127963496039331909863041282339394178952740449957016535317423372417682202705680*x^6 + 299674900559274165169105889314775348689399552724915716264403666986012868964336672157814624376112616259878651650975392779767526234708183286261592919857585370121455317112022680372844203325266016*x^5 + 695891071217281672974789790297995452431110224891363227837139927721696653814821301952630403783041072246359933306320616600820452946805813539725442248223520694820347565288176230230300442832940920*x^4 + 99839885987280703253952346110799329205680549838234771791989835825217314648639632157585682187542728922322243778991914127466562896951048501963245052498724732345153952477636490127271137994328112*x^3 + 137193956515947125274981901055198002502296971892793618177670389191156481124928392749566977230705316530984838575985756157001390032885470107377498022179890832000545520227937464886617687069488473*x^2 - 609582380278829537153950988230874894355464588160418895483790885079795123532041047448733727543107104407470909445718417326144515474839522001852761014176276447950382261580194406397802101983173450*x + 225780807879639023031468652713060216814261092437945389670398321316535825717568486781780087546139037501799305199328082643019967763365382317598115974800782125548306451145700858998506524627393379
-20|1|[2, 4]|1|[2, 4]|1|-4|31827245647423559244740736594638101547895039721164104840336281600*x^6 + 63654491294847118489481473189276203095790079442328209680672563200*x^5 + 1163047164141445827826662711110218729793794147965785843591875187840*x^4 + 63654491294847118489481473189276203095790079442328209680672563200*x^3 + 8984030917120457755862225502697074461911958675069218124320388588969*x^2 - 16836841915746893243142529030878568295578018241893814509889238271698*x + 8952203671473034196617484766102436360364063635348054019480052307369|470073908096355660473938405765632229725410475377673921757440902897457489589235607713255854113083263019544372452377690448841718499892942774374400*x^6 - 1077271457767284925456490157142114108339788111292308407953747440688728419276091685312117220003105017890986957313011185945458362721841360269107200*x^5 + 7872595629061282239263716897886061226222960938810618045364865613062792579549660202477611446776663259735109537690901142518316034987872000914834560*x^4 + 18960902080287090528828535728519899811811346544519068275824184675457984763520838803434418234005409634530556503687302708145380904769583109493619200*x^3 + 52540489398606253665185752371885687776029061564634669505742486691333614436847774964078198820641002005929989523856260987739600395411654608080842921*x^2 - 284098841354908381341997243077728748492321862453304827865802513185990761560069847400504129088020234070361093431482539626685014921700959987096080082*x - 133146703270780362920015347002285046876353985923013594806784473724798365823271923977545974392859775641038943676589938887836673137367438897557583049
-20|0|[2, 4]|1|[2, 4]|1|4|16435610030089863575210607728989196172019041368468654388951936661397809326816695519118400*x^6 + 32871220060179727150421215457978392344038082736937308777903873322795618653633391038236800*x^5 + 56276314467316392708729851190252904177258085955939884787244033531260192357909491933488560*x^4 + 32871220060179727150421215457978392344038082736937308777903873322795618653633391038236800*x^3 + 17174458670222052620396655837376140060083280837185507093031320698926573518671795521330961*x^2 + 5491787096782423892725931786511427885072482913100216212229455472009235993749205371708238*x + 738848640132189045186048108386943888064239468716852704079384037528764191855100002212561|245130674169959321224865098031597539873006086893262366775851246893047981901743715199232308823369187609980056708225604314995978200202433593455708852928609119843713075497802946314089456147077268110400*x^6 + 1897570229002819397128383510448135902145016105961492710606712490662042256539620462135789240593976753329996245020054417660356068436557725301570911116814602622018639036012416191911564378161751404764800*x^5 + 4612131586841737159530200949952764054203653315534347998463625773773140616629742700114182427844736785436254022327132947741780210419888145425991056032980993373261568982800543242345724406831763575869360*x^4 + 3143047511012030745853968501631407612510657126785973893619245159227363121116999849536156897284766001472984704632811356668639521043436692180030752746998395536776829437623825944257682569300898650027200*x^3 + 794295078723872266514074421374527917278560605667322712811502755853779054599114241407078790625969981330319517762507673476592579281090454031708456842548321250324684617191851854547822788300235661904241*x^2 + 120088547705119793415198459385284557924913838355173377941798433291182891138205913882262601214470916368360545155845032232861139061822093655634167596330186063289570860328427720518222301289267560560078*x + 4529122633910624602706710414685612519441438374470059670559906806790953279297409605732075874049532855932317735523173877137870957496008080120967186277492125477994686558912742842942375922149885395921
-21|1|[2, 4]|1|[2, 4]|1|4|100765451642230910342660459310944893407157107472840667813553295904706160281*x^6 + 201530903284461820685320918621889786814314214945681335627106591809412320562*x^5 + 438118844753966238443635228269679288299184065118210908619297021964000867619*x^4 + 201530903284461820685320918621889786814314214945681335627106591809412320562*x^3 + 146534483691972510097564998523610151927414338169526216623718158838228648105*x^2 + 44284425727790307905844771911514091037198281306317807558307408382837411128*x + 45769032049741599754904539212665258520257230696685548810164862933522487824|-129813745407472617762402840302855558951377727805077438869982688482816062868788932974258189231571414704785753551109237279064309132390731798706902623428445450255*x^6 - 43194291386511881849254755466014481501824018881170511831344408887802807743895473543435059796914891731863440961066272410146456317237122741601322485139035217645126*x^5 - 390815530914727725002898451590784076015664378462061487455685947931162907944402190867357474248858100245604634822947501219147463923346184992459533486022027444671645*x^4 - 950331802409057239053095436927848568261033152301257200795001944483427212605500736404396339762577516270877741924029572436843837505517379644126440894866639810901782*x^3 - 223092189865124131340417151050649735632176188707860165504644168656722247115426270364702040296935632534727999662007456547142838017310948711031141463589544665149703*x^2 - 22993947526411284193842034678574741439839642933849358246265129687005172046961649098374570257061448627677880731458047480691535962600600627326725007677215294115400*x - 985460846928862667389658186437092137946334441804064958253152296380927381960996472332703986027254578945247610879192701880610935058388800895459980539622080056944
-21|0|[2, 4]|1|[2, 4]|1|4|631432608000610334038709961285764631430364748530814924138409590170301058865113544139937686642475828692778603310098014927167113515729*x^6 + 1262865216001220668077419922571529262860729497061629848276819180340602117730227088279875373284951657385557206620196029854334227031458*x^5 + 139469267595084091801036102761340262442155164357558349188978795446460576386115712123733799949052289011342146562131615898967528087820787*x^4 + 1262865216001220668077419922571529262860729497061629848276819180340602117730227088279875373284951657385557206620196029854334227031458*x^3 + 7494254690141725964323497274356888890047443090121028198777795784676597148191473595694480002602057101315659317235652823807975538828075729*x^2 - 14849671545296368447179997155913723282284161380633028863290751183496904021055696592809366142941704389448669266512484129731910716681846400*x + 7493623257533725353989458564395603125416012725372497383853657375086426847132608482150340064915414625486966538632342725793048371714560000|96583289396073474508231707166507967765446598979097310352062792919264632528492930334924382265870910607091481520992797645348029133310097086243229007509205539184146031445719667952126203763876048180258686668598583386275165914993437205181995590688669722729*x^6 - 71695565181745988289706791027562436816413968238080202842694464791271354918924161054619845702664743889868435359989904113796999535242643353580099659525771147017543196944631818160718727193741343790269917286902632597445209095275128952609673637008629204942*x^5 + 17379273111191028250133460780332830449191424839936467443428765239027306237257494299546211505389153743157440317428366510005212266729206165829951873222100109991821426603041755689374614521449518603223943393527272055942050750139440472565349743972231211460507*x^4 + 12709407107034147010361854540053215002171669948629662690935319725054482172250387647149638478227015627961071920795265160433312799203546308623853804822929710131683289489457806619405679184477292448122742196875349020123271199712966192606025814741925045213298*x^3 + 995074015116012096273131586511956470277663895123818037110454713614446053534597097842691162743667478998214108471008544648875958601708230078467498884788279191454648507078311649746907936802950038111469387342599323580975845222266003481694592420929115225755209*x^2 - 2253457963374587551630155436145512679198451566939049393855296046257205564019255334922946573028053554012424166208479657077813333658113015641403590760753479448945193852139089285578880035049220864432243292929175664604511110621898359799340267819257618189814400*x - 1127960001933226194911666353902548872936761644963029760981807273046395511661931578150878307580320335476280808291752355138763192632188331339175687792610954814082030240783555543338828407131353725299591353574414626664173423288417926483076474291471726589440000
