m	n	torsion_coset
47201703	0	2
47502003	0	2
47747703	0	2
48228183	0	2
48703203	0	2
49069023	0	2
49429383	0	2
49483983	0	2
49724223	0	2
50029983	0	2
50450403	0	2
50625123	0	2
50925423	0	2
51171123	0	2
51351303	0	2
51586083	0	2
51651603	0	2
52006503	0	2
52126623	0	2
52727223	0	2
52852803	0	2
53207703	0	2
53633583	0	2
53873823	0	2
54288783	0	2
54408903	0	2
54774723	0	2
55009503	0	2
55075023	0	2
55189683	0	2
55429923	0	2
55489983	0	2
55735683	0	2
56156103	0	2
56276223	0	2
56330823	0	2
56631123	0	2
56691183	0	2
56876823	0	2
57291783	0	2
57357303	0	2
57832323	0	2
58438383	0	2
58558503	0	2
58613103	0	2
59159103	0	2
59339283	0	2
59579523	0	2
59639583	0	2
59994483	0	2
60480423	0	2
60715203	0	2
60780723	0	2
60840783	0	2
60895383	0	2
61135623	0	2
61195683	0	2
61441383	0	2
61981923	0	2
62336823	0	2
62396883	0	2
62762703	0	2
63417903	0	2
63538023	0	2
64138623	0	2
64144083	0	2
64318803	0	2
64619103	0	2
64864803	0	2
65044983	0	2
65285223	0	2
65345283	0	2
65700183	0	2
65820303	0	2
66420903	0	2
66486423	0	2
66546483	0	2
66901383	0	2
67567503	0	2
67687623	0	2
67742223	0	2
68102583	0	2
68288223	0	2
68468403	0	2
68703183	0	2
68768703	0	2
69123603	0	2
69844323	0	2
69849783	0	2
69969903	0	2
70024503	0	2
70324803	0	2
70570503	0	2
71050983	0	2
71526003	0	2
71891823	0	2
72252183	0	2
72306783	0	2
72547023	0	2
72852783	0	2
73273203	0	2
73447923	0	2
73748223	0	2
73993923	0	2
74174103	0	2
74408883	0	2
74474403	0	2
74829303	0	2
74949423	0	2
75550023	0	2
75675603	0	2
76030503	0	2
76456383	0	2
76696623	0	2
77111583	0	2
77231703	0	2
77597523	0	2
77832303	0	2
77897823	0	2
78012483	0	2
78252723	0	2
78312783	0	2
78558483	0	2
78978903	0	2
79099023	0	2
79153623	0	2
79453923	0	2
79513983	0	2
79699623	0	2
80114583	0	2
80180103	0	2
80655123	0	2
81261183	0	2
81381303	0	2
81435903	0	2
81981903	0	2
82162083	0	2
82402323	0	2
82462383	0	2
82817283	0	2
83303223	0	2
83538003	0	2
83603523	0	2
83663583	0	2
83718183	0	2
83958423	0	2
84018483	0	2
84264183	0	2
84804723	0	2
85159623	0	2
85219683	0	2
85585503	0	2
86240703	0	2
86360823	0	2
86961423	0	2
86966883	0	2
87141603	0	2
87441903	0	2
87687603	0	2
87867783	0	2
88108023	0	2
88168083	0	2
88522983	0	2
88643103	0	2
89243703	0	2
89309223	0	2
89369283	0	2
89724183	0	2
90390303	0	2
90510423	0	2
90565023	0	2
90925383	0	2
91111023	0	2
91291203	0	2
91525983	0	2
91591503	0	2
91946403	0	2
92667123	0	2
92672583	0	2
92792703	0	2
92847303	0	2
93147603	0	2
93393303	0	2
93873783	0	2
94348803	0	2
94714623	0	2
95074983	0	2
95129583	0	2
95369823	0	2
95675583	0	2
96096003	0	2
96270723	0	2
96571023	0	2
96816723	0	2
96996903	0	2
97231683	0	2
97297203	0	2
97652103	0	2
97772223	0	2
98372823	0	2
98498403	0	2
98853303	0	2
99279183	0	2
99519423	0	2
99934383	0	2
-99968397	0	2
-99722697	0	2
-99242217	0	2
-98767197	0	2
-98401377	0	2
-98041017	0	2
-97986417	0	2
-97746177	0	2
-97440417	0	2
-97019997	0	2
-96845277	0	2
-96544977	0	2
-96299277	0	2
-96119097	0	2
-95884317	0	2
-95818797	0	2
-95463897	0	2
-95343777	0	2
-94743177	0	2
-94617597	0	2
-94262697	0	2
-93836817	0	2
-93596577	0	2
-93181617	0	2
-93061497	0	2
-92695677	0	2
-92460897	0	2
-92395377	0	2
-92280717	0	2
-92040477	0	2
-91980417	0	2
-91734717	0	2
-91314297	0	2
-91194177	0	2
-91139577	0	2
-90839277	0	2
-90779217	0	2
-90593577	0	2
-90178617	0	2
-90113097	0	2
-89638077	0	2
-89032017	0	2
-88911897	0	2
-88857297	0	2
-88311297	0	2
-88131117	0	2
-87890877	0	2
-87830817	0	2
-87475917	0	2
-86989977	0	2
-86755197	0	2
-86689677	0	2
-86629617	0	2
-86575017	0	2
-86334777	0	2
-86274717	0	2
-86029017	0	2
-85488477	0	2
-85133577	0	2
-85073517	0	2
-84707697	0	2
-84052497	0	2
-83932377	0	2
-83331777	0	2
-83326317	0	2
-83151597	0	2
-82851297	0	2
-82605597	0	2
-82425417	0	2
-82185177	0	2
-82125117	0	2
-81770217	0	2
-81650097	0	2
-81049497	0	2
-80983977	0	2
-80923917	0	2
-80569017	0	2
-79902897	0	2
-79782777	0	2
-79728177	0	2
-79367817	0	2
-79182177	0	2
-79001997	0	2
-78767217	0	2
-78701697	0	2
-78346797	0	2
-77626077	0	2
-77620617	0	2
-77500497	0	2
-77445897	0	2
-77145597	0	2
-76899897	0	2
-76419417	0	2
-75944397	0	2
-75578577	0	2
-75218217	0	2
-75163617	0	2
-74923377	0	2
-74617617	0	2
-74197197	0	2
-74022477	0	2
-73722177	0	2
-73476477	0	2
-73296297	0	2
-73061517	0	2
-72995997	0	2
-72641097	0	2
-72520977	0	2
-71920377	0	2
-71794797	0	2
-71439897	0	2
-71014017	0	2
-70773777	0	2
-70358817	0	2
-70238697	0	2
-69872877	0	2
-69638097	0	2
-69572577	0	2
-69457917	0	2
-69217677	0	2
-69157617	0	2
-68911917	0	2
-68491497	0	2
-68371377	0	2
-68316777	0	2
-68016477	0	2
-67956417	0	2
-67770777	0	2
-67355817	0	2
-67290297	0	2
-66815277	0	2
-66209217	0	2
-66089097	0	2
-66034497	0	2
-65488497	0	2
-65308317	0	2
-65068077	0	2
-65008017	0	2
-64653117	0	2
-64167177	0	2
-63932397	0	2
-63866877	0	2
-63806817	0	2
-63752217	0	2
-63511977	0	2
-63451917	0	2
-63206217	0	2
-62665677	0	2
-62310777	0	2
-62250717	0	2
-61884897	0	2
-61229697	0	2
-61109577	0	2
-60508977	0	2
-60503517	0	2
-60328797	0	2
-60028497	0	2
-59782797	0	2
-59602617	0	2
-59362377	0	2
-59302317	0	2
-58947417	0	2
-58827297	0	2
-58226697	0	2
-58161177	0	2
-58101117	0	2
-57746217	0	2
-57080097	0	2
-56959977	0	2
-56905377	0	2
-56545017	0	2
-56359377	0	2
-56179197	0	2
-55944417	0	2
-55878897	0	2
-55523997	0	2
-54803277	0	2
-54797817	0	2
-54677697	0	2
-54623097	0	2
-54322797	0	2
-54077097	0	2
-53596617	0	2
-53121597	0	2
-52755777	0	2
-52395417	0	2
-52340817	0	2
-52100577	0	2
-51794817	0	2
-51374397	0	2
-51199677	0	2
-50899377	0	2
-50653677	0	2
-50473497	0	2
-50238717	0	2
-50173197	0	2
-49818297	0	2
-49698177	0	2
-49097577	0	2
-48971997	0	2
-48617097	0	2
-48191217	0	2
-47950977	0	2
-47536017	0	2
-47415897	0	2
-47050077	0	2
-46815297	0	2
-46749777	0	2
-46635117	0	2
-46394877	0	2
-46334817	0	2
-46089117	0	2
-45668697	0	2
-45548577	0	2
-45493977	0	2
-45193677	0	2
-45133617	0	2
-44947977	0	2
-44533017	0	2
-44467497	0	2
-43992477	0	2
-43386417	0	2
-43266297	0	2
-43211697	0	2
-42665697	0	2
-42485517	0	2
-42245277	0	2
-42185217	0	2
-41830317	0	2
-41344377	0	2
-41109597	0	2
-41044077	0	2
-40984017	0	2
-40929417	0	2
-40689177	0	2
-40629117	0	2
-40383417	0	2
-39842877	0	2
-39487977	0	2
-39427917	0	2
-39062097	0	2
-38406897	0	2
-38286777	0	2
-37686177	0	2
-37680717	0	2
-37505997	0	2
-37205697	0	2
-36959997	0	2
-36779817	0	2
-36539577	0	2
-36479517	0	2
-36124617	0	2
-36004497	0	2
-35403897	0	2
-35338377	0	2
-35278317	0	2
-34923417	0	2
-34257297	0	2
-34137177	0	2
-34082577	0	2
-33722217	0	2
-33536577	0	2
-33356397	0	2
-33121617	0	2
-33056097	0	2
-32701197	0	2
-31980477	0	2
-31975017	0	2
-31854897	0	2
-31800297	0	2
-31499997	0	2
-31254297	0	2
-30773817	0	2
-30298797	0	2
-29932977	0	2
-29572617	0	2
-29518017	0	2
-29277777	0	2
-28972017	0	2
-28551597	0	2
-28376877	0	2
-28076577	0	2
-27830877	0	2
-27650697	0	2
-27415917	0	2
-27350397	0	2
-26995497	0	2
-26875377	0	2
-26274777	0	2
-26149197	0	2
-25794297	0	2
-25368417	0	2
-25128177	0	2
-24713217	0	2
-24593097	0	2
-24227277	0	2
-23992497	0	2
-23926977	0	2
-23812317	0	2
-23572077	0	2
-23512017	0	2
-23266317	0	2
-22845897	0	2
-22725777	0	2
-22671177	0	2
-22370877	0	2
-22310817	0	2
-22125177	0	2
-21710217	0	2
-21644697	0	2
-21169677	0	2
-20563617	0	2
-20443497	0	2
-20388897	0	2
-19842897	0	2
-19662717	0	2
-19422477	0	2
-19362417	0	2
-19007517	0	2
-18521577	0	2
-18286797	0	2
-18221277	0	2
-18161217	0	2
-18106617	0	2
-17866377	0	2
-17806317	0	2
-17560617	0	2
-17020077	0	2
-16665177	0	2
-16605117	0	2
-16239297	0	2
-15584097	0	2
-15463977	0	2
-14863377	0	2
-14857917	0	2
-14683197	0	2
-14382897	0	2
-14137197	0	2
-13957017	0	2
-13716777	0	2
-13656717	0	2
-13301817	0	2
-13181697	0	2
-12581097	0	2
-12515577	0	2
-12455517	0	2
-12100617	0	2
-11434497	0	2
-11314377	0	2
-11259777	0	2
-10899417	0	2
-10713777	0	2
-10533597	0	2
-10298817	0	2
-10233297	0	2
-9878397	0	2
-9157677	0	2
-9152217	0	2
-9032097	0	2
-8977497	0	2
-8677197	0	2
-8431497	0	2
-7951017	0	2
-7475997	0	2
-7110177	0	2
-6749817	0	2
-6695217	0	2
-6454977	0	2
-6149217	0	2
-5728797	0	2
-5554077	0	2
-5253777	0	2
-5008077	0	2
-4827897	0	2
-4593117	0	2
-4527597	0	2
-4172697	0	2
-4052577	0	2
-3451977	0	2
-3326397	0	2
-2971497	0	2
-2545617	0	2
-2305377	0	2
-1890417	0	2
-1770297	0	2
-1404477	0	2
-1169697	0	2
-1104177	0	2
-989517	0	2
-749277	0	2
-689217	0	2
-443517	0	2
-23097	0	2
97023	0	2
151623	0	2
451923	0	2
511983	0	2
697623	0	2
1112583	0	2
1178103	0	2
1653123	0	2
2259183	0	2
2379303	0	2
2433903	0	2
2979903	0	2
3160083	0	2
3400323	0	2
3460383	0	2
3815283	0	2
4301223	0	2
4536003	0	2
4601523	0	2
4661583	0	2
4716183	0	2
4956423	0	2
5016483	0	2
5262183	0	2
5802723	0	2
6157623	0	2
6217683	0	2
6583503	0	2
7238703	0	2
7358823	0	2
7959423	0	2
7964883	0	2
8139603	0	2
8439903	0	2
8685603	0	2
8865783	0	2
9106023	0	2
9166083	0	2
9520983	0	2
9641103	0	2
10241703	0	2
10307223	0	2
10367283	0	2
10722183	0	2
11388303	0	2
11508423	0	2
11563023	0	2
11923383	0	2
12109023	0	2
12289203	0	2
12523983	0	2
12589503	0	2
12944403	0	2
13665123	0	2
13670583	0	2
13790703	0	2
13845303	0	2
14145603	0	2
14391303	0	2
14871783	0	2
15346803	0	2
15712623	0	2
16072983	0	2
16127583	0	2
16367823	0	2
16673583	0	2
17094003	0	2
17268723	0	2
17569023	0	2
17814723	0	2
17994903	0	2
18229683	0	2
18295203	0	2
18650103	0	2
18770223	0	2
19370823	0	2
19496403	0	2
19851303	0	2
20277183	0	2
20517423	0	2
20932383	0	2
21052503	0	2
21418323	0	2
21653103	0	2
21718623	0	2
21833283	0	2
22073523	0	2
22133583	0	2
22379283	0	2
22799703	0	2
22919823	0	2
22974423	0	2
23274723	0	2
23334783	0	2
23520423	0	2
23935383	0	2
24000903	0	2
24475923	0	2
25081983	0	2
25202103	0	2
25256703	0	2
25802703	0	2
25982883	0	2
26223123	0	2
26283183	0	2
26638083	0	2
27124023	0	2
27358803	0	2
27424323	0	2
27484383	0	2
27538983	0	2
27779223	0	2
27839283	0	2
28084983	0	2
28625523	0	2
28980423	0	2
29040483	0	2
29406303	0	2
30061503	0	2
30181623	0	2
30782223	0	2
30787683	0	2
30962403	0	2
31262703	0	2
31508403	0	2
31688583	0	2
31928823	0	2
31988883	0	2
32343783	0	2
32463903	0	2
33064503	0	2
33130023	0	2
33190083	0	2
33544983	0	2
34211103	0	2
34331223	0	2
34385823	0	2
34746183	0	2
34931823	0	2
35112003	0	2
35346783	0	2
35412303	0	2
35767203	0	2
36487923	0	2
36493383	0	2
36613503	0	2
36668103	0	2
36968403	0	2
37214103	0	2
37694583	0	2
38169603	0	2
38535423	0	2
38895783	0	2
38950383	0	2
39190623	0	2
39496383	0	2
39916803	0	2
40091523	0	2
40391823	0	2
40637523	0	2
40817703	0	2
41052483	0	2
41118003	0	2
41472903	0	2
41593023	0	2
42193623	0	2
42319203	0	2
42674103	0	2
43099983	0	2
43340223	0	2
43755183	0	2
43875303	0	2
44241123	0	2
44475903	0	2
44541423	0	2
44656083	0	2
44896323	0	2
44956383	0	2
45202083	0	2
45622503	0	2
45742623	0	2
45797223	0	2
46097523	0	2
46157583	0	2
46343223	0	2
46758183	0	2
46823703	0	2
47298723	0	2
47904783	0	2
48024903	0	2
48079503	0	2
48625503	0	2
48805683	0	2
49045923	0	2
49105983	0	2
49460883	0	2
49946823	0	2
50181603	0	2
50247123	0	2
50307183	0	2
50361783	0	2
50602023	0	2
50662083	0	2
50907783	0	2
51448323	0	2
51803223	0	2
51863283	0	2
52229103	0	2
52884303	0	2
53004423	0	2
53605023	0	2
53610483	0	2
53785203	0	2
54085503	0	2
54331203	0	2
54511383	0	2
54751623	0	2
54811683	0	2
55166583	0	2
55286703	0	2
55887303	0	2
55952823	0	2
56012883	0	2
56367783	0	2
57033903	0	2
57154023	0	2
57208623	0	2
57568983	0	2
57754623	0	2
57934803	0	2
58169583	0	2
58235103	0	2
58590003	0	2
59310723	0	2
59316183	0	2
59436303	0	2
59490903	0	2
59791203	0	2
60036903	0	2
60517383	0	2
60992403	0	2
61358223	0	2
61718583	0	2
61773183	0	2
62013423	0	2
62319183	0	2
62739603	0	2
62914323	0	2
63214623	0	2
63460323	0	2
63640503	0	2
63875283	0	2
63940803	0	2
64295703	0	2
64415823	0	2
65016423	0	2
65142003	0	2
65496903	0	2
65922783	0	2
66163023	0	2
66577983	0	2
66698103	0	2
67063923	0	2
67298703	0	2
67364223	0	2
67478883	0	2
67719123	0	2
67779183	0	2
68024883	0	2
68445303	0	2
68565423	0	2
68620023	0	2
68920323	0	2
68980383	0	2
69166023	0	2
69580983	0	2
69646503	0	2
70121523	0	2
70727583	0	2
70847703	0	2
70902303	0	2
71448303	0	2
71628483	0	2
71868723	0	2
71928783	0	2
72283683	0	2
72769623	0	2
73004403	0	2
73069923	0	2
73129983	0	2
73184583	0	2
73424823	0	2
73484883	0	2
73730583	0	2
74271123	0	2
74626023	0	2
74686083	0	2
75051903	0	2
75707103	0	2
75827223	0	2
76427823	0	2
76433283	0	2
76608003	0	2
76908303	0	2
77154003	0	2
77334183	0	2
77574423	0	2
77634483	0	2
77989383	0	2
78109503	0	2
78710103	0	2
78775623	0	2
78835683	0	2
79190583	0	2
79856703	0	2
79976823	0	2
80031423	0	2
80391783	0	2
80577423	0	2
80757603	0	2
80992383	0	2
81057903	0	2
81412803	0	2
82133523	0	2
82138983	0	2
82259103	0	2
82313703	0	2
82614003	0	2
82859703	0	2
83340183	0	2
83815203	0	2
84181023	0	2
84541383	0	2
84595983	0	2
84836223	0	2
85141983	0	2
85562403	0	2
85737123	0	2
86037423	0	2
86283123	0	2
86463303	0	2
86698083	0	2
86763603	0	2
87118503	0	2
87238623	0	2
87839223	0	2
87964803	0	2
88319703	0	2
88745583	0	2
88985823	0	2
89400783	0	2
89520903	0	2
89886723	0	2
90121503	0	2
90187023	0	2
90301683	0	2
90541923	0	2
90601983	0	2
90847683	0	2
91268103	0	2
91388223	0	2
91442823	0	2
91743123	0	2
91803183	0	2
91988823	0	2
92403783	0	2
92469303	0	2
92944323	0	2
93550383	0	2
93670503	0	2
93725103	0	2
94271103	0	2
94451283	0	2
94691523	0	2
94751583	0	2
95106483	0	2
95592423	0	2
95827203	0	2
95892723	0	2
95952783	0	2
96007383	0	2
96247623	0	2
96307683	0	2
96553383	0	2
97093923	0	2
97448823	0	2
97508883	0	2
97874703	0	2
98529903	0	2
98650023	0	2
99250623	0	2
99256083	0	2
99430803	0	2
99731103	0	2
99976803	0	2
-99718077	0	2
-99483297	0	2
-99417777	0	2
-99303117	0	2
-99062877	0	2
-99002817	0	2
-98757117	0	2
-98336697	0	2
-98216577	0	2
-98161977	0	2
-97861677	0	2
-97801617	0	2
-97615977	0	2
-97201017	0	2
-97135497	0	2
-96660477	0	2
-96054417	0	2
-95934297	0	2
-95879697	0	2
-95333697	0	2
-95153517	0	2
-94913277	0	2
-94853217	0	2
-94498317	0	2
-94012377	0	2
-93777597	0	2
-93712077	0	2
-93652017	0	2
-93597417	0	2
-93357177	0	2
-93297117	0	2
-93051417	0	2
-92510877	0	2
-92155977	0	2
-92095917	0	2
-91730097	0	2
-91074897	0	2
-90954777	0	2
-90354177	0	2
-90348717	0	2
-90173997	0	2
-89873697	0	2
-89627997	0	2
-89447817	0	2
-89207577	0	2
-89147517	0	2
-88792617	0	2
-88672497	0	2
-88071897	0	2
-88006377	0	2
-87946317	0	2
-87591417	0	2
-86925297	0	2
-86805177	0	2
-86750577	0	2
-86390217	0	2
-86204577	0	2
-86024397	0	2
-85789617	0	2
-85724097	0	2
-85369197	0	2
-84648477	0	2
-84643017	0	2
-84522897	0	2
-84468297	0	2
-84167997	0	2
-83922297	0	2
-83441817	0	2
-82966797	0	2
-82600977	0	2
-82240617	0	2
-82186017	0	2
-81945777	0	2
-81640017	0	2
-81219597	0	2
-81044877	0	2
-80744577	0	2
-80498877	0	2
-80318697	0	2
-80083917	0	2
-80018397	0	2
-79663497	0	2
-79543377	0	2
-78942777	0	2
-78817197	0	2
-78462297	0	2
-78036417	0	2
-77796177	0	2
-77381217	0	2
-77261097	0	2
-76895277	0	2
-76660497	0	2
-76594977	0	2
-76480317	0	2
-76240077	0	2
-76180017	0	2
-75934317	0	2
-75513897	0	2
-75393777	0	2
-75339177	0	2
-75038877	0	2
-74978817	0	2
-74793177	0	2
-74378217	0	2
-74312697	0	2
-73837677	0	2
-73231617	0	2
-73111497	0	2
-73056897	0	2
-72510897	0	2
-72330717	0	2
-72090477	0	2
-72030417	0	2
-71675517	0	2
-71189577	0	2
-70954797	0	2
-70889277	0	2
-70829217	0	2
-70774617	0	2
-70534377	0	2
-70474317	0	2
-70228617	0	2
-69688077	0	2
-69333177	0	2
-69273117	0	2
-68907297	0	2
-68252097	0	2
-68131977	0	2
-67531377	0	2
-67525917	0	2
-67351197	0	2
-67050897	0	2
-66805197	0	2
-66625017	0	2
-66384777	0	2
-66324717	0	2
-65969817	0	2
-65849697	0	2
-65249097	0	2
-65183577	0	2
-65123517	0	2
-64768617	0	2
-64102497	0	2
-63982377	0	2
-63927777	0	2
-63567417	0	2
-63381777	0	2
-63201597	0	2
-62966817	0	2
-62901297	0	2
-62546397	0	2
-61825677	0	2
-61820217	0	2
-61700097	0	2
-61645497	0	2
-61345197	0	2
-61099497	0	2
-60619017	0	2
-60143997	0	2
-59778177	0	2
-59417817	0	2
-59363217	0	2
-59122977	0	2
-58817217	0	2
-58396797	0	2
-58222077	0	2
-57921777	0	2
-57676077	0	2
-57495897	0	2
-57261117	0	2
-57195597	0	2
-56840697	0	2
-56720577	0	2
-56119977	0	2
-55994397	0	2
-55639497	0	2
-55213617	0	2
-54973377	0	2
-54558417	0	2
-54438297	0	2
-54072477	0	2
-53837697	0	2
-53772177	0	2
-53657517	0	2
-53417277	0	2
-53357217	0	2
-53111517	0	2
-52691097	0	2
-52570977	0	2
-52516377	0	2
-52216077	0	2
-52156017	0	2
-51970377	0	2
-51555417	0	2
-51489897	0	2
-51014877	0	2
-50408817	0	2
-50288697	0	2
-50234097	0	2
-49688097	0	2
-49507917	0	2
-49267677	0	2
-49207617	0	2
-48852717	0	2
-48366777	0	2
-48131997	0	2
-48066477	0	2
-48006417	0	2
-47951817	0	2
-47711577	0	2
-47651517	0	2
-47405817	0	2
-46865277	0	2
-46510377	0	2
-46450317	0	2
-46084497	0	2
-45429297	0	2
-45309177	0	2
-44708577	0	2
-44703117	0	2
-44528397	0	2
-44228097	0	2
-43982397	0	2
-43802217	0	2
-43561977	0	2
-43501917	0	2
-43147017	0	2
-43026897	0	2
-42426297	0	2
-42360777	0	2
-42300717	0	2
-41945817	0	2
-41279697	0	2
-41159577	0	2
-41104977	0	2
-40744617	0	2
-40558977	0	2
-40378797	0	2
-40144017	0	2
-40078497	0	2
-39723597	0	2
-39002877	0	2
-38997417	0	2
-38877297	0	2
-38822697	0	2
-38522397	0	2
-38276697	0	2
-37796217	0	2
-37321197	0	2
-36955377	0	2
-36595017	0	2
-36540417	0	2
-36300177	0	2
-35994417	0	2
-35573997	0	2
-35399277	0	2
-35098977	0	2
-34853277	0	2
-34673097	0	2
-34438317	0	2
-34372797	0	2
-34017897	0	2
-33897777	0	2
-33297177	0	2
-33171597	0	2
-32816697	0	2
-32390817	0	2
-32150577	0	2
-31735617	0	2
-31615497	0	2
-31249677	0	2
-31014897	0	2
-30949377	0	2
-30834717	0	2
-30594477	0	2
-30534417	0	2
-30288717	0	2
-29868297	0	2
-29748177	0	2
-29693577	0	2
-29393277	0	2
-29333217	0	2
-29147577	0	2
-28732617	0	2
-28667097	0	2
-28192077	0	2
-27586017	0	2
-27465897	0	2
-27411297	0	2
-26865297	0	2
-26685117	0	2
-26444877	0	2
-26384817	0	2
-26029917	0	2
-25543977	0	2
-25309197	0	2
-25243677	0	2
-25183617	0	2
-25129017	0	2
-24888777	0	2
-24828717	0	2
-24583017	0	2
-24042477	0	2
-23687577	0	2
-23627517	0	2
-23261697	0	2
-22606497	0	2
-22486377	0	2
-21885777	0	2
-21880317	0	2
-21705597	0	2
-21405297	0	2
-21159597	0	2
-20979417	0	2
-20739177	0	2
-20679117	0	2
-20324217	0	2
-20204097	0	2
-19603497	0	2
-19537977	0	2
-19477917	0	2
-19123017	0	2
-18456897	0	2
-18336777	0	2
-18282177	0	2
-17921817	0	2
-17736177	0	2
-17555997	0	2
-17321217	0	2
-17255697	0	2
-16900797	0	2
-16180077	0	2
-16174617	0	2
-16054497	0	2
-15999897	0	2
-15699597	0	2
-15453897	0	2
-14973417	0	2
-14498397	0	2
-14132577	0	2
-13772217	0	2
-13717617	0	2
-13477377	0	2
-13171617	0	2
-12751197	0	2
-12576477	0	2
-12276177	0	2
-12030477	0	2
-11850297	0	2
-11615517	0	2
-11549997	0	2
-11195097	0	2
-11074977	0	2
-10474377	0	2
-10348797	0	2
-9993897	0	2
-9568017	0	2
-9327777	0	2
-8912817	0	2
-8792697	0	2
-8426877	0	2
-8192097	0	2
-8126577	0	2
-8011917	0	2
-7771677	0	2
-7711617	0	2
-7465917	0	2
-7045497	0	2
-6925377	0	2
-6870777	0	2
-6570477	0	2
-6510417	0	2
-6324777	0	2
-5909817	0	2
-5844297	0	2
-5369277	0	2
-4763217	0	2
-4643097	0	2
-4588497	0	2
-4042497	0	2
-3862317	0	2
-3622077	0	2
-3562017	0	2
-3207117	0	2
-2721177	0	2
-2486397	0	2
-2420877	0	2
-2360817	0	2
-2306217	0	2
-2065977	0	2
-2005917	0	2
-1760217	0	2
-1219677	0	2
-864777	0	2
-804717	0	2
-438897	0	2
216303	0	2
336423	0	2
937023	0	2
942483	0	2
1117203	0	2
1417503	0	2
1663203	0	2
1843383	0	2
2083623	0	2
2143683	0	2
2498583	0	2
2618703	0	2
3219303	0	2
3284823	0	2
3344883	0	2
3699783	0	2
4365903	0	2
4486023	0	2
4540623	0	2
4900983	0	2
5086623	0	2
5266803	0	2
5501583	0	2
5567103	0	2
5922003	0	2
6642723	0	2
6648183	0	2
6768303	0	2
6822903	0	2
7123203	0	2
7368903	0	2
7849383	0	2
8324403	0	2
8690223	0	2
9050583	0	2
9105183	0	2
9345423	0	2
9651183	0	2
10071603	0	2
10246323	0	2
10546623	0	2
10792323	0	2
10972503	0	2
11207283	0	2
11272803	0	2
11627703	0	2
11747823	0	2
12348423	0	2
12474003	0	2
12828903	0	2
13254783	0	2
13495023	0	2
13909983	0	2
14030103	0	2
14395923	0	2
14630703	0	2
14696223	0	2
14810883	0	2
15051123	0	2
15111183	0	2
15356883	0	2
15777303	0	2
15897423	0	2
15952023	0	2
16252323	0	2
16312383	0	2
16498023	0	2
16912983	0	2
16978503	0	2
17453523	0	2
18059583	0	2
18179703	0	2
18234303	0	2
18780303	0	2
18960483	0	2
19200723	0	2
19260783	0	2
19615683	0	2
20101623	0	2
20336403	0	2
20401923	0	2
20461983	0	2
20516583	0	2
20756823	0	2
20816883	0	2
21062583	0	2
21603123	0	2
21958023	0	2
22018083	0	2
22383903	0	2
23039103	0	2
23159223	0	2
23759823	0	2
23765283	0	2
23940003	0	2
24240303	0	2
24486003	0	2
24666183	0	2
24906423	0	2
24966483	0	2
25321383	0	2
25441503	0	2
26042103	0	2
26107623	0	2
26167683	0	2
26522583	0	2
27188703	0	2
27308823	0	2
27363423	0	2
27723783	0	2
27909423	0	2
28089603	0	2
28324383	0	2
28389903	0	2
28744803	0	2
29465523	0	2
29470983	0	2
29591103	0	2
29645703	0	2
29946003	0	2
30191703	0	2
30672183	0	2
31147203	0	2
31513023	0	2
31873383	0	2
31927983	0	2
32168223	0	2
32473983	0	2
32894403	0	2
33069123	0	2
33369423	0	2
33615123	0	2
33795303	0	2
34030083	0	2
34095603	0	2
34450503	0	2
34570623	0	2
35171223	0	2
35296803	0	2
35651703	0	2
36077583	0	2
36317823	0	2
36732783	0	2
36852903	0	2
37218723	0	2
37453503	0	2
37519023	0	2
37633683	0	2
37873923	0	2
37933983	0	2
38179683	0	2
38600103	0	2
38720223	0	2
38774823	0	2
39075123	0	2
39135183	0	2
39320823	0	2
39735783	0	2
39801303	0	2
40276323	0	2
40882383	0	2
41002503	0	2
41057103	0	2
41603103	0	2
41783283	0	2
42023523	0	2
42083583	0	2
42438483	0	2
42924423	0	2
43159203	0	2
43224723	0	2
43284783	0	2
43339383	0	2
43579623	0	2
43639683	0	2
43885383	0	2
44425923	0	2
44780823	0	2
44840883	0	2
45206703	0	2
45861903	0	2
45982023	0	2
46582623	0	2
46588083	0	2
46762803	0	2
47063103	0	2
47308803	0	2
47488983	0	2
47729223	0	2
47789283	0	2
48144183	0	2
48264303	0	2
48864903	0	2
48930423	0	2
48990483	0	2
49345383	0	2
50011503	0	2
50131623	0	2
50186223	0	2
50546583	0	2
50732223	0	2
50912403	0	2
51147183	0	2
51212703	0	2
51567603	0	2
52288323	0	2
52293783	0	2
52413903	0	2
52468503	0	2
52768803	0	2
53014503	0	2
53494983	0	2
53970003	0	2
54335823	0	2
54696183	0	2
54750783	0	2
54991023	0	2
55296783	0	2
55717203	0	2
55891923	0	2
56192223	0	2
56437923	0	2
56618103	0	2
56852883	0	2
56918403	0	2
57273303	0	2
57393423	0	2
57994023	0	2
58119603	0	2
58474503	0	2
58900383	0	2
59140623	0	2
59555583	0	2
59675703	0	2
60041523	0	2
60276303	0	2
60341823	0	2
60456483	0	2
60696723	0	2
60756783	0	2
61002483	0	2
61422903	0	2
61543023	0	2
61597623	0	2
61897923	0	2
61957983	0	2
62143623	0	2
62558583	0	2
62624103	0	2
63099123	0	2
63705183	0	2
63825303	0	2
63879903	0	2
64425903	0	2
64606083	0	2
64846323	0	2
64906383	0	2
65261283	0	2
65747223	0	2
65982003	0	2
66047523	0	2
66107583	0	2
66162183	0	2
