family	n	d	parameter	status	jacobian_order
5	0	1	0	boundary	0
5	1	1	1	boundary	0
5	2	1	2	good_allowed	5760
5	3	1	3	good_allowed	5760
5	5	1	5	good_allowed	5760
5	8	1	8	good_allowed	5760
5	9	1	9	good_allowed	5760
5	14	1	14	good_allowed	5760
5	15	1	15	good_allowed	5760
5	24	1	24	good_allowed	5760
5	27	1	27	good_allowed	5760
5	32	1	32	good_allowed	5760
5	33	1	33	good_allowed	5760
5	34	1	34	good_allowed	5760
5	36	1	36	good_allowed	5760
5	39	1	39	boundary	0
5	42	1	42	good_allowed	5760
5	44	1	44	good_allowed	5760
5	45	1	45	good_allowed	5760
5	46	1	46	good_allowed	5760
5	51	1	51	good_allowed	5760
5	52	1	52	boundary	0
5	54	1	54	good_allowed	5760
5	55	1	55	boundary	0
5	58	1	58	boundary	0
5	65	1	65	good_allowed	5760
5	66	1	66	boundary	0
5	1	0	infinity	boundary	0
6	0	1	0	boundary	0
6	1	1	1	boundary	0
6	2	1	2	good_allowed	4608
6	8	1	8	good_allowed	4608
6	11	1	11	boundary	0
6	16	1	16	good_allowed	4608
6	21	1	21	good_allowed	4608
6	22	1	22	good_allowed	4608
6	25	1	25	good_allowed	4608
6	32	1	32	good_allowed	4608
6	33	1	33	good_allowed	4608
6	34	1	34	good_allowed	4608
6	36	1	36	boundary	0
6	39	1	39	good_allowed	4608
6	40	1	40	good_allowed	4608
6	42	1	42	good_allowed	4608
6	44	1	44	good_allowed	4608
6	46	1	46	good_allowed	4608
6	51	1	51	good_allowed	4608
6	54	1	54	boundary	0
6	55	1	55	good_allowed	4608
6	59	1	59	good_allowed	4608
6	61	1	61	boundary	0
6	62	1	62	good_allowed	4608
6	64	1	64	good_allowed	4608
6	65	1	65	good_allowed	4608
6	66	1	66	boundary	0
6	1	0	infinity	boundary	0
