p	u	t	w	a	b	c	d	flags	r0	r1	r2	r3
37	2	0	2	0	34	14	30	t0+qgcd+root0+rad0	0	0	9	33
37	2	0	2	0	3	23	7	t0+qgcd+root0+rad0	0	0	9	33
37	2	0	2	0	3	23	30	t0+qgcd+root0+rad0	0	0	26	25
37	2	1	25	9	11	19	20	qrep	28	10	27	26
37	2	1	25	28	26	18	17	qrep	28	10	27	26
37	2	2	6	0	34	34	26	root0+rootrep+rad0	0	0	16	16
37	2	2	6	0	34	34	11	root0+rootrep+rad0	0	0	12	12
37	2	2	6	0	34	3	26	root0+rootrep+rad0	0	0	0	0
37	2	2	6	0	34	3	11	root0+rootrep+rad0	0	0	0	0
37	2	2	6	0	3	34	26	root0+rootrep+rad0	0	0	0	0
37	2	2	6	0	3	34	11	root0+rootrep+rad0	0	0	0	0
37	2	2	6	0	3	3	26	root0+rootrep+rad0	0	0	12	12
37	2	2	6	0	3	3	11	root0+rootrep+rad0	0	0	16	16
37	2	7	21	0	23	23	7	qgcd+root0+rootrep+rad0	0	0	10	10
37	2	7	21	0	23	23	30	qgcd+root0+rootrep+rad0	0	0	30	30
37	2	7	21	0	23	14	7	qgcd+root0+rootrep+rad0	0	0	0	0
37	2	7	21	0	23	14	30	qgcd+root0+rootrep+rad0	0	0	0	0
37	2	7	21	0	14	23	7	qgcd+root0+rootrep+rad0	0	0	0	0
37	2	7	21	0	14	23	30	qgcd+root0+rootrep+rad0	0	0	0	0
37	2	7	21	0	14	14	7	qgcd+root0+rootrep+rad0	0	0	30	30
37	2	7	21	0	14	14	30	qgcd+root0+rootrep+rad0	0	0	10	10
37	2	19	4	1	36	7	30	qgcd+rootrep+rad0	12	0	0	0
37	2	19	4	1	36	30	7	qgcd+rootrep+rad0	12	0	0	0
37	2	19	4	36	1	7	30	qgcd+rootrep+rad0	12	0	0	0
37	2	19	4	36	1	30	7	qgcd+rootrep+rad0	12	0	0	0
37	2	30	36	23	14	13	24	qgcd+rootrep+rad0	9	0	0	0
37	2	30	36	23	14	24	13	qgcd+rootrep+rad0	9	0	0	0
37	2	30	36	14	23	13	24	qgcd+rootrep+rad0	9	0	0	0
37	2	30	36	14	23	24	13	qgcd+rootrep+rad0	9	0	0	0
37	2	36	15	7	7	16	21	qrep+rootrep+rad0	36	27	27	0
37	2	36	15	7	7	21	16	qrep+rootrep+rad0	36	27	27	0
37	2	36	15	7	30	16	16	qrep+rootrep+rad0	36	0	0	16
37	2	36	15	7	30	16	21	qrep+rootrep+rad0	1	0	0	0
37	2	36	15	7	30	21	16	qrep+rootrep+rad0	1	0	0	0
37	2	36	15	7	30	21	21	qrep+rootrep+rad0	36	0	0	16
37	2	36	15	30	7	16	16	qrep+rootrep+rad0	36	0	0	16
37	2	36	15	30	7	16	21	qrep+rootrep+rad0	1	0	0	0
37	2	36	15	30	7	21	16	qrep+rootrep+rad0	1	0	0	0
37	2	36	15	30	7	21	21	qrep+rootrep+rad0	36	0	0	16
37	2	36	15	30	30	16	21	qrep+rootrep+rad0	36	27	27	0
37	2	36	15	30	30	21	16	qrep+rootrep+rad0	36	27	27	0
37	2	36	28	35	5	5	8	qrep+rootrep	7	3	26	26
37	2	36	28	35	5	32	8	qrep+rootrep+rad0	30	30	0	0
37	2	36	28	35	32	5	8	qrep+rootrep+rad0	30	30	0	0
37	2	36	28	2	5	32	29	qrep+rootrep+rad0	30	30	0	0
37	2	36	28	2	32	5	29	qrep+rootrep+rad0	30	30	0	0
37	2	36	28	2	32	32	29	qrep+rootrep	7	3	26	26
37	3	0	2	0	35	6	6	t0+qgcd+root0+rootrep+rad0	0	0	27	26
37	3	0	2	0	2	31	31	t0+qgcd+root0+rootrep+rad0	0	0	27	26
37	3	0	6	0	22	15	35	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	3	0	6	0	22	15	2	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	3	0	6	0	15	22	35	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	3	0	6	0	15	22	2	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	3	0	23	0	7	12	6	t0+qgcd+root0+rad0	0	0	4	1
37	3	0	23	0	7	25	6	t0+qgcd+root0+rad0	0	0	34	28
37	3	0	23	0	30	12	31	t0+qgcd+root0+rad0	0	0	34	28
37	3	0	23	0	30	25	31	t0+qgcd+root0+rad0	0	0	4	1
37	3	1	23	0	26	26	13	root0+rootrep+rad0	0	0	4	4
37	3	1	23	0	26	26	24	root0+rootrep+rad0	0	0	26	26
37	3	1	23	0	26	11	13	root0+rootrep+rad0	0	0	0	0
37	3	1	23	0	26	11	24	root0+rootrep+rad0	0	0	0	0
37	3	1	23	0	11	26	13	root0+rootrep+rad0	0	0	0	0
37	3	1	23	0	11	26	24	root0+rootrep+rad0	0	0	0	0
37	3	1	23	0	11	11	13	root0+rootrep+rad0	0	0	26	26
37	3	1	23	0	11	11	24	root0+rootrep+rad0	0	0	4	4
37	3	2	10	26	26	17	20	qgcd+rootrep+rad0	33	7	7	0
37	3	2	10	26	26	20	17	qgcd+rootrep+rad0	33	7	7	0
37	3	2	10	26	11	17	17	qgcd+rootrep+rad0	33	0	0	16
37	3	2	10	26	11	17	20	qgcd+rootrep+rad0	4	0	0	0
37	3	2	10	26	11	20	17	qgcd+rootrep+rad0	4	0	0	0
37	3	2	10	26	11	20	20	qgcd+rootrep+rad0	33	0	0	16
37	3	2	10	11	26	17	17	qgcd+rootrep+rad0	33	0	0	16
37	3	2	10	11	26	17	20	qgcd+rootrep+rad0	4	0	0	0
37	3	2	10	11	26	20	17	qgcd+rootrep+rad0	4	0	0	0
37	3	2	10	11	26	20	20	qgcd+rootrep+rad0	33	0	0	16
37	3	2	10	11	11	17	20	qgcd+rootrep+rad0	33	7	7	0
37	3	2	10	11	11	20	17	qgcd+rootrep+rad0	33	7	7	0
37	3	18	16	13	13	10	27	rootrep+rad0	9	12	12	0
37	3	18	16	13	13	27	10	rootrep+rad0	9	12	12	0
37	3	18	16	13	24	10	10	rootrep+rad0	9	0	0	1
37	3	18	16	13	24	10	27	rootrep+rad0	28	0	0	0
37	3	18	16	13	24	27	10	rootrep+rad0	28	0	0	0
37	3	18	16	13	24	27	27	rootrep+rad0	9	0	0	1
37	3	18	16	24	13	10	10	rootrep+rad0	9	0	0	1
37	3	18	16	24	13	10	27	rootrep+rad0	28	0	0	0
37	3	18	16	24	13	27	10	rootrep+rad0	28	0	0	0
37	3	18	16	24	13	27	27	rootrep+rad0	9	0	0	1
37	3	18	16	24	24	10	27	rootrep+rad0	9	12	12	0
37	3	18	16	24	24	27	10	rootrep+rad0	9	12	12	0
37	3	24	6	22	15	5	29	rootrep+rad0	9	0	0	3
37	3	24	6	22	15	32	8	rootrep+rad0	9	0	0	3
37	3	24	6	15	22	5	29	rootrep+rad0	9	0	0	3
37	3	24	6	15	22	32	8	rootrep+rad0	9	0	0	3
37	3	30	24	0	22	14	12	root0+rad0	0	0	9	10
37	3	30	24	0	15	23	25	root0+rad0	0	0	9	10
37	3	33	5	34	12	12	12	rootrep	33	33	11	11
37	3	33	5	34	12	25	25	rootrep+rad0	33	30	0	0
37	3	33	5	34	25	12	25	rootrep+rad0	33	30	0	0
37	3	33	5	34	25	25	12	rootrep+rad0	33	30	0	0
37	3	33	5	3	12	12	25	rootrep+rad0	33	30	0	0
37	3	33	5	3	12	25	12	rootrep+rad0	33	30	0	0
37	3	33	5	3	25	12	12	rootrep+rad0	33	30	0	0
37	3	33	5	3	25	25	25	rootrep	33	33	11	11
37	4	0	0	0	0	23	14	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	4	0	0	0	0	14	23	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	4	0	10	0	35	2	16	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	4	0	10	0	35	2	21	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	4	0	10	0	2	35	16	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	4	0	10	0	2	35	21	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	4	0	13	0	1	22	28	t0+qgcd+root0+rad0	0	0	1	9
37	4	0	13	0	36	15	9	t0+qgcd+root0+rad0	0	0	1	9
37	4	21	7	23	23	17	20	qgcd+rootrep+rad0	3	26	26	0
37	4	21	7	23	23	20	17	qgcd+rootrep+rad0	3	26	26	0
37	4	21	7	23	14	17	17	qgcd+rootrep+rad0	3	0	0	30
37	4	21	7	23	14	17	20	qgcd+rootrep+rad0	34	0	0	0
37	4	21	7	23	14	20	17	qgcd+rootrep+rad0	34	0	0	0
37	4	21	7	23	14	20	20	qgcd+rootrep+rad0	3	0	0	30
37	4	21	7	14	23	17	17	qgcd+rootrep+rad0	3	0	0	30
37	4	21	7	14	23	17	20	qgcd+rootrep+rad0	34	0	0	0
37	4	21	7	14	23	20	17	qgcd+rootrep+rad0	34	0	0	0
37	4	21	7	14	23	20	20	qgcd+rootrep+rad0	3	0	0	30
37	4	21	7	14	14	17	20	qgcd+rootrep+rad0	3	26	26	0
37	4	21	7	14	14	20	17	qgcd+rootrep+rad0	3	26	26	0
37	4	32	16	26	30	16	21	rootrep+rad0	9	21	3	0
37	4	32	16	26	30	21	16	rootrep+rad0	9	21	3	0
37	4	32	16	11	7	16	21	rootrep+rad0	9	21	3	0
37	4	32	16	11	7	21	16	rootrep+rad0	9	21	3	0
37	4	33	36	10	10	16	21	qgcd+rootrep+rad0	4	28	28	0
37	4	33	36	10	10	21	16	qgcd+rootrep+rad0	4	28	28	0
37	4	33	36	10	27	16	16	qgcd+rootrep+rad0	4	0	0	26
37	4	33	36	10	27	16	21	qgcd+rootrep+rad0	33	0	0	0
37	4	33	36	10	27	21	16	qgcd+rootrep+rad0	33	0	0	0
37	4	33	36	10	27	21	21	qgcd+rootrep+rad0	4	0	0	26
37	4	33	36	27	10	16	16	qgcd+rootrep+rad0	4	0	0	26
37	4	33	36	27	10	16	21	qgcd+rootrep+rad0	33	0	0	0
37	4	33	36	27	10	21	16	qgcd+rootrep+rad0	33	0	0	0
37	4	33	36	27	10	21	21	qgcd+rootrep+rad0	4	0	0	26
37	4	33	36	27	27	16	21	qgcd+rootrep+rad0	4	28	28	0
37	4	33	36	27	27	21	16	qgcd+rootrep+rad0	4	28	28	0
37	5	0	4	0	35	3	13	t0+qgcd+root0+rad0	0	0	7	33
37	5	0	4	0	2	34	24	t0+qgcd+root0+rad0	0	0	7	33
37	5	0	5	0	13	10	10	t0+qgcd+root0+rootrep+rad0	0	0	9	9
37	5	0	5	0	24	27	27	t0+qgcd+root0+rootrep+rad0	0	0	9	9
37	5	0	33	0	1	1	4	t0+qgcd+root0+rootrep+rad0	0	0	10	10
37	5	0	33	0	1	36	33	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	5	0	33	0	1	36	4	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	5	0	33	0	36	1	33	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	5	0	33	0	36	1	4	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	5	0	33	0	36	36	33	t0+qgcd+root0+rootrep+rad0	0	0	10	10
37	5	3	24	33	4	10	27	qgcd+rootrep+rad0	9	0	0	0
37	5	3	24	33	4	27	10	qgcd+rootrep+rad0	9	0	0	0
37	5	3	24	4	33	10	27	qgcd+rootrep+rad0	9	0	0	0
37	5	3	24	4	33	27	10	qgcd+rootrep+rad0	9	0	0	0
37	5	21	20	9	13	13	27	qrep+qgcd+rootrep	34	10	34	34
37	5	21	20	9	13	24	10	qrep+qgcd+rootrep+rad0	34	11	0	0
37	5	21	20	9	24	13	10	qrep+qgcd+rootrep+rad0	34	11	0	0
37	5	21	20	9	24	24	27	qrep+qgcd+rootrep	34	4	16	16
37	5	21	20	28	13	13	10	qrep+qgcd+rootrep	34	4	16	16
37	5	21	20	28	13	24	27	qrep+qgcd+rootrep+rad0	34	11	0	0
37	5	21	20	28	24	13	27	qrep+qgcd+rootrep+rad0	34	11	0	0
37	5	21	20	28	24	24	10	qrep+qgcd+rootrep	34	10	34	34
37	5	36	11	0	7	7	13	root0+rootrep+rad0	0	0	30	30
37	5	36	11	0	7	7	24	root0+rootrep+rad0	0	0	28	28
37	5	36	11	0	7	30	13	root0+rootrep+rad0	0	0	0	0
37	5	36	11	0	7	30	24	root0+rootrep+rad0	0	0	0	0
37	5	36	11	0	30	7	13	root0+rootrep+rad0	0	0	0	0
37	5	36	11	0	30	7	24	root0+rootrep+rad0	0	0	0	0
37	5	36	11	0	30	30	13	root0+rootrep+rad0	0	0	28	28
37	5	36	11	0	30	30	24	root0+rootrep+rad0	0	0	30	30
37	6	0	18	0	22	26	12	t0+qgcd+root0+rad0	0	0	12	36
37	6	0	18	0	22	11	25	t0+qgcd+root0+rad0	0	0	28	3
37	6	0	18	0	15	26	12	t0+qgcd+root0+rad0	0	0	28	3
37	6	0	18	0	15	11	25	t0+qgcd+root0+rad0	0	0	12	36
37	6	3	10	22	15	35	17	qrep+qgcd+rootrep+rad0	28	0	0	7
37	6	3	10	22	15	35	20	qrep+qgcd+rootrep+rad0	9	0	0	1
37	6	3	10	22	15	2	17	qrep+qgcd+rootrep+rad0	9	0	0	1
37	6	3	10	22	15	2	20	qrep+qgcd+rootrep+rad0	28	0	0	7
37	6	3	10	15	22	35	17	qrep+qgcd+rootrep+rad0	28	0	0	7
37	6	3	10	15	22	35	20	qrep+qgcd+rootrep+rad0	9	0	0	1
37	6	3	10	15	22	2	17	qrep+qgcd+rootrep+rad0	9	0	0	1
37	6	3	10	15	22	2	20	qrep+qgcd+rootrep+rad0	28	0	0	7
37	6	34	10	0	0	7	19	qrep+root0+rootrep+rad0	0	0	0	1
37	6	34	10	0	0	7	18	qrep+root0+rootrep+rad0	0	0	0	28
37	6	34	10	0	0	30	19	qrep+root0+rootrep+rad0	0	0	0	28
37	6	34	10	0	0	30	18	qrep+root0+rootrep+rad0	0	0	0	1
37	6	34	18	7	32	10	20	qrep	30	25	27	7
37	6	34	18	30	5	27	17	qrep	30	25	27	7
37	6	34	27	23	33	13	10	qrep	28	9	3	10
37	6	34	27	23	4	13	27	qrep	28	30	10	3
37	6	34	27	14	33	24	10	qrep	28	30	10	3
37	6	34	27	14	4	24	27	qrep	28	9	3	10
37	6	34	29	1	22	15	16	qrep+qgcd+rootrep+rad0	26	3	0	0
37	6	34	29	1	22	15	21	qrep+qgcd+rootrep+rad0	11	30	0	0
37	6	34	29	1	15	22	16	qrep+qgcd+rootrep+rad0	26	3	0	0
37	6	34	29	1	15	22	21	qrep+qgcd+rootrep+rad0	11	30	0	0
37	6	34	29	36	22	15	16	qrep+qgcd+rootrep+rad0	11	30	0	0
37	6	34	29	36	22	15	21	qrep+qgcd+rootrep+rad0	26	3	0	0
37	6	34	29	36	15	22	16	qrep+qgcd+rootrep+rad0	11	30	0	0
37	6	34	29	36	15	22	21	qrep+qgcd+rootrep+rad0	26	3	0	0
37	7	0	28	0	9	9	33	t0+qgcd+root0+rootrep+rad0	0	0	1	1
37	7	0	28	0	9	9	4	t0+qgcd+root0+rootrep+rad0	0	0	10	10
37	7	0	28	0	9	28	33	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	7	0	28	0	9	28	4	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	7	0	28	0	28	9	33	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	7	0	28	0	28	9	4	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	7	0	28	0	28	28	33	t0+qgcd+root0+rootrep+rad0	0	0	10	10
37	7	0	28	0	28	28	4	t0+qgcd+root0+rootrep+rad0	0	0	1	1
37	7	2	0	8	29	19	18	qgcd+rootrep+rad0	16	0	0	0
37	7	2	0	8	29	18	19	qgcd+rootrep+rad0	16	0	0	0
37	7	2	0	29	8	19	18	qgcd+rootrep+rad0	16	0	0	0
37	7	2	0	29	8	18	19	qgcd+rootrep+rad0	16	0	0	0
37	7	28	16	7	33	16	16	qgcd+rootrep	10	9	11	9
37	7	28	16	7	33	21	21	qgcd+rootrep	10	36	10	30
37	7	28	16	30	4	16	16	qgcd+rootrep	10	36	10	30
37	7	28	16	30	4	21	21	qgcd+rootrep	10	9	11	9
37	8	4	13	35	2	23	32	qrep+qgcd+rootrep+rad0	16	0	0	12
37	8	4	13	35	2	14	5	qrep+qgcd+rootrep+rad0	16	0	0	12
37	8	4	13	2	35	23	32	qrep+qgcd+rootrep+rad0	16	0	0	12
37	8	4	13	2	35	14	5	qrep+qgcd+rootrep+rad0	16	0	0	12
37	8	11	21	0	1	9	25	root0+rad0	0	0	1	12
37	8	11	21	0	36	28	12	root0+rad0	0	0	1	12
37	9	0	8	0	34	34	5	t0+qgcd+root0+rootrep+rad0	0	0	3	3
37	9	0	8	0	34	34	32	t0+qgcd+root0+rootrep+rad0	0	0	25	25
37	9	0	8	0	34	3	5	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	9	0	8	0	34	3	32	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	9	0	8	0	3	34	5	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	9	0	8	0	3	34	32	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	9	0	8	0	3	3	5	t0+qgcd+root0+rootrep+rad0	0	0	25	25
37	9	0	8	0	3	3	32	t0+qgcd+root0+rootrep+rad0	0	0	3	3
37	9	0	21	0	16	31	31	t0+qgcd+root0+rootrep+rad0	0	0	33	9
37	9	0	21	0	21	6	6	t0+qgcd+root0+rootrep+rad0	0	0	33	9
37	9	21	35	5	32	19	18	rootrep+rad0	34	0	0	0
37	9	21	35	5	32	18	19	rootrep+rad0	34	0	0	0
37	9	21	35	32	5	19	18	rootrep+rad0	34	0	0	0
37	9	21	35	32	5	18	19	rootrep+rad0	34	0	0	0
37	9	32	25	0	9	33	33	root0+rootrep+rad0	0	0	27	26
37	9	32	25	0	9	33	4	root0+rootrep+rad0	0	0	11	0
37	9	32	25	0	9	4	33	root0+rootrep+rad0	0	0	11	0
37	9	32	25	0	9	4	4	root0+rootrep+rad0	0	0	36	36
37	9	32	25	0	28	33	33	root0+rootrep+rad0	0	0	36	36
37	9	32	25	0	28	33	4	root0+rootrep+rad0	0	0	11	0
37	9	32	25	0	28	4	33	root0+rootrep+rad0	0	0	11	0
37	9	32	25	0	28	4	4	root0+rootrep+rad0	0	0	27	26
37	10	0	8	0	23	14	6	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	10	0	8	0	23	14	31	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	10	0	8	0	14	23	6	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	10	0	8	0	14	23	31	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	10	0	10	0	1	22	13	t0+qgcd+root0+rad0	0	0	26	10
37	10	0	10	0	36	15	24	t0+qgcd+root0+rad0	0	0	26	10
37	10	0	18	0	26	26	13	t0+qgcd+root0+rootrep+rad0	0	0	4	4
37	10	0	18	0	26	26	24	t0+qgcd+root0+rootrep+rad0	0	0	26	26
37	10	0	18	0	26	11	13	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	10	0	18	0	26	11	24	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	10	0	18	0	11	26	13	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	10	0	18	0	11	26	24	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	10	0	18	0	11	11	13	t0+qgcd+root0+rootrep+rad0	0	0	26	26
37	10	0	18	0	11	11	24	t0+qgcd+root0+rootrep+rad0	0	0	4	4
37	10	10	21	23	14	19	17	qgcd+rootrep+rad0	36	0	0	10
37	10	10	21	23	14	18	20	qgcd+rootrep+rad0	36	0	0	10
37	10	10	21	14	23	19	17	qgcd+rootrep+rad0	36	0	0	10
37	10	10	21	14	23	18	20	qgcd+rootrep+rad0	36	0	0	10
37	10	24	2	22	15	9	28	qgcd+rootrep+rad0	21	0	0	0
37	10	24	2	22	15	28	9	qgcd+rootrep+rad0	21	0	0	0
37	10	24	2	15	22	9	28	qgcd+rootrep+rad0	21	0	0	0
37	10	24	2	15	22	28	9	qgcd+rootrep+rad0	21	0	0	0
37	11	0	29	0	23	14	6	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	11	0	29	0	23	14	31	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	11	0	29	0	14	23	6	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	11	0	29	0	14	23	31	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	11	10	23	26	26	26	7	rootrep	7	21	21	21
37	11	10	23	26	26	11	7	rootrep+rad0	30	0	0	0
37	11	10	23	26	26	11	30	rootrep+rad0	7	0	0	0
37	11	10	23	26	11	26	7	rootrep+rad0	30	0	0	0
37	11	10	23	26	11	26	30	rootrep+rad0	7	0	0	0
37	11	10	23	26	11	11	7	rootrep+rad0	7	0	0	0
37	11	10	23	26	11	11	30	rootrep+rad0	30	0	0	0
37	11	10	23	11	26	26	7	rootrep+rad0	30	0	0	0
37	11	10	23	11	26	26	30	rootrep+rad0	7	0	0	0
37	11	10	23	11	26	11	7	rootrep+rad0	7	0	0	0
37	11	10	23	11	26	11	30	rootrep+rad0	30	0	0	0
37	11	10	23	11	11	26	7	rootrep+rad0	7	0	0	0
37	11	10	23	11	11	26	30	rootrep+rad0	30	0	0	0
37	11	10	23	11	11	11	30	rootrep	7	21	21	21
37	11	22	4	9	28	23	14	rootrep+rad0	3	0	0	0
37	11	22	4	9	28	14	23	rootrep+rad0	3	0	0	0
37	11	22	4	28	9	23	14	rootrep+rad0	3	0	0	0
37	11	22	4	28	9	14	23	rootrep+rad0	3	0	0	0
37	12	0	4	0	7	7	12	t0+qgcd+root0+rootrep+rad0	0	0	10	10
37	12	0	4	0	7	7	25	t0+qgcd+root0+rootrep+rad0	0	0	11	11
37	12	0	4	0	7	30	12	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	12	0	4	0	7	30	25	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	12	0	4	0	30	7	12	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	12	0	4	0	30	7	25	t0+qgcd+root0+rootrep+rad0	0	0	0	0
37	12	0	4	0	30	30	12	t0+qgcd+root0+rootrep+rad0	0	0	11	11
37	12	0	4	0	30	30	25	t0+qgcd+root0+rootrep+rad0	0	0	10	10
