p	u	t	w	a	b	c	d	flags	r0	r1	r2	r3
17	1	13	11	0	11	5	4	root0+rad0	0	0	4	13
17	1	13	11	0	6	12	13	root0+rad0	0	0	4	13
17	2	0	3	0	11	6	10	t0+qgcd+root0+rootrep+rad0	0	0	0	0
17	2	0	3	0	11	6	7	t0+qgcd+root0+rootrep+rad0	0	0	0	0
17	2	0	3	0	6	11	10	t0+qgcd+root0+rootrep+rad0	0	0	0	0
17	2	0	3	0	6	11	7	t0+qgcd+root0+rootrep+rad0	0	0	0	0
17	2	0	8	0	2	2	2	t0+qgcd+root0+rootrep+rad0	0	0	13	13
17	2	0	8	0	2	2	15	t0+qgcd+root0+rootrep+rad0	0	0	0	0
17	2	0	8	0	2	15	2	t0+qgcd+root0+rootrep+rad0	0	0	0	0
17	2	0	8	0	2	15	15	t0+qgcd+root0+rootrep+rad0	0	0	0	0
17	2	0	8	0	15	2	2	t0+qgcd+root0+rootrep+rad0	0	0	0	0
17	2	0	8	0	15	2	15	t0+qgcd+root0+rootrep+rad0	0	0	0	0
17	2	0	8	0	15	15	2	t0+qgcd+root0+rootrep+rad0	0	0	0	0
17	2	0	8	0	15	15	15	t0+qgcd+root0+rootrep+rad0	0	0	13	13
17	2	1	12	1	1	4	4	qrep+qgcd+rootrep	16	16	16	1
17	2	1	12	1	1	4	13	qrep+qgcd+rootrep+rad0	1	4	4	0
17	2	1	12	1	1	13	4	qrep+qgcd+rootrep+rad0	1	4	4	0
17	2	1	12	1	1	13	13	qrep+qgcd+rootrep	16	1	1	16
17	2	1	12	1	16	4	4	qrep+qgcd+rootrep+rad0	1	0	0	4
17	2	1	12	1	16	4	13	qrep+qgcd+rootrep+rad0	16	0	0	0
17	2	1	12	1	16	13	4	qrep+qgcd+rootrep+rad0	16	0	0	0
17	2	1	12	1	16	13	13	qrep+qgcd+rootrep+rad0	1	0	0	4
17	2	1	12	16	1	4	4	qrep+qgcd+rootrep+rad0	1	0	0	4
17	2	1	12	16	1	4	13	qrep+qgcd+rootrep+rad0	16	0	0	0
17	2	1	12	16	1	13	4	qrep+qgcd+rootrep+rad0	16	0	0	0
17	2	1	12	16	1	13	13	qrep+qgcd+rootrep+rad0	1	0	0	4
17	2	1	12	16	16	4	4	qrep+qgcd+rootrep	16	1	1	16
17	2	1	12	16	16	4	13	qrep+qgcd+rootrep+rad0	1	4	4	0
17	2	1	12	16	16	13	4	qrep+qgcd+rootrep+rad0	1	4	4	0
17	2	1	12	16	16	13	13	qrep+qgcd+rootrep	16	16	16	1
17	2	3	9	0	2	15	8	qgcd+root0+rootrep+rad0	0	0	0	0
17	2	3	9	0	2	15	9	qgcd+root0+rootrep+rad0	0	0	0	0
17	2	3	9	0	15	2	8	qgcd+root0+rootrep+rad0	0	0	0	0
17	2	3	9	0	15	2	9	qgcd+root0+rootrep+rad0	0	0	0	0
17	3	0	2	0	2	13	13	t0+qgcd+root0+rootrep+rad0	0	0	16	1
17	3	0	2	0	15	4	4	t0+qgcd+root0+rootrep+rad0	0	0	16	1
17	3	15	8	0	1	11	13	root0+rad0	0	0	15	15
17	3	15	8	0	1	6	4	root0+rad0	0	0	1	4
17	3	15	8	0	16	11	13	root0+rad0	0	0	1	4
17	3	15	8	0	16	6	4	root0+rad0	0	0	15	15
17	4	0	10	0	11	2	2	t0+qgcd+root0+rootrep+rad0	0	0	15	4
17	4	0	10	0	11	2	15	t0+qgcd+root0+rootrep+rad0	0	0	13	0
17	4	0	10	0	11	15	2	t0+qgcd+root0+rootrep+rad0	0	0	13	0
17	4	0	10	0	11	15	15	t0+qgcd+root0+rootrep+rad0	0	0	9	9
17	4	0	10	0	6	2	2	t0+qgcd+root0+rootrep+rad0	0	0	9	9
17	4	0	10	0	6	2	15	t0+qgcd+root0+rootrep+rad0	0	0	13	0
17	4	0	10	0	6	15	2	t0+qgcd+root0+rootrep+rad0	0	0	13	0
17	4	0	10	0	6	15	15	t0+qgcd+root0+rootrep+rad0	0	0	15	4
17	4	2	13	11	6	5	3	qrep+qgcd+rootrep+rad0	4	0	0	2
17	4	2	13	11	6	5	14	qrep+qgcd+rootrep+rad0	13	0	0	9
17	4	2	13	11	6	12	3	qrep+qgcd+rootrep+rad0	13	0	0	9
17	4	2	13	11	6	12	14	qrep+qgcd+rootrep+rad0	4	0	0	2
17	4	2	13	6	11	5	3	qrep+qgcd+rootrep+rad0	4	0	0	2
17	4	2	13	6	11	5	14	qrep+qgcd+rootrep+rad0	13	0	0	9
17	4	2	13	6	11	12	3	qrep+qgcd+rootrep+rad0	13	0	0	9
17	4	2	13	6	11	12	14	qrep+qgcd+rootrep+rad0	4	0	0	2
17	4	11	12	5	5	8	8	qgcd+rootrep	2	1	1	8
17	4	11	12	5	5	9	9	qgcd+rootrep	2	8	8	13
17	4	11	12	5	12	8	9	qgcd+rootrep+rad0	2	0	0	0
17	4	11	12	5	12	9	8	qgcd+rootrep+rad0	2	0	0	0
17	4	11	12	12	5	8	9	qgcd+rootrep+rad0	2	0	0	0
17	4	11	12	12	5	9	8	qgcd+rootrep+rad0	2	0	0	0
17	4	11	12	12	12	8	8	qgcd+rootrep	2	8	8	13
17	4	11	12	12	12	9	9	qgcd+rootrep	2	1	1	8
17	4	15	5	0	1	11	11	qrep+qgcd+root0+rootrep+rad0	0	0	8	1
17	4	15	5	0	1	11	6	qrep+qgcd+root0+rootrep+rad0	0	0	16	0
17	4	15	5	0	1	6	11	qrep+qgcd+root0+rootrep+rad0	0	0	16	0
17	4	15	5	0	1	6	6	qrep+qgcd+root0+rootrep+rad0	0	0	15	15
17	4	15	5	0	16	11	11	qrep+qgcd+root0+rootrep+rad0	0	0	15	15
17	4	15	5	0	16	11	6	qrep+qgcd+root0+rootrep+rad0	0	0	16	0
17	4	15	5	0	16	6	11	qrep+qgcd+root0+rootrep+rad0	0	0	16	0
17	4	15	5	0	16	6	6	qrep+qgcd+root0+rootrep+rad0	0	0	8	1
17	5	10	2	3	3	4	4	qgcd+rootrep	8	15	15	4
17	5	10	2	3	3	13	13	qgcd+rootrep	8	1	1	15
17	5	10	2	3	14	4	13	qgcd+rootrep+rad0	8	0	0	0
17	5	10	2	3	14	13	4	qgcd+rootrep+rad0	8	0	0	0
17	5	10	2	14	3	4	13	qgcd+rootrep+rad0	8	0	0	0
17	5	10	2	14	3	13	4	qgcd+rootrep+rad0	8	0	0	0
17	5	10	2	14	14	4	4	qgcd+rootrep	8	1	1	15
17	5	10	2	14	14	13	13	qgcd+rootrep	8	15	15	4
17	6	0	3	0	11	12	12	t0+qgcd+root0+rootrep+rad0	0	0	4	13
17	6	0	3	0	6	5	5	t0+qgcd+root0+rootrep+rad0	0	0	4	13
17	6	12	12	11	11	2	2	qgcd+rootrep	8	13	13	9
17	6	12	12	11	11	2	15	qgcd+rootrep+rad0	9	9	9	0
17	6	12	12	11	11	15	2	qgcd+rootrep+rad0	9	9	9	0
17	6	12	12	11	11	15	15	qgcd+rootrep	8	1	1	2
17	6	12	12	11	6	2	2	qgcd+rootrep+rad0	9	0	0	16
17	6	12	12	11	6	2	15	qgcd+rootrep+rad0	8	0	0	0
17	6	12	12	11	6	15	2	qgcd+rootrep+rad0	8	0	0	0
17	6	12	12	11	6	15	15	qgcd+rootrep+rad0	9	0	0	16
17	6	12	12	6	11	2	2	qgcd+rootrep+rad0	9	0	0	16
17	6	12	12	6	11	2	15	qgcd+rootrep+rad0	8	0	0	0
17	6	12	12	6	11	15	2	qgcd+rootrep+rad0	8	0	0	0
17	6	12	12	6	11	15	15	qgcd+rootrep+rad0	9	0	0	16
17	6	12	12	6	6	2	2	qgcd+rootrep	8	1	1	2
17	6	12	12	6	6	2	15	qgcd+rootrep+rad0	9	9	9	0
17	6	12	12	6	6	15	2	qgcd+rootrep+rad0	9	9	9	0
17	6	12	12	6	6	15	15	qgcd+rootrep	8	13	13	9
17	7	0	16	0	3	7	4	t0+qgcd+root0+rad0	0	0	1	1
17	7	0	16	0	14	10	13	t0+qgcd+root0+rad0	0	0	1	1
17	7	4	10	3	3	10	10	qgcd+rootrep	16	16	16	4
17	7	4	10	3	3	7	7	qgcd+rootrep	16	15	15	8
17	7	4	10	3	14	10	7	qgcd+rootrep+rad0	16	0	0	0
17	7	4	10	3	14	7	10	qgcd+rootrep+rad0	16	0	0	0
17	7	4	10	14	3	10	7	qgcd+rootrep+rad0	16	0	0	0
17	7	4	10	14	3	7	10	qgcd+rootrep+rad0	16	0	0	0
17	7	4	10	14	14	10	10	qgcd+rootrep	16	15	15	8
17	7	4	10	14	14	7	7	qgcd+rootrep	16	16	16	4
17	8	0	2	0	5	12	4	t0+qgcd+root0+rootrep+rad0	0	0	0	0
17	8	0	2	0	5	12	13	t0+qgcd+root0+rootrep+rad0	0	0	0	0
17	8	0	2	0	12	5	4	t0+qgcd+root0+rootrep+rad0	0	0	0	0
17	8	0	2	0	12	5	13	t0+qgcd+root0+rootrep+rad0	0	0	0	0
17	8	12	1	2	2	4	4	qgcd+rootrep	13	16	16	13
17	8	12	1	2	2	13	13	qgcd+rootrep	13	15	15	9
17	8	12	1	2	15	4	13	qgcd+rootrep+rad0	13	0	0	0
17	8	12	1	2	15	13	4	qgcd+rootrep+rad0	13	0	0	0
17	8	12	1	15	2	4	13	qgcd+rootrep+rad0	13	0	0	0
17	8	12	1	15	2	13	4	qgcd+rootrep+rad0	13	0	0	0
17	8	12	1	15	15	4	4	qgcd+rootrep	13	15	15	9
17	8	12	1	15	15	13	13	qgcd+rootrep	13	16	16	13
17	8	13	1	2	2	2	2	qrep+qgcd+rootrep	16	9	9	9
17	8	13	1	2	2	2	15	qrep+qgcd+rootrep+rad0	1	0	0	0
17	8	13	1	2	2	15	2	qrep+qgcd+rootrep+rad0	1	0	0	0
17	8	13	1	2	2	15	15	qrep+qgcd+rootrep+rad0	16	0	0	0
17	8	13	1	2	15	2	2	qrep+qgcd+rootrep+rad0	1	0	0	0
17	8	13	1	2	15	2	15	qrep+qgcd+rootrep+rad0	16	0	0	0
17	8	13	1	2	15	15	2	qrep+qgcd+rootrep+rad0	16	0	0	0
17	8	13	1	2	15	15	15	qrep+qgcd+rootrep+rad0	1	0	0	0
17	8	13	1	15	2	2	2	qrep+qgcd+rootrep+rad0	1	0	0	0
17	8	13	1	15	2	2	15	qrep+qgcd+rootrep+rad0	16	0	0	0
17	8	13	1	15	2	15	2	qrep+qgcd+rootrep+rad0	16	0	0	0
17	8	13	1	15	2	15	15	qrep+qgcd+rootrep+rad0	1	0	0	0
17	8	13	1	15	15	2	2	qrep+qgcd+rootrep+rad0	16	0	0	0
17	8	13	1	15	15	2	15	qrep+qgcd+rootrep+rad0	1	0	0	0
17	8	13	1	15	15	15	2	qrep+qgcd+rootrep+rad0	1	0	0	0
17	8	13	1	15	15	15	15	qrep+qgcd+rootrep	16	9	9	9
17	9	0	0	0	0	5	9	t0+qgcd+root0+rootrep+rad0	0	0	0	16
17	9	0	0	0	0	12	8	t0+qgcd+root0+rootrep+rad0	0	0	0	16
17	9	0	11	0	5	3	14	t0+qgcd+root0+rootrep+rad0	0	0	9	0
17	9	0	11	0	5	14	3	t0+qgcd+root0+rootrep+rad0	0	0	9	0
17	9	0	11	0	12	3	14	t0+qgcd+root0+rootrep+rad0	0	0	9	0
17	9	0	11	0	12	14	3	t0+qgcd+root0+rootrep+rad0	0	0	9	0
17	9	5	2	1	1	5	5	qgcd+rootrep	8	4	4	15
17	9	5	2	1	1	12	12	qgcd+rootrep	8	15	15	1
17	9	5	2	1	16	5	12	qgcd+rootrep+rad0	8	0	0	0
17	9	5	2	1	16	12	5	qgcd+rootrep+rad0	8	0	0	0
17	9	5	2	16	1	5	12	qgcd+rootrep+rad0	8	0	0	0
17	9	5	2	16	1	12	5	qgcd+rootrep+rad0	8	0	0	0
17	9	5	2	16	16	5	5	qgcd+rootrep	8	15	15	1
17	9	5	2	16	16	12	12	qgcd+rootrep	8	4	4	15
17	9	10	16	0	0	3	4	root0+rootrep+rad0	0	0	0	2
17	9	10	16	0	0	14	13	root0+rootrep+rad0	0	0	0	2
17	9	12	9	0	5	12	4	qgcd+root0+rootrep+rad0	0	0	0	0
17	9	12	9	0	5	12	13	qgcd+root0+rootrep+rad0	0	0	0	0
17	9	12	9	0	12	5	4	qgcd+root0+rootrep+rad0	0	0	0	0
17	9	12	9	0	12	5	13	qgcd+root0+rootrep+rad0	0	0	0	0
17	10	0	11	0	5	3	14	t0+qgcd+root0+rootrep+rad0	0	0	9	0
17	10	0	11	0	5	14	3	t0+qgcd+root0+rootrep+rad0	0	0	9	0
17	10	0	11	0	12	3	14	t0+qgcd+root0+rootrep+rad0	0	0	9	0
17	10	0	11	0	12	14	3	t0+qgcd+root0+rootrep+rad0	0	0	9	0
17	10	4	0	2	2	5	5	qgcd+rootrep	15	1	1	2
17	10	4	0	2	2	5	12	qgcd+rootrep+rad0	2	2	2	0
17	10	4	0	2	2	12	5	qgcd+rootrep+rad0	2	2	2	0
17	10	4	0	2	2	12	12	qgcd+rootrep	15	4	4	8
17	10	4	0	2	15	5	5	qgcd+rootrep+rad0	2	0	0	13
17	10	4	0	2	15	5	12	qgcd+rootrep+rad0	15	0	0	0
17	10	4	0	2	15	12	5	qgcd+rootrep+rad0	15	0	0	0
17	10	4	0	2	15	12	12	qgcd+rootrep+rad0	2	0	0	13
17	10	4	0	15	2	5	5	qgcd+rootrep+rad0	2	0	0	13
17	10	4	0	15	2	5	12	qgcd+rootrep+rad0	15	0	0	0
17	10	4	0	15	2	12	5	qgcd+rootrep+rad0	15	0	0	0
17	10	4	0	15	2	12	12	qgcd+rootrep+rad0	2	0	0	13
17	10	4	0	15	15	5	5	qgcd+rootrep	15	4	4	8
17	10	4	0	15	15	5	12	qgcd+rootrep+rad0	2	2	2	0
17	10	4	0	15	15	12	5	qgcd+rootrep+rad0	2	2	2	0
17	10	4	0	15	15	12	12	qgcd+rootrep	15	1	1	2
17	10	14	13	1	1	3	3	qgcd+rootrep	9	15	15	16
17	10	14	13	1	1	3	14	qgcd+rootrep+rad0	8	1	1	0
17	10	14	13	1	1	14	3	qgcd+rootrep+rad0	8	1	1	0
17	10	14	13	1	1	14	14	qgcd+rootrep	9	8	8	4
17	10	14	13	1	16	3	3	qgcd+rootrep+rad0	8	0	0	8
17	10	14	13	1	16	3	14	qgcd+rootrep+rad0	9	0	0	0
17	10	14	13	1	16	14	3	qgcd+rootrep+rad0	9	0	0	0
17	10	14	13	1	16	14	14	qgcd+rootrep+rad0	8	0	0	8
17	10	14	13	16	1	3	3	qgcd+rootrep+rad0	8	0	0	8
17	10	14	13	16	1	3	14	qgcd+rootrep+rad0	9	0	0	0
17	10	14	13	16	1	14	3	qgcd+rootrep+rad0	9	0	0	0
17	10	14	13	16	1	14	14	qgcd+rootrep+rad0	8	0	0	8
17	10	14	13	16	16	3	3	qgcd+rootrep	9	8	8	4
17	10	14	13	16	16	3	14	qgcd+rootrep+rad0	8	1	1	0
17	10	14	13	16	16	14	3	qgcd+rootrep+rad0	8	1	1	0
17	10	14	13	16	16	14	14	qgcd+rootrep	9	15	15	16
17	11	0	12	0	3	8	9	t0+qgcd+root0+rootrep+rad0	0	0	15	0
17	11	0	12	0	3	9	8	t0+qgcd+root0+rootrep+rad0	0	0	15	0
17	11	0	12	0	14	8	9	t0+qgcd+root0+rootrep+rad0	0	0	15	0
17	11	0	12	0	14	9	8	t0+qgcd+root0+rootrep+rad0	0	0	15	0
17	11	1	6	1	1	3	3	qgcd+rootrep	9	15	15	16
17	11	1	6	1	1	3	14	qgcd+rootrep+rad0	8	1	1	0
17	11	1	6	1	1	14	3	qgcd+rootrep+rad0	8	1	1	0
17	11	1	6	1	1	14	14	qgcd+rootrep	9	8	8	4
17	11	1	6	1	16	3	3	qgcd+rootrep+rad0	8	0	0	8
17	11	1	6	1	16	3	14	qgcd+rootrep+rad0	9	0	0	0
17	11	1	6	1	16	14	3	qgcd+rootrep+rad0	9	0	0	0
17	11	1	6	1	16	14	14	qgcd+rootrep+rad0	8	0	0	8
17	11	1	6	16	1	3	3	qgcd+rootrep+rad0	8	0	0	8
17	11	1	6	16	1	3	14	qgcd+rootrep+rad0	9	0	0	0
17	11	1	6	16	1	14	3	qgcd+rootrep+rad0	9	0	0	0
17	11	1	6	16	1	14	14	qgcd+rootrep+rad0	8	0	0	8
17	11	1	6	16	16	3	3	qgcd+rootrep	9	8	8	4
17	11	1	6	16	16	3	14	qgcd+rootrep+rad0	8	1	1	0
17	11	1	6	16	16	14	3	qgcd+rootrep+rad0	8	1	1	0
17	11	1	6	16	16	14	14	qgcd+rootrep	9	15	15	16
17	11	12	11	0	0	8	8	qgcd+root0+rootrep+rad0	0	0	0	15
17	11	12	11	0	0	8	9	qgcd+root0+rootrep+rad0	0	0	0	0
17	11	12	11	0	0	9	8	qgcd+root0+rootrep+rad0	0	0	0	0
17	11	12	11	0	0	9	9	qgcd+root0+rootrep+rad0	0	0	0	15
17	12	0	4	0	2	8	4	t0+qgcd+root0+rad0	0	0	2	13
17	12	0	4	0	15	9	13	t0+qgcd+root0+rad0	0	0	2	13
17	12	7	12	2	2	10	10	qgcd+rootrep	9	13	13	2
17	12	7	12	2	2	7	7	qgcd+rootrep	9	2	2	16
17	12	7	12	2	15	10	7	qgcd+rootrep+rad0	9	0	0	0
17	12	7	12	2	15	7	10	qgcd+rootrep+rad0	9	0	0	0
17	12	7	12	15	2	10	7	qgcd+rootrep+rad0	9	0	0	0
17	12	7	12	15	2	7	10	qgcd+rootrep+rad0	9	0	0	0
17	12	7	12	15	15	10	10	qgcd+rootrep	9	2	2	16
17	12	7	12	15	15	7	7	qgcd+rootrep	9	13	13	2
17	12	15	14	8	8	4	4	qgcd+rootrep	4	4	4	1
17	12	15	14	8	8	13	13	qgcd+rootrep	4	8	8	2
17	12	15	14	8	9	4	13	qgcd+rootrep+rad0	4	0	0	0
17	12	15	14	8	9	13	4	qgcd+rootrep+rad0	4	0	0	0
17	12	15	14	9	8	4	13	qgcd+rootrep+rad0	4	0	0	0
17	12	15	14	9	8	13	4	qgcd+rootrep+rad0	4	0	0	0
17	12	15	14	9	9	4	4	qgcd+rootrep	4	8	8	2
17	12	15	14	9	9	13	13	qgcd+rootrep	4	4	4	1
17	13	0	6	0	8	8	10	t0+qgcd+root0+rootrep+rad0	0	0	4	4
17	13	0	6	0	8	8	7	t0+qgcd+root0+rootrep+rad0	0	0	9	9
17	13	0	6	0	8	9	10	t0+qgcd+root0+rootrep+rad0	0	0	0	0
17	13	0	6	0	8	9	7	t0+qgcd+root0+rootrep+rad0	0	0	0	0
17	13	0	6	0	9	8	10	t0+qgcd+root0+rootrep+rad0	0	0	0	0
17	13	0	6	0	9	8	7	t0+qgcd+root0+rootrep+rad0	0	0	0	0
17	13	0	6	0	9	9	10	t0+qgcd+root0+rootrep+rad0	0	0	9	9
17	13	0	6	0	9	9	7	t0+qgcd+root0+rootrep+rad0	0	0	4	4
17	13	0	8	0	2	14	7	t0+qgcd+root0+rad0	0	0	15	15
17	13	0	8	0	15	3	10	t0+qgcd+root0+rad0	0	0	15	15
17	13	2	6	5	14	9	4	qrep	4	2	15	2
17	13	2	6	12	3	8	13	qrep	4	2	15	2
17	15	0	1	0	8	10	7	t0+qgcd+root0+rootrep+rad0	0	0	8	0
17	15	0	1	0	8	7	10	t0+qgcd+root0+rootrep+rad0	0	0	8	0
17	15	0	1	0	9	10	7	t0+qgcd+root0+rootrep+rad0	0	0	8	0
17	15	0	1	0	9	7	10	t0+qgcd+root0+rootrep+rad0	0	0	8	0
17	15	14	3	11	11	5	5	qgcd+rootrep	16	4	4	16
17	15	14	3	11	11	12	12	qgcd+rootrep	16	8	8	15
17	15	14	3	11	6	5	12	qgcd+rootrep+rad0	16	0	0	0
17	15	14	3	11	6	12	5	qgcd+rootrep+rad0	16	0	0	0
17	15	14	3	6	11	5	12	qgcd+rootrep+rad0	16	0	0	0
17	15	14	3	6	11	12	5	qgcd+rootrep+rad0	16	0	0	0
17	15	14	3	6	6	5	5	qgcd+rootrep	16	8	8	15
17	15	14	3	6	6	12	12	qgcd+rootrep	16	4	4	16
17	15	16	11	11	14	4	13	qrep+qgcd+rootrep+rad0	1	9	15	0
17	15	16	11	11	14	13	4	qrep+qgcd+rootrep+rad0	1	9	15	0
17	15	16	11	6	3	4	13	qrep+qgcd+rootrep+rad0	1	9	15	0
17	15	16	11	6	3	13	4	qrep+qgcd+rootrep+rad0	1	9	15	0
17	16	0	0	0	0	4	4	t0+qgcd+root0+rootrep+rad0	0	0	0	2
17	16	0	0	0	0	4	13	t0+qgcd+root0+rootrep+rad0	0	0	0	0
17	16	0	0	0	0	13	4	t0+qgcd+root0+rootrep+rad0	0	0	0	0
17	16	0	0	0	0	13	13	t0+qgcd+root0+rootrep+rad0	0	0	0	2
