prime	torsion_coset	m	n	ord_g1	ord_g2	state	t
13	2	3	0	4	1	3	inf
11	1	7	0	8	1	3	inf
11	2	3	0	8	1	3	inf
47	1	0	0	26	1	2	1
47	1	1	0	26	1	2	35
47	1	5	0	26	1	3	17
47	1	9	0	26	1	2	35
47	1	10	0	26	1	2	1
47	1	11	0	26	1	2	18
47	1	12	0	26	1	2	29
47	1	13	0	26	1	2	46
47	1	14	0	26	1	2	12
47	1	16	0	26	1	3	inf
47	1	18	0	26	1	3	30
47	1	22	0	26	1	2	12
47	1	23	0	26	1	2	46
47	1	24	0	26	1	2	29
47	1	25	0	26	1	2	18
47	2	0	0	26	1	2	46
47	2	1	0	26	1	2	12
47	2	3	0	26	1	3	inf
47	2	5	0	26	1	3	30
47	2	9	0	26	1	2	12
47	2	10	0	26	1	2	46
47	2	11	0	26	1	2	29
47	2	12	0	26	1	2	18
47	2	13	0	26	1	2	1
47	2	14	0	26	1	2	35
47	2	18	0	26	1	3	17
47	2	22	0	26	1	2	35
47	2	23	0	26	1	2	1
47	2	24	0	26	1	2	18
47	2	25	0	26	1	2	29
41	1	3	0	9	1	3	0
41	1	7	0	9	1	2	25
41	1	8	0	9	1	2	16
41	2	3	0	9	1	3	inf
41	2	7	0	9	1	2	16
41	2	8	0	9	1	2	25
43	1	0	0	13	1	2	1
43	1	5	0	13	1	3	0
43	1	10	0	13	1	2	42
43	1	11	0	13	1	2	12
43	1	12	0	13	1	2	31
43	2	0	0	13	1	2	42
43	2	3	0	13	1	3	inf
43	2	5	0	13	1	3	0
43	2	10	0	13	1	2	1
43	2	11	0	13	1	2	31
43	2	12	0	13	1	2	12
17	1	1	0	5	1	3	inf
17	1	3	0	5	1	2	9
17	1	4	0	5	1	2	8
17	2	1	0	5	1	3	inf
17	2	3	0	5	1	3	inf
17	2	4	0	5	1	2	9
19	1	7	0	8	1	3	inf
19	2	3	0	8	1	3	inf
23	1	0	0	14	1	2	1
23	1	1	0	14	1	3	11
23	1	2	0	14	1	3	20
23	1	3	0	14	1	3	11
23	1	4	0	14	1	2	1
23	1	5	0	14	1	2	10
23	1	6	0	14	1	2	13
23	1	7	0	14	1	2	22
23	1	8	0	14	1	3	12
23	1	9	0	14	1	3	3
23	1	10	0	14	1	3	inf
23	1	11	0	14	1	2	22
23	1	12	0	14	1	2	13
23	1	13	0	14	1	2	10
23	2	0	0	14	1	2	22
23	2	1	0	14	1	3	12
23	2	2	0	14	1	3	3
23	2	3	0	14	1	3	inf
23	2	4	0	14	1	2	22
23	2	5	0	14	1	2	13
23	2	6	0	14	1	2	10
23	2	7	0	14	1	2	1
23	2	8	0	14	1	3	11
23	2	9	0	14	1	3	20
