p	exponent	base_a	base_b	base_c	base_d	base_u	base_t	base_w	flags	a	b	c	d	u	t	w	y0	y1	y2	y3
13	5	7	7	8	5	5	4	6	qrep+rootrep+rad0	357780	109545	329389	188765	211814	78914	213011	243483	231366	100573	1872
