a	b	c	d	signs	primitive_a	primitive_b	primitive_c	primitive_d	rectangle	known_bank	local_contact	deep11	deep13
2088	2592	2842	3528	6	1044	1296	-1421	-1764	1	0	0	0	0
2088	2592	4698	5832	6	116	144	-261	-324	1	0	0	0	0
2088	2697	5568	7192	6	72	93	-192	-248	1	0	0	0	0
2088	2784	6438	8584	6	36	48	-111	-148	1	0	0	0	0
2088	4176	4263	6264	6	24	48	-49	-72	0	0	0	0	0
2090	2660	5225	6650	6	22	28	-55	-70	1	0	0	0	0
2091	3434	3690	6060	6	2091	3434	-3690	-6060	1	0	0	0	0
2093	2576	5824	7168	0	299	368	832	1024	1	1	0	0	0
2093	4459	4693	4784	6	161	343	-361	-368	0	0	0	0	0
2100	2112	2541	6468	6	700	704	-847	-2156	0	0	0	0	0
2100	2450	2541	4050	6	2100	2450	-2541	-4050	0	0	0	0	0
2100	3150	3360	3500	6	30	45	-48	-50	0	0	0	0	0
2100	3388	3549	4032	6	300	484	-507	-576	0	0	0	0	0
2100	3675	3750	9450	6	28	49	-50	-126	0	0	0	0	0
2100	3815	5040	9156	6	300	545	-720	-1308	1	0	0	0	0
2100	5292	5400	9450	6	350	882	-900	-1575	0	0	0	0	0
2104	2496	3945	4680	6	2104	2496	-3945	-4680	1	0	0	0	0
2106	2169	2340	2410	6	2106	2169	-2340	-2410	1	0	0	0	0
2106	2223	2556	2698	6	2106	2223	-2556	-2698	1	0	0	0	0
2106	2484	3861	4554	6	234	276	-429	-506	1	0	0	0	0
2106	2574	4446	5434	6	81	99	-171	-209	1	0	0	0	0
2106	2769	2916	3834	6	702	923	-972	-1278	1	0	0	0	0
2106	2844	6903	9322	6	2106	2844	-6903	-9322	1	0	0	0	0
2106	6534	7514	9126	6	1053	3267	-3757	-4563	0	0	0	0	0
2107	2793	6321	8379	6	43	57	-129	-171	1	0	0	0	0
2107	4669	6525	6923	6	2107	4669	-6525	-6923	0	0	0	0	0
2108	2142	2232	2268	6	1054	1071	-1116	-1134	1	0	0	0	0
2108	2542	4216	5084	6	34	41	-68	-82	1	0	0	0	0
2112	2343	3072	3408	6	704	781	-1024	-1136	1	0	0	0	0
2112	2688	5280	6720	6	22	28	-55	-70	1	0	0	0	0
2112	2888	2904	3564	6	528	722	-726	-891	0	0	0	0	0
2112	3608	4608	7872	6	264	451	-576	-984	1	0	0	0	0
2112	4224	4312	6336	6	24	48	-49	-72	0	0	0	0	0
2112	5808	6468	8112	6	176	484	-539	-676	0	0	0	0	0
2112	6336	7436	8448	6	48	144	-169	-192	0	0	0	0	0
2116	3450	3468	6624	6	1058	1725	-1734	-3312	0	0	0	0	0
2118	3084	4236	6168	6	353	514	-706	-1028	1	0	0	0	0
2120	2880	7155	9720	6	424	576	-1431	-1944	1	0	0	0	0
2124	2301	2832	3068	6	36	39	-48	-52	1	0	0	0	0
2124	2376	3186	3564	6	118	132	-177	-198	1	0	0	0	0
2124	2832	6549	8732	6	36	48	-111	-148	1	0	0	0	0
2124	3960	5310	9900	6	118	220	-295	-550	1	0	0	0	0
2128	2432	3458	3952	6	56	64	-91	-104	1	0	0	0	0
2128	2660	4928	6160	6	76	95	-176	-220	1	0	0	0	0
2128	3059	3584	5152	6	304	437	-512	-736	1	0	0	0	0
2128	3724	3800	9576	6	28	49	-50	-126	0	0	0	0	0
2130	3195	3408	3550	6	30	45	-48	-50	0	0	0	0	0
2130	3195	3820	5730	6	426	639	-764	-1146	1	0	0	0	0
2130	3550	5598	9330	6	1065	1775	-2799	-4665	1	0	0	0	0
2132	2288	2747	2948	6	2132	2288	-2747	-2948	1	0	0	0	0
2132	2296	2782	2996	6	1066	1148	-1391	-1498	1	0	0	0	0
2134	2716	5335	6790	6	22	28	-55	-70	1	0	0	0	0
2134	3443	4268	6886	6	194	313	-388	-626	1	0	0	0	0
2136	4272	4361	6408	6	24	48	-49	-72	0	0	0	0	0
2142	2436	3417	3886	6	2142	2436	-3417	-3886	1	0	0	0	0
2142	2583	4284	5166	6	34	41	-68	-82	1	0	0	0	0
2142	2652	4767	5902	6	2142	2652	-4767	-5902	1	0	0	0	0
2144	2814	6144	8064	6	1072	1407	-3072	-4032	1	0	0	0	0
2144	2816	6164	8096	6	536	704	-1541	-2024	1	0	0	0	0
2145	2355	3003	3297	6	715	785	-1001	-1099	1	0	0	0	0
2145	2805	6045	7905	6	143	187	-403	-527	1	0	0	0	0
2146	2294	2726	2914	6	1073	1147	-1363	-1457	1	0	0	0	0
2147	2413	3277	3683	6	2147	2413	-3277	-3683	1	0	0	0	0
2148	3401	4176	6612	6	2148	3401	-4176	-6612	1	0	0	0	0
2150	2795	5900	7670	6	430	559	-1180	-1534	1	0	0	0	0
2150	2850	6450	8550	6	43	57	-129	-171	1	0	0	0	0
2154	2892	4308	5784	0	359	482	718	964	1	1	0	0	0
2156	2420	2520	3850	6	1078	1210	-1260	-1925	0	0	0	0	0
2156	2499	3696	4284	6	308	357	-528	-612	1	0	0	0	0
2156	2744	2750	6860	6	1078	1372	-1375	-3430	0	0	0	0	0
2156	2744	5390	6860	6	22	28	-55	-70	1	0	0	0	0
2156	3168	3234	6468	6	98	144	-147	-294	0	0	0	0	0
2156	3610	3850	4235	6	2156	3610	-3850	-4235	0	0	0	0	0
2156	3773	3850	9702	6	28	49	-50	-126	0	0	0	0	0
2158	2522	3818	4462	6	1079	1261	-1909	-2231	1	0	0	0	0
2160	2250	2400	3600	6	72	75	-80	-120	0	0	0	0	0
2160	2340	2880	3120	6	36	39	-48	-52	1	0	0	0	0
2160	2790	5760	7440	6	72	93	-192	-248	1	0	0	0	0
2160	2880	6660	8880	6	36	48	-111	-148	1	0	0	0	0
2160	3240	3249	5400	6	240	360	-361	-600	0	0	0	0	0
2160	3240	3456	3600	6	30	45	-48	-50	0	0	0	0	0
2160	3240	3456	10000	6	270	405	-432	-1250	0	0	0	0	0
2160	4320	4410	6480	6	24	48	-49	-72	0	0	0	0	0
2160	6480	7605	8640	6	48	144	-169	-192	0	0	0	0	0
2162	2208	2352	6768	6	1081	1104	-1176	-3384	0	0	0	0	0
2162	2254	2303	4900	6	2162	2254	-2303	-4900	0	0	0	0	0
2162	2254	2303	9604	6	2162	2254	-2303	-9604	0	0	1	0	0
2162	2668	4747	5858	6	2162	2668	-4747	-5858	1	0	0	0	0
2162	4600	4700	4900	6	1081	2300	-2350	-2450	0	0	0	0	0
2162	9016	9212	9604	6	1081	4508	-4606	-4802	0	0	1	0	0
2166	3600	3610	5415	6	2166	3600	-3610	-5415	0	0	0	0	0
2166	3844	3969	5046	6	2166	3844	-3969	-5046	0	0	0	0	0
2170	2790	5670	7290	6	217	279	-567	-729	1	0	0	0	0
2170	2905	6820	9130	6	434	581	-1364	-1826	1	0	0	0	0
2172	2928	7059	9516	6	724	976	-2353	-3172	1	0	0	0	0
2172	3600	4525	7500	6	2172	3600	-4525	-7500	1	0	0	0	0
2176	2312	2704	6800	6	272	289	-338	-850	0	0	0	0	0
2176	2584	4096	4864	6	272	323	-512	-608	1	0	0	0	0
2176	2624	4352	5248	6	34	41	-68	-82	1	0	0	0	0
2178	2541	3828	4466	6	198	231	-348	-406	1	0	0	0	0
2178	2772	5445	6930	6	22	28	-55	-70	1	0	0	0	0
2178	2892	3267	4338	6	726	964	-1089	-1446	1	0	0	0	0
2180	2320	2725	2900	6	436	464	-545	-580	1	0	0	0	0
2184	2496	3549	4056	6	56	64	-91	-104	1	0	0	0	0
2184	3822	3900	9828	6	28	49	-50	-126	0	0	0	0	0
2184	4368	4459	6552	6	24	48	-49	-72	0	0	0	0	0
2185	2415	3135	3465	6	437	483	-627	-693	1	0	0	0	0
2185	2565	3933	4617	6	115	135	-207	-243	1	0	0	0	0
2187	2313	2673	2827	6	2187	2313	-2673	-2827	1	0	0	0	0
2187	2673	4617	5643	6	81	99	-171	-209	1	0	0	0	0
2187	2943	7047	9483	6	729	981	-2349	-3161	1	0	0	0	0
2190	3285	3504	3650	6	30	45	-48	-50	0	0	0	0	0
2190	4060	4599	8526	6	2190	4060	-4599	-8526	1	0	0	0	0
2193	2907	6579	8721	6	43	57	-129	-171	1	0	0	0	0
2196	2379	2928	3172	6	36	39	-48	-52	1	0	0	0	0
2196	2847	2928	3796	6	2196	2847	-2928	-3796	1	0	0	0	0
2196	2928	6771	9028	6	36	48	-111	-148	1	0	0	0	0
2196	3888	5063	8964	6	2196	3888	-5063	-8964	1	0	0	0	0
2196	4304	4941	9684	6	2196	4304	-4941	-9684	1	0	0	0	0
2200	2800	5500	7000	6	22	28	-55	-70	1	0	0	0	0
2200	2970	7200	9720	6	220	297	-720	-972	1	0	0	0	0
2200	3020	4180	5738	0	1100	1510	2090	2869	1	1	0	0	0
2200	3520	4345	6952	6	200	320	-395	-632	1	0	0	0	0
2200	3580	5500	8950	6	220	358	-550	-895	1	0	0	0	0
2200	5488	5500	7000	6	550	1372	-1375	-1750	0	0	0	0	0
2201	2511	3721	8591	6	2201	2511	-3721	-8591	0	0	0	0	0
2201	3100	3550	4050	6	2201	3100	-3550	-4050	0	0	0	0	0
2204	2610	4104	4860	6	1102	1305	-2052	-2430	1	0	0	0	0
2204	2736	4959	6156	6	116	144	-261	-324	1	0	0	0	0
2204	2755	5104	6380	6	76	95	-176	-220	1	0	0	0	0
2208	2691	4608	5616	6	736	897	-1536	-1872	1	0	0	0	0
2208	4416	4508	6624	6	24	48	-49	-72	0	0	0	0	0
2208	4439	4608	9264	6	2208	4439	-4608	-9264	1	0	0	0	0
2208	6624	7774	8832	6	48	144	-169	-192	0	0	0	0	0
2209	2350	2738	6768	6	2209	2350	-2738	-6768	0	0	0	0	0
2209	2704	3042	8450	6	2209	2704	-3042	-8450	0	0	0	0	0
2210	2652	4335	5202	6	130	156	-255	-306	1	0	0	0	0
2210	2665	4420	5330	6	34	41	-68	-82	1	0	0	0	0
2210	2805	5460	6930	6	442	561	-1092	-1386	1	0	0	0	0
2210	2990	7310	9890	6	221	299	-731	-989	1	0	0	0	0
2212	2408	3002	3268	6	1106	1204	-1501	-1634	1	0	0	0	0
2212	3871	3950	9954	6	28	49	-50	-126	0	0	0	0	0
2220	2280	2442	2508	6	370	380	-407	-418	1	0	0	0	0
2220	3330	3552	3700	6	30	45	-48	-50	0	0	0	0	0
2222	2828	5555	7070	6	22	28	-55	-70	1	0	0	0	0
2223	2769	5073	6319	6	2223	2769	-5073	-6319	1	0	0	0	0
2225	2500	3380	7120	6	445	500	-676	-1424	0	0	0	0	0
2226	2597	2772	3234	6	318	371	-396	-462	1	0	0	0	0
2226	2814	5406	6834	6	371	469	-901	-1139	1	0	0	0	0
2232	2325	2480	3720	6	72	75	-80	-120	0	0	0	0	0
2232	2418	2976	3224	6	36	39	-48	-52	1	0	0	0	0
2232	2568	3720	4280	6	279	321	-465	-535	1	0	0	0	0
2232	2883	5952	7688	6	72	93	-192	-248	1	0	0	0	0
2232	2976	6882	9176	6	36	48	-111	-148	1	0	0	0	0
2232	4464	4557	6696	6	24	48	-49	-72	0	0	0	0	0
2233	3017	7337	9913	6	2233	3017	-7337	-9913	1	0	0	0	0
2236	2537	3536	4012	6	2236	2537	-3536	-4012	1	0	0	0	0
2236	2810	5590	7025	0	2236	2810	5590	7025	1	1	0	0	0
2236	2964	6708	8892	6	43	57	-129	-171	1	0	0	0	0
2240	2268	2700	6615	6	2240	2268	-2700	-6615	0	0	0	0	0
2240	2560	3640	4160	6	56	64	-91	-104	1	0	0	0	0
2240	2600	2601	3640	6	2240	2600	-2601	-3640	0	0	0	0	0
2240	2600	2744	7865	6	2240	2600	-2744	-7865	0	0	0	0	0
2240	3010	7168	9632	6	160	215	-512	-688	1	0	0	0	0
2240	3248	5040	5075	6	320	464	-720	-725	0	0	0	0	0
2240	4375	4802	5290	6	2240	4375	-4802	-5290	0	0	0	0	0
2240	5600	6084	7840	6	560	1400	-1521	-1960	0	0	0	0	0
2242	2508	3363	3762	6	118	132	-177	-198	1	0	0	0	0
2242	2983	6844	9106	6	2242	2983	-6844	-9106	1	0	0	0	0
2244	2376	2754	2916	6	374	396	-459	-486	1	0	0	0	0
2244	2448	3069	3348	6	748	816	-1023	-1116	1	0	0	0	0
2244	2706	4488	5412	6	34	41	-68	-82	1	0	0	0	0
2244	2856	5610	7140	6	22	28	-55	-70	1	0	0	0	0
2248	2752	4777	5848	6	2248	2752	-4777	-5848	1	0	0	0	0
2250	3375	3600	3750	6	30	45	-48	-50	0	0	0	0	0
2254	2940	6279	8190	6	322	420	-897	-1170	1	0	0	0	0
2254	3312	3381	6762	6	98	144	-147	-294	0	0	0	0	0
2254	4802	5054	5152	6	161	343	-361	-368	0	0	0	0	0
2254	6486	6909	7056	6	2254	6486	-6909	-7056	0	0	0	0	0
2254	7682	8183	9604	6	2254	7682	-8183	-9604	0	0	0	0	0
2256	2538	3456	3888	6	376	423	-576	-648	1	0	0	0	0
2256	3744	4136	6864	6	282	468	-517	-858	1	0	0	0	0
2256	4512	4606	6768	6	24	48	-49	-72	0	0	0	0	0
2256	6768	7943	9024	6	48	144	-169	-192	0	0	0	0	0
2260	2599	3760	4324	6	2260	2599	-3760	-4324	1	0	0	0	0
2262	2613	3828	4422	6	754	871	-1276	-1474	1	0	0	0	0
2266	2684	4223	5002	6	2266	2684	-4223	-5002	1	0	0	0	0
2266	2884	5665	7210	6	22	28	-55	-70	1	0	0	0	0
2268	2457	3024	3276	6	36	39	-48	-52	1	0	0	0	0
2268	2772	4788	5852	6	81	99	-171	-209	1	0	0	0	0
2268	3024	6993	9324	6	36	48	-111	-148	1	0	0	0	0
2268	5082	5632	6468	6	1134	2541	-2816	-3234	0	0	0	0	0
2272	5408	5632	6248	6	284	676	-704	-781	0	0	0	0	0
2277	2769	6831	8307	0	759	923	2277	2769	1	1	0	0	0
2277	3807	4807	8037	6	2277	3807	-4807	-8037	1	0	0	0	0
2278	2747	4556	5494	6	34	41	-68	-82	1	0	0	0	0
2279	2491	3139	3431	6	2279	2491	-3139	-3431	1	0	0	0	0
2279	3021	6837	9063	6	43	57	-129	-171	1	0	0	0	0
2280	2595	3648	4152	6	760	865	-1216	-1384	1	0	0	0	0
2280	2790	3040	3720	6	228	279	-304	-372	1	0	0	0	0
2280	2850	5280	6600	6	76	95	-176	-220	1	0	0	0	0
2280	3420	3648	3800	6	30	45	-48	-50	0	0	0	0	0
2280	4560	4655	6840	6	24	48	-49	-72	0	0	0	0	0
2286	2916	3556	4536	6	1143	1458	-1778	-2268	1	0	0	0	0
2288	2912	5720	7280	6	22	28	-55	-70	1	0	0	0	0
2288	2992	6448	8432	6	143	187	-403	-527	1	0	0	0	0
2288	3016	3784	4988	6	572	754	-946	-1247	1	0	0	0	0
2288	3016	6688	8816	6	286	377	-836	-1102	1	0	0	0	0
2288	3072	7293	9792	6	2288	3072	-7293	-9792	1	0	0	0	0
2288	3344	3952	3969	6	2288	3344	-3952	-3969	0	0	0	0	0
2288	3484	3916	5963	6	2288	3484	-3916	-5963	1	0	0	0	0
2288	6292	7007	8788	6	176	484	-539	-676	0	0	0	0	0
2294	3959	5084	8774	6	2294	3959	-5084	-8774	1	0	0	0	0
2296	2624	3731	4264	6	56	64	-91	-104	1	0	0	0	0
2300	2700	4140	4860	6	115	135	-207	-243	1	0	0	0	0
2303	2867	5243	6527	6	2303	2867	-5243	-6527	1	0	0	0	0
2304	2320	3600	5220	6	576	580	-900	-1305	0	0	0	0	0
2304	2400	2560	3840	6	72	75	-80	-120	0	0	0	0	0
2304	2421	2430	8070	6	768	807	-810	-2690	0	0	0	0	0
2304	2496	3072	3328	6	36	39	-48	-52	1	0	0	0	0
2304	2592	2848	3204	6	576	648	-712	-801	1	0	0	0	0
2304	2976	6144	7936	6	72	93	-192	-248	1	0	0	0	0
2304	3072	7104	9472	6	36	48	-111	-148	1	0	0	0	0
2304	3408	4752	7029	6	768	1136	-1584	-2343	1	0	0	0	0
2304	4096	5346	9504	6	1152	2048	-2673	-4752	1	0	0	0	0
2304	4608	4704	6912	6	24	48	-49	-72	0	0	0	0	0
2304	6912	8112	9216	6	48	144	-169	-192	0	0	0	0	0
2310	2940	5775	7350	6	22	28	-55	-70	1	0	0	0	0
2310	3300	4452	6360	6	385	550	-742	-1060	1	0	0	0	0
2310	3465	3696	3850	6	30	45	-48	-50	0	0	0	0	0
2312	2788	4624	5576	6	34	41	-68	-82	1	0	0	0	0
2318	2717	4148	4862	6	2318	2717	-4148	-4862	1	0	0	0	0
2320	2880	5220	6480	6	116	144	-261	-324	1	0	0	0	0
2320	2900	3476	4345	6	2320	2900	-3476	-4345	1	0	0	0	0
2322	3078	6966	9234	6	43	57	-129	-171	1	0	0	0	0
2324	3000	4980	6174	6	1162	1500	-2490	-3087	0	0	0	0	0
2325	2745	2945	3477	6	2325	2745	-2945	-3477	1	0	0	0	0
2325	3813	4107	7872	6	775	1271	-1369	-2624	0	0	0	0	0
2328	3504	3528	7081	6	2328	3504	-3528	-7081	0	0	0	0	0
2328	3756	4656	7512	6	194	313	-388	-626	1	0	0	0	0
2328	4656	4753	6984	6	24	48	-49	-72	0	0	0	0	0
2331	2775	4431	5275	6	2331	2775	-4431	-5275	1	0	0	0	0
2331	2919	5439	6811	6	333	417	-777	-973	1	0	0	0	0
2332	2640	3657	4140	6	2332	2640	-3657	-4140	1	0	0	0	0
2332	2968	5830	7420	6	22	28	-55	-70	1	0	0	0	0
2336	3072	4161	5472	6	2336	3072	-4161	-5472	1	0	0	0	0
2337	2704	2706	3762	6	2337	2704	-2706	-3762	0	0	0	0	0
2340	2535	3120	3380	6	36	39	-48	-52	1	0	0	0	0
2340	2760	4290	5060	6	234	276	-429	-506	1	0	0	0	0
2340	2808	4590	5508	6	130	156	-255	-306	1	0	0	0	0
2340	2910	5304	6596	6	1170	1455	-2652	-3298	1	0	0	0	0
2340	3120	7215	9620	6	36	48	-111	-148	1	0	0	0	0
2340	3285	3600	3796	6	2340	3285	-3600	-3796	0	0	0	0	0
2340	3510	3744	3900	6	30	45	-48	-50	0	0	0	0	0
2346	2829	4692	5658	6	34	41	-68	-82	1	0	0	0	0
2349	2376	2552	6912	6	2349	2376	-2552	-6912	0	0	0	0	0
2349	2601	3393	3757	6	2349	2601	-3393	-3757	1	0	0	0	0
2349	2871	4959	6061	6	81	99	-171	-209	1	0	0	0	0
2349	3567	5103	7749	6	783	1189	-1701	-2583	1	0	0	0	0
2350	6674	7396	8591	6	2350	6674	-7396	-8591	0	0	0	0	0
2352	2688	3822	4368	6	56	64	-91	-104	1	0	0	0	0
2352	3456	3528	7056	6	98	144	-147	-294	0	0	0	0	0
2352	4704	4802	7056	6	24	48	-49	-72	0	0	0	0	0
2352	7056	8281	9408	6	48	144	-169	-192	0	0	0	0	0
2354	2996	5885	7490	6	22	28	-55	-70	1	0	0	0	0
2356	2480	2831	2980	6	2356	2480	-2831	-2980	1	0	0	0	0
2356	2584	3286	3604	6	1178	1292	-1643	-1802	1	0	0	0	0
2356	2945	5456	6820	6	76	95	-176	-220	1	0	0	0	0
2358	4418	4598	4978	6	1179	2209	-2299	-2489	0	0	0	0	0
2360	2640	3540	3960	6	118	132	-177	-198	1	0	0	0	0
2363	3077	6533	8507	6	2363	3077	-6533	-8507	1	0	0	0	0
2365	3135	7095	9405	6	43	57	-129	-171	1	0	0	0	0
2365	4859	6215	7225	6	2365	4859	-6215	-7225	0	0	0	0	0
2368	3072	6438	8352	6	1184	1536	-3219	-4176	1	0	0	0	0
2368	3145	7168	9520	6	2368	3145	-7168	-9520	1	0	0	0	0
2370	3555	3792	3950	6	30	45	-48	-50	0	0	0	0	0
2373	3696	5424	8448	6	791	1232	-1808	-2816	1	0	0	0	0
2376	2475	2640	3960	6	72	75	-80	-120	0	0	0	0	0
2376	2574	3168	3432	6	36	39	-48	-52	1	0	0	0	0
2376	2624	2673	2952	6	2376	2624	-2673	-2952	1	0	0	0	0
2376	2772	4176	4872	6	198	231	-348	-406	1	0	0	0	0
2376	2880	4851	5880	6	792	960	-1617	-1960	1	0	0	0	0
2376	3024	5940	7560	6	22	28	-55	-70	1	0	0	0	0
2376	3069	6336	8184	6	72	93	-192	-248	1	0	0	0	0
2376	3168	7326	9768	6	36	48	-111	-148	1	0	0	0	0
2376	4059	5184	8856	6	264	451	-576	-984	1	0	0	0	0
2376	4752	4851	7128	6	24	48	-49	-72	0	0	0	0	0
2380	2870	4760	5740	6	34	41	-68	-82	1	0	0	0	0
2380	3120	6783	8892	6	2380	3120	-6783	-8892	1	0	0	0	0
2387	3069	6237	8019	6	217	279	-567	-729	1	0	0	0	0
2392	2783	4160	4840	6	2392	2783	-4160	-4840	1	0	0	0	0
2392	2938	5152	6328	6	1196	1469	-2576	-3164	1	0	0	0	0
2392	2944	6656	8192	0	299	368	832	1024	1	1	0	0	0
2392	3008	5681	7144	6	2392	3008	-5681	-7144	1	0	0	0	0
2394	2451	2604	2666	6	2394	2451	-2604	-2666	1	0	0	0	0
2394	2541	2964	3146	6	2394	2541	-2964	-3146	1	0	0	0	0
2394	2808	3192	3744	6	399	468	-532	-624	1	0	0	0	0
2394	4028	5103	8586	6	2394	4028	-5103	-8586	1	0	0	0	0
2394	4158	5358	9306	6	399	693	-893	-1551	1	0	0	0	0
2398	2943	5148	6318	6	2398	2943	-5148	-6318	1	0	0	0	0
2398	3052	5995	7630	6	22	28	-55	-70	1	0	0	0	0
2400	2890	2904	3240	6	1200	1445	-1452	-1620	0	0	0	0	0
2400	3072	6150	7872	6	400	512	-1025	-1312	1	0	0	0	0
2400	3600	3610	6000	6	240	360	-361	-600	0	0	0	0	0
2400	3600	3840	4000	6	30	45	-48	-50	0	0	0	0	0
