p	exponent	base_a	base_b	base_c	base_d	base_u	base_t	base_w	flags	a	b	c	d	u	t	w	y0	y1	y2	y3
13	5	9	9	3	10	8	12	7	rootrep+rad0	109469	95156	273471	217981	178511	103076	327542	48976	282234	252321	201968
