left_index	right_index	signs	q1_num	q1_den	q2_num	q2_den	q3_num	q3_den	a	b	c	d	square_mask	full_cover
237	4865	6	47674	72825	-156029	61268	-41285	157882	352222277216100	230578027380712	896991736171425	92103575549250	0	0
