p	exponent	base_a	base_b	base_c	base_d	base_u	base_t	base_w	flags	a	b	c	d	u	t	w	y0	y1	y2	y3
13	5	7	7	8	5	5	4	6	qrep+rootrep+rad0	103435	301867	183035	9963	263528	164090	141355	46091	341723	169525	317902
