p	A	B	R	S	rho_zero	sigma_zero	branch_collision	smooth_slice_sheets	open_presentations	target_presentations	target_halves	half_boundary_points
71	1	1	0	0	1	1	-1	0	0	0	0	0
71	1	2	20	20	0	0	1	0	0	0	0	0
71	1	3	15	15	0	0	1	0	0	0	0	0
71	1	4	54	54	0	0	1	0	0	0	0	0
71	1	5	6	6	0	0	1	0	0	0	0	0
71	1	6	36	36	0	0	1	0	0	0	0	0
71	1	7	5	5	0	0	1	0	0	0	0	0
71	1	8	1	1	0	0	1	0	0	0	0	0
71	1	9	1	1	0	0	1	0	0	0	0	0
71	1	10	5	5	0	0	1	0	0	0	0	0
71	1	11	4	4	0	0	1	0	0	0	0	0
71	1	12	36	36	0	0	1	0	0	0	0	0
71	1	13	4	4	0	0	1	0	0	0	0	0
71	1	14	6	6	0	0	1	0	0	0	0	0
71	1	15	16	16	0	0	1	0	0	0	0	0
71	1	16	8	8	0	0	1	0	0	0	0	0
71	1	17	60	60	0	0	1	0	0	0	0	0
71	1	18	54	54	0	0	1	0	0	0	0	0
71	1	19	16	16	0	0	1	0	0	0	0	0
71	1	20	2	2	0	0	1	0	0	0	0	0
71	1	21	32	32	0	0	1	0	0	0	0	0
71	1	22	45	45	0	0	1	0	0	0	0	0
71	1	23	50	50	0	0	1	0	0	0	0	0
71	1	24	15	15	0	0	1	0	0	0	0	0
71	1	25	60	60	0	0	1	0	0	0	0	0
71	1	26	12	12	0	0	1	0	0	0	0	0
71	1	27	32	32	0	0	1	0	0	0	0	0
71	1	28	25	25	0	0	1	0	0	0	0	0
71	1	29	45	45	0	0	1	0	0	0	0	0
71	1	30	12	12	0	0	1	0	0	0	0	0
71	1	31	8	8	0	0	1	0	0	0	0	0
71	1	32	2	2	0	0	1	0	0	0	0	0
71	1	33	25	25	0	0	1	0	0	0	0	0
71	1	34	50	50	0	0	1	0	0	0	0	0
71	1	35	20	20	0	0	1	0	0	0	0	0
71	1	36	20	20	0	0	1	0	0	0	0	0
71	1	37	50	50	0	0	1	0	0	0	0	0
71	1	38	25	25	0	0	1	0	0	0	0	0
