p	exponent	base_a	base_b	base_c	base_d	base_u	base_t	base_w	flags	a	b	c	d	u	t	w	y0	y1	y2	y3
13	5	4	4	10	3	8	12	7	rootrep+rad0	62391	199086	111342	212293	286840	5901	346808	245861	304880	242688	130988
