torsion_coset	m_residue	m_modulus	n_residue	n_modulus
1	15288	85680	92892	556920
1	15288	85680	521292	556920
1	15288	85680	478452	556920
1	15288	85680	349932	556920
1	15288	85680	264252	556920
1	43848	85680	278532	556920
1	43848	85680	150012	556920
1	43848	85680	107172	556920
1	43848	85680	535572	556920
1	43848	85680	449892	556920
1	58128	85680	371352	556920
1	58128	85680	242832	556920
1	58128	85680	199992	556920
1	58128	85680	71472	556920
1	58128	85680	542712	556920
1	1008	85680	72	556920
1	1008	85680	428472	556920
1	1008	85680	385632	556920
1	1008	85680	257112	556920
1	1008	85680	171432	556920
1	49560	85680	315660	556920
1	49560	85680	187140	556920
1	49560	85680	144300	556920
1	49560	85680	15780	556920
1	49560	85680	487020	556920
1	78120	85680	501300	556920
1	78120	85680	372780	556920
1	78120	85680	329940	556920
1	78120	85680	201420	556920
1	78120	85680	115740	556920
1	6720	85680	37200	556920
1	6720	85680	465600	556920
1	6720	85680	422760	556920
1	6720	85680	294240	556920
1	6720	85680	208560	556920
1	35280	85680	222840	556920
1	35280	85680	94320	556920
1	35280	85680	51480	556920
1	35280	85680	479880	556920
1	35280	85680	394200	556920
1	15288	85680	172452	556920
1	15288	85680	43932	556920
1	15288	85680	1092	556920
1	15288	85680	429492	556920
1	15288	85680	343812	556920
1	43848	85680	358092	556920
1	43848	85680	229572	556920
1	43848	85680	186732	556920
1	43848	85680	58212	556920
1	43848	85680	529452	556920
1	58128	85680	450912	556920
1	58128	85680	322392	556920
1	58128	85680	279552	556920
1	58128	85680	151032	556920
1	58128	85680	65352	556920
1	1008	85680	79632	556920
1	1008	85680	508032	556920
1	1008	85680	465192	556920
1	1008	85680	336672	556920
1	1008	85680	250992	556920
1	49560	85680	395220	556920
1	49560	85680	266700	556920
1	49560	85680	223860	556920
1	49560	85680	95340	556920
1	49560	85680	9660	556920
1	78120	85680	23940	556920
1	78120	85680	452340	556920
1	78120	85680	409500	556920
1	78120	85680	280980	556920
1	78120	85680	195300	556920
1	6720	85680	116760	556920
1	6720	85680	545160	556920
1	6720	85680	502320	556920
1	6720	85680	373800	556920
1	6720	85680	288120	556920
1	35280	85680	302400	556920
1	35280	85680	173880	556920
1	35280	85680	131040	556920
1	35280	85680	2520	556920
1	35280	85680	473760	556920
1	64248	85680	13332	556920
1	64248	85680	441732	556920
