u	t	w	center	a	b	c	d	y0	y1	y2	y3
35002	6171	88814	770	50	528	160325	160160	130680	128180	148104	74294
35002	20812	88814	771	50	528	160325	160160	130680	128180	148104	74294
35002	35453	88814	772	50	528	160325	160160	130680	128180	148104	74294
35002	50094	88814	773	50	528	160325	160160	130680	128180	148104	74294
35002	64735	88814	774	50	528	160325	160160	130680	128180	148104	74294
35002	79376	88814	775	50	528	160325	160160	130680	128180	148104	74294
35002	94017	88814	776	50	528	160325	160160	130680	128180	148104	74294
35002	108658	88814	777	50	528	160325	160160	130680	128180	148104	74294
35002	123299	88814	778	50	528	160325	160160	130680	128180	148104	74294
35002	137940	88814	779	50	528	160325	160160	130680	128180	148104	74294
35002	152581	88814	780	50	528	160325	160160	130680	128180	148104	74294
35002	7502	88814	781	50	528	160325	160160	130680	128180	148104	74294
35002	22143	88814	782	50	528	160325	160160	130680	128180	148104	74294
35002	36784	88814	783	50	528	160325	160160	130680	128180	148104	74294
35002	51425	88814	784	50	528	160325	160160	130680	128180	148104	74294
35002	66066	88814	785	50	528	160325	160160	130680	128180	148104	74294
35002	80707	88814	786	50	528	160325	160160	130680	128180	148104	74294
35002	95348	88814	787	50	528	160325	160160	130680	128180	148104	74294
35002	109989	88814	788	50	528	160325	160160	130680	128180	148104	74294
35002	124630	88814	789	50	528	160325	160160	130680	128180	148104	74294
35002	139271	88814	790	50	528	160325	160160	130680	128180	148104	74294
35002	153912	88814	791	50	528	160325	160160	130680	128180	148104	74294
35002	8833	88814	792	50	528	160325	160160	130680	128180	148104	74294
35002	23474	88814	793	50	528	160325	160160	130680	128180	148104	74294
35002	38115	88814	794	50	528	160325	160160	130680	128180	148104	74294
35002	52756	88814	795	50	528	160325	160160	130680	128180	148104	74294
35002	67397	88814	796	50	528	160325	160160	130680	128180	148104	74294
35002	82038	88814	797	50	528	160325	160160	130680	128180	148104	74294
35002	96679	88814	798	50	528	160325	160160	130680	128180	148104	74294
35002	111320	88814	799	50	528	160325	160160	130680	128180	148104	74294
35002	125961	88814	800	50	528	160325	160160	130680	128180	148104	74294
35002	140602	88814	801	50	528	160325	160160	130680	128180	148104	74294
35002	155243	88814	802	50	528	160325	160160	130680	128180	148104	74294
35002	10164	88814	803	50	528	160325	160160	130680	128180	148104	74294
35002	24805	88814	804	50	528	160325	160160	130680	128180	148104	74294
35002	39446	88814	805	50	528	160325	160160	130680	128180	148104	74294
35002	54087	88814	806	50	528	160325	160160	130680	128180	148104	74294
35002	68728	88814	807	50	528	160325	160160	130680	128180	148104	74294
35002	83369	88814	808	50	528	160325	160160	130680	128180	148104	74294
35002	98010	88814	809	50	528	160325	160160	130680	128180	148104	74294
35002	112651	88814	810	50	528	160325	160160	130680	128180	148104	74294
35002	127292	88814	811	50	528	160325	160160	130680	128180	148104	74294
35002	141933	88814	812	50	528	160325	160160	130680	128180	148104	74294
35002	156574	88814	813	50	528	160325	160160	130680	128180	148104	74294
35002	11495	88814	814	50	528	160325	160160	130680	128180	148104	74294
35002	26136	88814	815	50	528	160325	160160	130680	128180	148104	74294
35002	40777	88814	816	50	528	160325	160160	130680	128180	148104	74294
35002	55418	88814	817	50	528	160325	160160	130680	128180	148104	74294
35002	70059	88814	818	50	528	160325	160160	130680	128180	148104	74294
35002	84700	88814	819	50	528	160325	160160	130680	128180	148104	74294
35002	99341	88814	820	50	528	160325	160160	130680	128180	148104	74294
35002	113982	88814	821	50	528	160325	160160	130680	128180	148104	74294
35002	128623	88814	822	50	528	160325	160160	130680	128180	148104	74294
35002	143264	88814	823	50	528	160325	160160	130680	128180	148104	74294
35002	157905	88814	824	50	528	160325	160160	130680	128180	148104	74294
35002	12826	88814	825	50	528	160325	160160	130680	128180	148104	74294
35002	27467	88814	826	50	528	160325	160160	130680	128180	148104	74294
