u	t	w	center	a	b	c	d	y0	y1	y2	y3
132290	84511	51039	3	156211	90909	8813	23075	27698	159467	80842	156270
132290	99152	138885	3	156211	120191	23454	23075	27698	159467	51560	53783
132290	113793	65680	3	156211	149473	38095	23075	27698	159467	22278	112347
132290	128434	153526	3	156211	17704	52736	23075	27698	159467	154047	9860
132290	143075	80321	3	156211	46986	67377	23075	27698	159467	124765	68424
132290	157716	7116	3	156211	76268	82018	23075	27698	159467	95483	126988
133852	2781	146211	7	75141	76433	116701	87722	79233	81818	74374	127164
133852	17422	73006	7	75141	105715	131342	87722	79233	81818	45092	24677
133852	32063	160852	7	75141	134997	145983	87722	79233	81818	15810	83241
133852	46704	87647	7	75141	3228	160624	87722	79233	81818	147579	141805
133852	61345	14442	7	75141	32510	14214	87722	79233	81818	118297	39318
133852	75986	102288	7	75141	61792	28855	87722	79233	81818	89015	97882
133852	90627	29083	7	75141	91074	43496	87722	79233	81818	59733	156446
133852	105268	116929	7	75141	120356	58137	87722	79233	81818	30451	53959
133852	119909	43724	7	75141	149638	72778	87722	79233	81818	1169	112523
133852	134550	131570	7	75141	17869	87419	87722	79233	81818	132938	10036
133852	149191	58365	7	75141	47151	102060	87722	79233	81818	103656	68600
136954	10965	47706	5	101519	59658	107384	100075	24772	33792	102358	159306
136954	25606	135552	5	101519	88940	122025	100075	24772	33792	73076	56819
136954	40247	62347	5	101519	118222	136666	100075	24772	33792	43794	115383
136954	54888	150193	5	101519	147504	151307	100075	24772	33792	14512	12896
136954	69529	76988	5	101519	15735	4897	100075	24772	33792	146281	71460
136954	84170	3783	5	101519	45017	19538	100075	24772	33792	116999	130024
136954	98811	91629	5	101519	74299	34179	100075	24772	33792	87717	27537
136954	113452	18424	5	101519	103581	48820	100075	24772	33792	58435	86101
136954	128093	106270	5	101519	132863	63461	100075	24772	33792	29153	144665
136954	142734	33065	5	101519	1094	78102	100075	24772	33792	160922	42178
136954	157375	120911	5	101519	30376	92743	100075	24772	33792	131640	100742
137570	5179	80596	1	28072	118233	107153	24175	100738	45672	106714	60746
137570	19820	7391	1	28072	147515	121794	24175	100738	45672	77432	119310
137570	34461	95237	1	28072	15746	136435	24175	100738	45672	48150	16823
137570	49102	22032	1	28072	45028	151076	24175	100738	45672	18868	75387
137570	63743	109878	1	28072	74310	4666	24175	100738	45672	150637	133951
137570	78384	36673	1	28072	103592	19307	24175	100738	45672	121355	31464
137570	93025	124519	1	28072	132874	33948	24175	100738	45672	92073	90028
137570	107666	51314	1	28072	1105	48589	24175	100738	45672	62791	148592
137570	122307	139160	1	28072	30387	63230	24175	100738	45672	33509	46105
137570	136948	65955	1	28072	59669	77871	24175	100738	45672	4227	104669
137570	151589	153801	1	28072	88951	92512	24175	100738	45672	135996	2182
139671	8424	41975	4	21659	63244	98496	76436	136884	49038	94955	158415
139671	23065	129821	4	21659	92526	113137	76436	136884	49038	65673	55928
139671	37706	56616	4	21659	121808	127778	76436	136884	49038	36391	114492
139671	52347	144462	4	21659	151090	142419	76436	136884	49038	7109	12005
139671	66988	71257	4	21659	19321	157060	76436	136884	49038	138878	70569
139671	81629	159103	4	21659	48603	10650	76436	136884	49038	109596	129133
139671	96270	85898	4	21659	77885	25291	76436	136884	49038	80314	26646
139671	110911	12693	4	21659	107167	39932	76436	136884	49038	51032	85210
139671	125552	100539	4	21659	136449	54573	76436	136884	49038	21750	143774
139671	140193	27334	4	21659	4680	69214	76436	136884	49038	153519	41287
139671	154834	115180	4	21659	33962	83855	76436	136884	49038	124237	99851
141871	5784	77131	0	114829	11797	113379	107225	82313	93379	147513	160373
141871	20425	3926	0	114829	41079	128020	107225	82313	93379	118231	57886
141871	35066	91772	0	114829	70361	142661	107225	82313	93379	88949	116450
141871	49707	18567	0	114829	99643	157302	107225	82313	93379	59667	13963
141871	64348	106413	0	114829	128925	10892	107225	82313	93379	30385	72527
141871	78989	33208	0	114829	158207	25533	107225	82313	93379	1103	131091
141871	93630	121054	0	114829	26438	40174	107225	82313	93379	132872	28604
141871	108271	47849	0	114829	55720	54815	107225	82313	93379	103590	87168
141871	122912	135695	0	114829	85002	69456	107225	82313	93379	74308	145732
141871	137553	62490	0	114829	114284	84097	107225	82313	93379	45026	43245
141871	152194	150336	0	114829	143566	98738	107225	82313	93379	15744	101809
142652	4464	92157	2	70301	152135	17987	25748	152746	79541	130771	76399
142652	19105	18952	2	70301	20366	32628	25748	152746	79541	101489	134963
142652	33746	106798	2	70301	49648	47269	25748	152746	79541	72207	32476
142652	48387	33593	2	70301	78930	61910	25748	152746	79541	42925	91040
142652	63028	121439	2	70301	108212	76551	25748	152746	79541	13643	149604
142652	77669	48234	2	70301	137494	91192	25748	152746	79541	145412	47117
142652	92310	136080	2	70301	5725	105833	25748	152746	79541	116130	105681
142652	106951	62875	2	70301	35007	120474	25748	152746	79541	86848	3194
142652	121592	150721	2	70301	64289	135115	25748	152746	79541	57566	61758
142652	136233	77516	2	70301	93571	149756	25748	152746	79541	28284	120322
142652	150874	4311	2	70301	122853	3346	25748	152746	79541	160053	17835
142674	1538	77802	6	54934	8156	107725	121272	3300	32582	158612	60031
142674	16179	4597	6	54934	37438	122366	121272	3300	32582	129330	118595
142674	30820	92443	6	54934	66720	137007	121272	3300	32582	100048	16108
142674	45461	19238	6	54934	96002	151648	121272	3300	32582	70766	74672
142674	60102	107084	6	54934	125284	5238	121272	3300	32582	41484	133236
142674	74743	33879	6	54934	154566	19879	121272	3300	32582	12202	30749
142674	89384	121725	6	54934	22797	34520	121272	3300	32582	143971	89313
142674	104025	48520	6	54934	52079	49161	121272	3300	32582	114689	147877
142674	118666	136366	6	54934	81361	63802	121272	3300	32582	85407	45390
142674	133307	63161	6	54934	110643	78443	121272	3300	32582	56125	103954
142674	147948	151007	6	54934	139925	93084	121272	3300	32582	26843	1467
146931	11306	51039	3	156211	61627	82018	140203	27698	159467	124765	141629
146931	25947	138885	3	156211	90909	96659	140203	27698	159467	95483	39142
146931	40588	65680	3	156211	120191	111300	140203	27698	159467	66201	97706
146931	55229	153526	3	156211	149473	125941	140203	27698	159467	36919	156270
146931	69870	80321	3	156211	17704	140582	140203	27698	159467	7637	53783
146931	84511	7116	3	156211	46986	155223	140203	27698	159467	139406	112347
146931	99152	94962	3	156211	76268	8813	140203	27698	159467	110124	9860
146931	113793	21757	3	156211	105550	23454	140203	27698	159467	80842	68424
146931	128434	109603	3	156211	134832	38095	140203	27698	159467	51560	126988
146931	143075	36398	3	156211	3063	52736	140203	27698	159467	22278	24501
146931	157716	124244	3	156211	32345	67377	140203	27698	159467	154047	83065
148493	2781	102288	7	75141	32510	102060	43799	79233	81818	132938	83241
148493	17422	29083	7	75141	61792	116701	43799	79233	81818	103656	141805
148493	32063	116929	7	75141	91074	131342	43799	79233	81818	74374	39318
148493	46704	43724	7	75141	120356	145983	43799	79233	81818	45092	97882
148493	61345	131570	7	75141	149638	160624	43799	79233	81818	15810	156446
148493	75986	58365	7	75141	17869	14214	43799	79233	81818	147579	53959
148493	90627	146211	7	75141	47151	28855	43799	79233	81818	118297	112523
148493	105268	73006	7	75141	76433	43496	43799	79233	81818	89015	10036
148493	119909	160852	7	75141	105715	58137	43799	79233	81818	59733	68600
148493	134550	87647	7	75141	134997	72778	43799	79233	81818	30451	127164
148493	149191	14442	7	75141	3228	87419	43799	79233	81818	1169	24677
151595	10965	3783	5	101519	15735	92743	56152	24772	33792	160922	115383
151595	25606	91629	5	101519	45017	107384	56152	24772	33792	131640	12896
151595	40247	18424	5	101519	74299	122025	56152	24772	33792	102358	71460
151595	54888	106270	5	101519	103581	136666	56152	24772	33792	73076	130024
151595	69529	33065	5	101519	132863	151307	56152	24772	33792	43794	27537
151595	84170	120911	5	101519	1094	4897	56152	24772	33792	14512	86101
151595	98811	47706	5	101519	30376	19538	56152	24772	33792	146281	144665
151595	113452	135552	5	101519	59658	34179	56152	24772	33792	116999	42178
151595	128093	62347	5	101519	88940	48820	56152	24772	33792	87717	100742
151595	142734	150193	5	101519	118222	63461	56152	24772	33792	58435	159306
151595	157375	76988	5	101519	147504	78102	56152	24772	33792	29153	56819
152211	5179	36673	1	28072	74310	92512	141303	100738	45672	4227	16823
152211	19820	124519	1	28072	103592	107153	141303	100738	45672	135996	75387
152211	34461	51314	1	28072	132874	121794	141303	100738	45672	106714	133951
152211	49102	139160	1	28072	1105	136435	141303	100738	45672	77432	31464
152211	63743	65955	1	28072	30387	151076	141303	100738	45672	48150	90028
152211	78384	153801	1	28072	59669	4666	141303	100738	45672	18868	148592
152211	93025	80596	1	28072	88951	19307	141303	100738	45672	150637	46105
152211	107666	7391	1	28072	118233	33948	141303	100738	45672	121355	104669
152211	122307	95237	1	28072	147515	48589	141303	100738	45672	92073	2182
152211	136948	22032	1	28072	15746	63230	141303	100738	45672	62791	60746
152211	151589	109878	1	28072	45028	77871	141303	100738	45672	33509	119310
154312	8424	159103	4	21659	19321	83855	32513	136884	49038	153519	114492
154312	23065	85898	4	21659	48603	98496	32513	136884	49038	124237	12005
154312	37706	12693	4	21659	77885	113137	32513	136884	49038	94955	70569
154312	52347	100539	4	21659	107167	127778	32513	136884	49038	65673	129133
154312	66988	27334	4	21659	136449	142419	32513	136884	49038	36391	26646
154312	81629	115180	4	21659	4680	157060	32513	136884	49038	7109	85210
154312	96270	41975	4	21659	33962	10650	32513	136884	49038	138878	143774
154312	110911	129821	4	21659	63244	25291	32513	136884	49038	109596	41287
154312	125552	56616	4	21659	92526	39932	32513	136884	49038	80314	99851
154312	140193	144462	4	21659	121808	54573	32513	136884	49038	51032	158415
154312	154834	71257	4	21659	151090	69214	32513	136884	49038	21750	55928
156512	5784	33208	0	114829	128925	98738	63302	82313	93379	45026	116450
156512	20425	121054	0	114829	158207	113379	63302	82313	93379	15744	13963
156512	35066	47849	0	114829	26438	128020	63302	82313	93379	147513	72527
156512	49707	135695	0	114829	55720	142661	63302	82313	93379	118231	131091
156512	64348	62490	0	114829	85002	157302	63302	82313	93379	88949	28604
156512	78989	150336	0	114829	114284	10892	63302	82313	93379	59667	87168
156512	93630	77131	0	114829	143566	25533	63302	82313	93379	30385	145732
156512	108271	3926	0	114829	11797	40174	63302	82313	93379	1103	43245
156512	122912	91772	0	114829	41079	54815	63302	82313	93379	132872	101809
156512	137553	18567	0	114829	70361	69456	63302	82313	93379	103590	160373
156512	152194	106413	0	114829	99643	84097	63302	82313	93379	74308	57886
157293	4464	48234	2	70301	108212	3346	142876	152746	79541	28284	32476
157293	19105	136080	2	70301	137494	17987	142876	152746	79541	160053	91040
157293	33746	62875	2	70301	5725	32628	142876	152746	79541	130771	149604
157293	48387	150721	2	70301	35007	47269	142876	152746	79541	101489	47117
157293	63028	77516	2	70301	64289	61910	142876	152746	79541	72207	105681
157293	77669	4311	2	70301	93571	76551	142876	152746	79541	42925	3194
157293	92310	92157	2	70301	122853	91192	142876	152746	79541	13643	61758
157293	106951	18952	2	70301	152135	105833	142876	152746	79541	145412	120322
157293	121592	106798	2	70301	20366	120474	142876	152746	79541	116130	17835
157293	136233	33593	2	70301	49648	135115	142876	152746	79541	86848	76399
157293	150874	121439	2	70301	78930	149756	142876	152746	79541	57566	134963
157315	1538	33879	6	54934	125284	93084	77349	3300	32582	56125	16108
157315	16179	121725	6	54934	154566	107725	77349	3300	32582	26843	74672
157315	30820	48520	6	54934	22797	122366	77349	3300	32582	158612	133236
157315	45461	136366	6	54934	52079	137007	77349	3300	32582	129330	30749
157315	60102	63161	6	54934	81361	151648	77349	3300	32582	100048	89313
157315	74743	151007	6	54934	110643	5238	77349	3300	32582	70766	147877
157315	89384	77802	6	54934	139925	19879	77349	3300	32582	41484	45390
157315	104025	4597	6	54934	8156	34520	77349	3300	32582	12202	103954
157315	118666	92443	6	54934	37438	49161	77349	3300	32582	143971	1467
157315	133307	19238	6	54934	66720	63802	77349	3300	32582	114689	60031
157315	147948	107084	6	54934	96002	78443	77349	3300	32582	85407	118595
