u	t	w	center	a	b	c	d	y0	y1	y2	y3
10905	16179	77802	6	54934	110643	93084	33426	3300	32582	85407	30749
10905	30820	4597	6	54934	139925	107725	33426	3300	32582	56125	89313
10905	45461	92443	6	54934	8156	122366	33426	3300	32582	26843	147877
10905	60102	19238	6	54934	37438	137007	33426	3300	32582	158612	45390
10905	74743	107084	6	54934	66720	151648	33426	3300	32582	129330	103954
10905	89384	33879	6	54934	96002	5238	33426	3300	32582	100048	1467
10905	104025	121725	6	54934	125284	19879	33426	3300	32582	70766	60031
10905	118666	48520	6	54934	154566	34520	33426	3300	32582	41484	118595
10905	133307	136366	6	54934	22797	49161	33426	3300	32582	12202	16108
10905	147948	63161	6	54934	52079	63802	33426	3300	32582	143971	74672
15162	11306	124244	3	156211	134832	52736	52357	27698	159467	80842	53783
15162	25947	51039	3	156211	3063	67377	52357	27698	159467	51560	112347
15162	40588	138885	3	156211	32345	82018	52357	27698	159467	22278	9860
15162	55229	65680	3	156211	61627	96659	52357	27698	159467	154047	68424
15162	69870	153526	3	156211	90909	111300	52357	27698	159467	124765	126988
15162	84511	80321	3	156211	120191	125941	52357	27698	159467	95483	24501
15162	99152	7116	3	156211	149473	140582	52357	27698	159467	66201	83065
15162	113793	94962	3	156211	17704	155223	52357	27698	159467	36919	141629
15162	128434	21757	3	156211	46986	8813	52357	27698	159467	7637	39142
15162	143075	109603	3	156211	76268	23454	52357	27698	159467	139406	97706
15162	157716	36398	3	156211	105550	38095	52357	27698	159467	110124	156270
16724	2781	14442	7	75141	105715	72778	117004	79233	81818	89015	156446
16724	17422	102288	7	75141	134997	87419	117004	79233	81818	59733	53959
16724	32063	29083	7	75141	3228	102060	117004	79233	81818	30451	112523
16724	46704	116929	7	75141	32510	116701	117004	79233	81818	1169	10036
16724	61345	43724	7	75141	61792	131342	117004	79233	81818	132938	68600
16724	75986	131570	7	75141	91074	145983	117004	79233	81818	103656	127164
16724	90627	58365	7	75141	120356	160624	117004	79233	81818	74374	24677
16724	105268	146211	7	75141	149638	14214	117004	79233	81818	45092	83241
16724	119909	73006	7	75141	17869	28855	117004	79233	81818	15810	141805
16724	134550	160852	7	75141	47151	43496	117004	79233	81818	147579	39318
16724	149191	87647	7	75141	76433	58137	117004	79233	81818	118297	97882
19826	10965	76988	5	101519	88940	63461	129357	24772	33792	116999	27537
19826	25606	3783	5	101519	118222	78102	129357	24772	33792	87717	86101
19826	40247	91629	5	101519	147504	92743	129357	24772	33792	58435	144665
19826	54888	18424	5	101519	15735	107384	129357	24772	33792	29153	42178
19826	69529	106270	5	101519	45017	122025	129357	24772	33792	160922	100742
19826	84170	33065	5	101519	74299	136666	129357	24772	33792	131640	159306
19826	98811	120911	5	101519	103581	151307	129357	24772	33792	102358	56819
19826	113452	47706	5	101519	132863	4897	129357	24772	33792	73076	115383
19826	128093	135552	5	101519	1094	19538	129357	24772	33792	43794	12896
19826	142734	62347	5	101519	30376	34179	129357	24772	33792	14512	71460
19826	157375	150193	5	101519	59658	48820	129357	24772	33792	146281	130024
20442	5179	109878	1	28072	147515	63230	53457	100738	45672	121355	90028
20442	19820	36673	1	28072	15746	77871	53457	100738	45672	92073	148592
20442	34461	124519	1	28072	45028	92512	53457	100738	45672	62791	46105
20442	49102	51314	1	28072	74310	107153	53457	100738	45672	33509	104669
20442	63743	139160	1	28072	103592	121794	53457	100738	45672	4227	2182
20442	78384	65955	1	28072	132874	136435	53457	100738	45672	135996	60746
20442	93025	153801	1	28072	1105	151076	53457	100738	45672	106714	119310
20442	107666	80596	1	28072	30387	4666	53457	100738	45672	77432	16823
20442	122307	7391	1	28072	59669	19307	53457	100738	45672	48150	75387
20442	136948	95237	1	28072	88951	33948	53457	100738	45672	18868	133951
20442	151589	22032	1	28072	118233	48589	53457	100738	45672	150637	31464
22543	8424	71257	4	21659	92526	54573	105718	136884	49038	109596	26646
22543	23065	159103	4	21659	121808	69214	105718	136884	49038	80314	85210
22543	37706	85898	4	21659	151090	83855	105718	136884	49038	51032	143774
22543	52347	12693	4	21659	19321	98496	105718	136884	49038	21750	41287
22543	66988	100539	4	21659	48603	113137	105718	136884	49038	153519	99851
22543	81629	27334	4	21659	77885	127778	105718	136884	49038	124237	158415
22543	96270	115180	4	21659	107167	142419	105718	136884	49038	94955	55928
22543	110911	41975	4	21659	136449	157060	105718	136884	49038	65673	114492
22543	125552	129821	4	21659	4680	10650	105718	136884	49038	36391	12005
22543	140193	56616	4	21659	33962	25291	105718	136884	49038	7109	70569
22543	154834	144462	4	21659	63244	39932	105718	136884	49038	138878	129133
24743	5784	106413	0	114829	41079	69456	136507	82313	93379	1103	28604
24743	20425	33208	0	114829	70361	84097	136507	82313	93379	132872	87168
24743	35066	121054	0	114829	99643	98738	136507	82313	93379	103590	145732
24743	49707	47849	0	114829	128925	113379	136507	82313	93379	74308	43245
24743	64348	135695	0	114829	158207	128020	136507	82313	93379	45026	101809
24743	78989	62490	0	114829	26438	142661	136507	82313	93379	15744	160373
24743	93630	150336	0	114829	55720	157302	136507	82313	93379	147513	57886
24743	108271	77131	0	114829	85002	10892	136507	82313	93379	118231	116450
24743	122912	3926	0	114829	114284	25533	136507	82313	93379	88949	13963
24743	137553	91772	0	114829	143566	40174	136507	82313	93379	59667	72527
24743	152194	18567	0	114829	11797	54815	136507	82313	93379	30385	131091
25524	4464	121439	2	70301	20366	135115	55030	152746	79541	145412	105681
25524	19105	48234	2	70301	49648	149756	55030	152746	79541	116130	3194
25524	33746	136080	2	70301	78930	3346	55030	152746	79541	86848	61758
25524	48387	62875	2	70301	108212	17987	55030	152746	79541	57566	120322
25524	63028	150721	2	70301	137494	32628	55030	152746	79541	28284	17835
25524	77669	77516	2	70301	5725	47269	55030	152746	79541	160053	76399
25524	92310	4311	2	70301	35007	61910	55030	152746	79541	130771	134963
25524	106951	92157	2	70301	64289	76551	55030	152746	79541	101489	32476
25524	121592	18952	2	70301	93571	91192	55030	152746	79541	72207	91040
25524	136233	106798	2	70301	122853	105833	55030	152746	79541	42925	149604
25524	150874	33593	2	70301	152135	120474	55030	152746	79541	13643	47117
25546	1538	107084	6	54934	37438	63802	150554	3300	32582	12202	89313
25546	16179	33879	6	54934	66720	78443	150554	3300	32582	143971	147877
25546	30820	121725	6	54934	96002	93084	150554	3300	32582	114689	45390
25546	45461	48520	6	54934	125284	107725	150554	3300	32582	85407	103954
25546	60102	136366	6	54934	154566	122366	150554	3300	32582	56125	1467
25546	74743	63161	6	54934	22797	137007	150554	3300	32582	26843	60031
25546	89384	151007	6	54934	52079	151648	150554	3300	32582	158612	118595
25546	104025	77802	6	54934	81361	5238	150554	3300	32582	129330	16108
25546	118666	4597	6	54934	110643	19879	150554	3300	32582	100048	74672
25546	133307	92443	6	54934	139925	34520	150554	3300	32582	70766	133236
25546	147948	19238	6	54934	8156	49161	150554	3300	32582	41484	30749
29803	11306	80321	3	156211	90909	38095	8434	27698	159467	139406	9860
29803	25947	7116	3	156211	120191	52736	8434	27698	159467	110124	68424
29803	40588	94962	3	156211	149473	67377	8434	27698	159467	80842	126988
29803	55229	21757	3	156211	17704	82018	8434	27698	159467	51560	24501
29803	69870	109603	3	156211	46986	96659	8434	27698	159467	22278	83065
29803	84511	36398	3	156211	76268	111300	8434	27698	159467	154047	141629
29803	99152	124244	3	156211	105550	125941	8434	27698	159467	124765	39142
29803	113793	51039	3	156211	134832	140582	8434	27698	159467	95483	97706
29803	128434	138885	3	156211	3063	155223	8434	27698	159467	66201	156270
29803	143075	65680	3	156211	32345	8813	8434	27698	159467	36919	53783
29803	157716	153526	3	156211	61627	23454	8434	27698	159467	7637	112347
31365	2781	131570	7	75141	61792	58137	73081	79233	81818	147579	112523
31365	17422	58365	7	75141	91074	72778	73081	79233	81818	118297	10036
31365	32063	146211	7	75141	120356	87419	73081	79233	81818	89015	68600
31365	46704	73006	7	75141	149638	102060	73081	79233	81818	59733	127164
31365	61345	160852	7	75141	17869	116701	73081	79233	81818	30451	24677
31365	75986	87647	7	75141	47151	131342	73081	79233	81818	1169	83241
31365	90627	14442	7	75141	76433	145983	73081	79233	81818	132938	141805
31365	105268	102288	7	75141	105715	160624	73081	79233	81818	103656	39318
31365	119909	29083	7	75141	134997	14214	73081	79233	81818	74374	97882
31365	134550	116929	7	75141	3228	28855	73081	79233	81818	45092	156446
31365	149191	43724	7	75141	32510	43496	73081	79233	81818	15810	53959
34467	10965	33065	5	101519	45017	48820	85434	24772	33792	14512	144665
34467	25606	120911	5	101519	74299	63461	85434	24772	33792	146281	42178
34467	40247	47706	5	101519	103581	78102	85434	24772	33792	116999	100742
34467	54888	135552	5	101519	132863	92743	85434	24772	33792	87717	159306
34467	69529	62347	5	101519	1094	107384	85434	24772	33792	58435	56819
34467	84170	150193	5	101519	30376	122025	85434	24772	33792	29153	115383
34467	98811	76988	5	101519	59658	136666	85434	24772	33792	160922	12896
34467	113452	3783	5	101519	88940	151307	85434	24772	33792	131640	71460
34467	128093	91629	5	101519	118222	4897	85434	24772	33792	102358	130024
34467	142734	18424	5	101519	147504	19538	85434	24772	33792	73076	27537
34467	157375	106270	5	101519	15735	34179	85434	24772	33792	43794	86101
35083	5179	65955	1	28072	103592	48589	9534	100738	45672	18868	46105
35083	19820	153801	1	28072	132874	63230	9534	100738	45672	150637	104669
35083	34461	80596	1	28072	1105	77871	9534	100738	45672	121355	2182
35083	49102	7391	1	28072	30387	92512	9534	100738	45672	92073	60746
35083	63743	95237	1	28072	59669	107153	9534	100738	45672	62791	119310
35083	78384	22032	1	28072	88951	121794	9534	100738	45672	33509	16823
35083	93025	109878	1	28072	118233	136435	9534	100738	45672	4227	75387
35083	107666	36673	1	28072	147515	151076	9534	100738	45672	135996	133951
35083	122307	124519	1	28072	15746	4666	9534	100738	45672	106714	31464
35083	136948	51314	1	28072	45028	19307	9534	100738	45672	77432	90028
35083	151589	139160	1	28072	74310	33948	9534	100738	45672	48150	148592
37184	8424	27334	4	21659	48603	39932	61795	136884	49038	7109	143774
37184	23065	115180	4	21659	77885	54573	61795	136884	49038	138878	41287
37184	37706	41975	4	21659	107167	69214	61795	136884	49038	109596	99851
37184	52347	129821	4	21659	136449	83855	61795	136884	49038	80314	158415
37184	66988	56616	4	21659	4680	98496	61795	136884	49038	51032	55928
37184	81629	144462	4	21659	33962	113137	61795	136884	49038	21750	114492
37184	96270	71257	4	21659	63244	127778	61795	136884	49038	153519	12005
37184	110911	159103	4	21659	92526	142419	61795	136884	49038	124237	70569
37184	125552	85898	4	21659	121808	157060	61795	136884	49038	94955	129133
37184	140193	12693	4	21659	151090	10650	61795	136884	49038	65673	26646
37184	154834	100539	4	21659	19321	25291	61795	136884	49038	36391	85210
39384	5784	62490	0	114829	158207	54815	92584	82313	93379	59667	145732
39384	20425	150336	0	114829	26438	69456	92584	82313	93379	30385	43245
39384	35066	77131	0	114829	55720	84097	92584	82313	93379	1103	101809
39384	49707	3926	0	114829	85002	98738	92584	82313	93379	132872	160373
39384	64348	91772	0	114829	114284	113379	92584	82313	93379	103590	57886
39384	78989	18567	0	114829	143566	128020	92584	82313	93379	74308	116450
39384	93630	106413	0	114829	11797	142661	92584	82313	93379	45026	13963
39384	108271	33208	0	114829	41079	157302	92584	82313	93379	15744	72527
39384	122912	121054	0	114829	70361	10892	92584	82313	93379	147513	131091
39384	137553	47849	0	114829	99643	25533	92584	82313	93379	118231	28604
39384	152194	135695	0	114829	128925	40174	92584	82313	93379	88949	87168
40165	4464	77516	2	70301	137494	120474	11107	152746	79541	42925	61758
40165	19105	4311	2	70301	5725	135115	11107	152746	79541	13643	120322
40165	33746	92157	2	70301	35007	149756	11107	152746	79541	145412	17835
40165	48387	18952	2	70301	64289	3346	11107	152746	79541	116130	76399
40165	63028	106798	2	70301	93571	17987	11107	152746	79541	86848	134963
40165	77669	33593	2	70301	122853	32628	11107	152746	79541	57566	32476
40165	92310	121439	2	70301	152135	47269	11107	152746	79541	28284	91040
40165	106951	48234	2	70301	20366	61910	11107	152746	79541	160053	149604
40165	121592	136080	2	70301	49648	76551	11107	152746	79541	130771	47117
40165	136233	62875	2	70301	78930	91192	11107	152746	79541	101489	105681
40165	150874	150721	2	70301	108212	105833	11107	152746	79541	72207	3194
40187	1538	63161	6	54934	154566	49161	106631	3300	32582	70766	45390
40187	16179	151007	6	54934	22797	63802	106631	3300	32582	41484	103954
40187	30820	77802	6	54934	52079	78443	106631	3300	32582	12202	1467
40187	45461	4597	6	54934	81361	93084	106631	3300	32582	143971	60031
40187	60102	92443	6	54934	110643	107725	106631	3300	32582	114689	118595
40187	74743	19238	6	54934	139925	122366	106631	3300	32582	85407	16108
40187	89384	107084	6	54934	8156	137007	106631	3300	32582	56125	74672
40187	104025	33879	6	54934	37438	151648	106631	3300	32582	26843	133236
40187	118666	121725	6	54934	66720	5238	106631	3300	32582	158612	30749
40187	133307	48520	6	54934	96002	19879	106631	3300	32582	129330	89313
40187	147948	136366	6	54934	125284	34520	106631	3300	32582	100048	147877
44444	11306	36398	3	156211	46986	23454	125562	27698	159467	36919	126988
44444	25947	124244	3	156211	76268	38095	125562	27698	159467	7637	24501
44444	40588	51039	3	156211	105550	52736	125562	27698	159467	139406	83065
44444	55229	138885	3	156211	134832	67377	125562	27698	159467	110124	141629
44444	69870	65680	3	156211	3063	82018	125562	27698	159467	80842	39142
44444	84511	153526	3	156211	32345	96659	125562	27698	159467	51560	97706
44444	99152	80321	3	156211	61627	111300	125562	27698	159467	22278	156270
44444	113793	7116	3	156211	90909	125941	125562	27698	159467	154047	53783
44444	128434	94962	3	156211	120191	140582	125562	27698	159467	124765	112347
44444	143075	21757	3	156211	149473	155223	125562	27698	159467	95483	9860
44444	157716	109603	3	156211	17704	8813	125562	27698	159467	66201	68424
46006	2781	87647	7	75141	17869	43496	29158	79233	81818	45092	68600
46006	17422	14442	7	75141	47151	58137	29158	79233	81818	15810	127164
46006	32063	102288	7	75141	76433	72778	29158	79233	81818	147579	24677
46006	46704	29083	7	75141	105715	87419	29158	79233	81818	118297	83241
46006	61345	116929	7	75141	134997	102060	29158	79233	81818	89015	141805
46006	75986	43724	7	75141	3228	116701	29158	79233	81818	59733	39318
46006	90627	131570	7	75141	32510	131342	29158	79233	81818	30451	97882
46006	105268	58365	7	75141	61792	145983	29158	79233	81818	1169	156446
46006	119909	146211	7	75141	91074	160624	29158	79233	81818	132938	53959
46006	134550	73006	7	75141	120356	14214	29158	79233	81818	103656	112523
46006	149191	160852	7	75141	149638	28855	29158	79233	81818	74374	10036
49108	10965	150193	5	101519	1094	34179	41511	24772	33792	73076	100742
49108	25606	76988	5	101519	30376	48820	41511	24772	33792	43794	159306
49108	40247	3783	5	101519	59658	63461	41511	24772	33792	14512	56819
49108	54888	91629	5	101519	88940	78102	41511	24772	33792	146281	115383
49108	69529	18424	5	101519	118222	92743	41511	24772	33792	116999	12896
49108	84170	106270	5	101519	147504	107384	41511	24772	33792	87717	71460
49108	98811	33065	5	101519	15735	122025	41511	24772	33792	58435	130024
49108	113452	120911	5	101519	45017	136666	41511	24772	33792	29153	27537
49108	128093	47706	5	101519	74299	151307	41511	24772	33792	160922	86101
49108	142734	135552	5	101519	103581	4897	41511	24772	33792	131640	144665
49108	157375	62347	5	101519	132863	19538	41511	24772	33792	102358	42178
49724	5179	22032	1	28072	59669	33948	126662	100738	45672	77432	2182
49724	19820	109878	1	28072	88951	48589	126662	100738	45672	48150	60746
49724	34461	36673	1	28072	118233	63230	126662	100738	45672	18868	119310
49724	49102	124519	1	28072	147515	77871	126662	100738	45672	150637	16823
49724	63743	51314	1	28072	15746	92512	126662	100738	45672	121355	75387
49724	78384	139160	1	28072	45028	107153	126662	100738	45672	92073	133951
49724	93025	65955	1	28072	74310	121794	126662	100738	45672	62791	31464
49724	107666	153801	1	28072	103592	136435	126662	100738	45672	33509	90028
49724	122307	80596	1	28072	132874	151076	126662	100738	45672	4227	148592
49724	136948	7391	1	28072	1105	4666	126662	100738	45672	135996	46105
49724	151589	95237	1	28072	30387	19307	126662	100738	45672	106714	104669
51825	8424	144462	4	21659	4680	25291	17872	136884	49038	65673	99851
51825	23065	71257	4	21659	33962	39932	17872	136884	49038	36391	158415
51825	37706	159103	4	21659	63244	54573	17872	136884	49038	7109	55928
51825	52347	85898	4	21659	92526	69214	17872	136884	49038	138878	114492
51825	66988	12693	4	21659	121808	83855	17872	136884	49038	109596	12005
51825	81629	100539	4	21659	151090	98496	17872	136884	49038	80314	70569
51825	96270	27334	4	21659	19321	113137	17872	136884	49038	51032	129133
51825	110911	115180	4	21659	48603	127778	17872	136884	49038	21750	26646
51825	125552	41975	4	21659	77885	142419	17872	136884	49038	153519	85210
51825	140193	129821	4	21659	107167	157060	17872	136884	49038	124237	143774
51825	154834	56616	4	21659	136449	10650	17872	136884	49038	94955	41287
54025	5784	18567	0	114829	114284	40174	48661	82313	93379	118231	101809
54025	20425	106413	0	114829	143566	54815	48661	82313	93379	88949	160373
54025	35066	33208	0	114829	11797	69456	48661	82313	93379	59667	57886
54025	49707	121054	0	114829	41079	84097	48661	82313	93379	30385	116450
54025	64348	47849	0	114829	70361	98738	48661	82313	93379	1103	13963
54025	78989	135695	0	114829	99643	113379	48661	82313	93379	132872	72527
54025	93630	62490	0	114829	128925	128020	48661	82313	93379	103590	131091
54025	108271	150336	0	114829	158207	142661	48661	82313	93379	74308	28604
54025	122912	77131	0	114829	26438	157302	48661	82313	93379	45026	87168
54025	137553	3926	0	114829	55720	10892	48661	82313	93379	15744	145732
54025	152194	91772	0	114829	85002	25533	48661	82313	93379	147513	43245
54806	4464	33593	2	70301	93571	105833	128235	152746	79541	101489	17835
54806	19105	121439	2	70301	122853	120474	128235	152746	79541	72207	76399
54806	33746	48234	2	70301	152135	135115	128235	152746	79541	42925	134963
54806	48387	136080	2	70301	20366	149756	128235	152746	79541	13643	32476
54806	63028	62875	2	70301	49648	3346	128235	152746	79541	145412	91040
54806	77669	150721	2	70301	78930	17987	128235	152746	79541	116130	149604
54806	92310	77516	2	70301	108212	32628	128235	152746	79541	86848	47117
54806	106951	4311	2	70301	137494	47269	128235	152746	79541	57566	105681
54806	121592	92157	2	70301	5725	61910	128235	152746	79541	28284	3194
54806	136233	18952	2	70301	35007	76551	128235	152746	79541	160053	61758
54806	150874	106798	2	70301	64289	91192	128235	152746	79541	130771	120322
54828	1538	19238	6	54934	110643	34520	62708	3300	32582	129330	1467
54828	16179	107084	6	54934	139925	49161	62708	3300	32582	100048	60031
54828	30820	33879	6	54934	8156	63802	62708	3300	32582	70766	118595
54828	45461	121725	6	54934	37438	78443	62708	3300	32582	41484	16108
54828	60102	48520	6	54934	66720	93084	62708	3300	32582	12202	74672
54828	74743	136366	6	54934	96002	107725	62708	3300	32582	143971	133236
54828	89384	63161	6	54934	125284	122366	62708	3300	32582	114689	30749
54828	104025	151007	6	54934	154566	137007	62708	3300	32582	85407	89313
54828	118666	77802	6	54934	22797	151648	62708	3300	32582	56125	147877
54828	133307	4597	6	54934	52079	5238	62708	3300	32582	26843	45390
54828	147948	92443	6	54934	81361	19879	62708	3300	32582	158612	103954
59085	11306	153526	3	156211	3063	8813	81639	27698	159467	95483	83065
59085	25947	80321	3	156211	32345	23454	81639	27698	159467	66201	141629
59085	40588	7116	3	156211	61627	38095	81639	27698	159467	36919	39142
59085	55229	94962	3	156211	90909	52736	81639	27698	159467	7637	97706
59085	69870	21757	3	156211	120191	67377	81639	27698	159467	139406	156270
59085	84511	109603	3	156211	149473	82018	81639	27698	159467	110124	53783
59085	99152	36398	3	156211	17704	96659	81639	27698	159467	80842	112347
59085	113793	124244	3	156211	46986	111300	81639	27698	159467	51560	9860
59085	128434	51039	3	156211	76268	125941	81639	27698	159467	22278	68424
59085	143075	138885	3	156211	105550	140582	81639	27698	159467	154047	126988
59085	157716	65680	3	156211	134832	155223	81639	27698	159467	124765	24501
60647	2781	43724	7	75141	134997	28855	146286	79233	81818	103656	24677
60647	17422	131570	7	75141	3228	43496	146286	79233	81818	74374	83241
60647	32063	58365	7	75141	32510	58137	146286	79233	81818	45092	141805
60647	46704	146211	7	75141	61792	72778	146286	79233	81818	15810	39318
60647	61345	73006	7	75141	91074	87419	146286	79233	81818	147579	97882
60647	75986	160852	7	75141	120356	102060	146286	79233	81818	118297	156446
60647	90627	87647	7	75141	149638	116701	146286	79233	81818	89015	53959
60647	105268	14442	7	75141	17869	131342	146286	79233	81818	59733	112523
60647	119909	102288	7	75141	47151	145983	146286	79233	81818	30451	10036
60647	134550	29083	7	75141	76433	160624	146286	79233	81818	1169	68600
60647	149191	116929	7	75141	105715	14214	146286	79233	81818	132938	127164
63749	10965	106270	5	101519	118222	19538	158639	24772	33792	131640	56819
63749	25606	33065	5	101519	147504	34179	158639	24772	33792	102358	115383
63749	40247	120911	5	101519	15735	48820	158639	24772	33792	73076	12896
63749	54888	47706	5	101519	45017	63461	158639	24772	33792	43794	71460
63749	69529	135552	5	101519	74299	78102	158639	24772	33792	14512	130024
63749	84170	62347	5	101519	103581	92743	158639	24772	33792	146281	27537
63749	98811	150193	5	101519	132863	107384	158639	24772	33792	116999	86101
63749	113452	76988	5	101519	1094	122025	158639	24772	33792	87717	144665
63749	128093	3783	5	101519	30376	136666	158639	24772	33792	58435	42178
63749	142734	91629	5	101519	59658	151307	158639	24772	33792	29153	100742
63749	157375	18424	5	101519	88940	4897	158639	24772	33792	160922	159306
64365	5179	139160	1	28072	15746	19307	82739	100738	45672	135996	119310
64365	19820	65955	1	28072	45028	33948	82739	100738	45672	106714	16823
64365	34461	153801	1	28072	74310	48589	82739	100738	45672	77432	75387
64365	49102	80596	1	28072	103592	63230	82739	100738	45672	48150	133951
64365	63743	7391	1	28072	132874	77871	82739	100738	45672	18868	31464
64365	78384	95237	1	28072	1105	92512	82739	100738	45672	150637	90028
64365	93025	22032	1	28072	30387	107153	82739	100738	45672	121355	148592
64365	107666	109878	1	28072	59669	121794	82739	100738	45672	92073	46105
64365	122307	36673	1	28072	88951	136435	82739	100738	45672	62791	104669
64365	136948	124519	1	28072	118233	151076	82739	100738	45672	33509	2182
64365	151589	51314	1	28072	147515	4666	82739	100738	45672	4227	60746
66466	8424	100539	4	21659	121808	10650	135000	136884	49038	124237	55928
66466	23065	27334	4	21659	151090	25291	135000	136884	49038	94955	114492
