p	exponent	base_a	base_b	base_c	base_d	base_u	base_t	base_w	flags	a	b	c	d	u	t	w	y0	y1	y2	y3
13	5	7	7	8	5	5	4	6	qrep+rootrep+rad0	320600	100588	346965	171189	196435	212931	158086	32571	190806	246589	258921
