family	n	d	parameter	status	jacobian_order
5	0	1	0	boundary	0
5	1	1	1	boundary	0
5	2	1	2	good_allowed	5760
5	3	1	3	good_allowed	5760
5	5	1	5	boundary	0
5	6	1	6	good_allowed	5760
5	10	1	10	good_allowed	5760
5	12	1	12	good_allowed	5760
5	15	1	15	good_allowed	5760
5	16	1	16	good_allowed	5760
5	19	1	19	good_allowed	5760
5	24	1	24	good_allowed	5760
5	26	1	26	good_allowed	5760
5	27	1	27	good_allowed	5760
5	28	1	28	good_allowed	5760
5	29	1	29	good_allowed	5760
5	33	1	33	good_allowed	5760
5	36	1	36	good_allowed	5760
5	37	1	37	good_allowed	5760
5	38	1	38	boundary	0
5	40	1	40	good_allowed	5760
5	41	1	41	good_allowed	5760
5	43	1	43	boundary	0
5	47	1	47	good_allowed	5760
5	48	1	48	good_allowed	5760
5	49	1	49	good_allowed	5760
5	50	1	50	good_allowed	5760
5	53	1	53	good_allowed	5760
5	57	1	57	boundary	0
5	59	1	59	good_allowed	5760
5	64	1	64	good_allowed	5760
5	65	1	65	good_allowed	5760
5	67	1	67	good_allowed	5760
5	68	1	68	good_allowed	5760
5	70	1	70	boundary	0
5	1	0	infinity	boundary	0
6	0	1	0	boundary	0
6	1	1	1	boundary	0
6	2	1	2	good_allowed	4608
6	4	1	4	good_allowed	4608
6	7	1	7	good_allowed	4608
6	8	1	8	good_allowed	4608
6	9	1	9	good_allowed	4608
6	10	1	10	boundary	0
6	16	1	16	good_allowed	4608
6	17	1	17	good_allowed	4608
6	18	1	18	good_allowed	4608
6	21	1	21	good_allowed	4608
6	23	1	23	good_allowed	4608
6	29	1	29	good_allowed	4608
6	34	1	34	good_allowed	4608
6	36	1	36	good_allowed	4608
6	37	1	37	boundary	0
6	38	1	38	good_allowed	4608
6	40	1	40	good_allowed	4608
6	43	1	43	good_allowed	4608
6	44	1	44	good_allowed	4608
6	46	1	46	good_allowed	4608
6	47	1	47	good_allowed	4608
6	48	1	48	boundary	0
6	49	1	49	good_allowed	4608
6	52	1	52	good_allowed	4608
6	53	1	53	good_allowed	4608
6	56	1	56	good_allowed	4608
6	58	1	58	good_allowed	4608
6	60	1	60	good_allowed	4608
6	61	1	61	good_allowed	4608
6	64	1	64	boundary	0
6	67	1	67	good_allowed	4608
6	68	1	68	good_allowed	4608
6	70	1	70	boundary	0
6	1	0	infinity	boundary	0
