family	n	d	parameter	status	jacobian_order
5	0	1	0	boundary	0
5	1	1	1	boundary	0
5	2	1	2	good_allowed	3072
5	3	1	3	boundary	0
5	4	1	4	good_allowed	3072
5	6	1	6	good_allowed	3072
5	7	1	7	good_allowed	3072
5	8	1	8	good_allowed	3072
5	9	1	9	good_allowed	3072
5	10	1	10	good_allowed	3072
5	13	1	13	good_allowed	3072
5	14	1	14	boundary	0
5	16	1	16	good_allowed	3072
5	18	1	18	boundary	0
5	19	1	19	boundary	0
5	20	1	20	good_allowed	3072
5	22	1	22	good_allowed	3072
5	26	1	26	good_allowed	3072
5	27	1	27	good_allowed	3072
5	28	1	28	good_allowed	3072
5	33	1	33	good_allowed	3072
5	36	1	36	good_allowed	3072
5	37	1	37	boundary	0
5	38	1	38	good_allowed	3072
5	40	1	40	good_allowed	3072
5	41	1	41	good_allowed	3072
5	43	1	43	boundary	0
5	44	1	44	good_allowed	3072
5	45	1	45	good_allowed	3072
5	47	1	47	good_allowed	3072
5	49	1	49	good_allowed	3072
5	51	1	51	good_allowed	3072
5	52	1	52	boundary	0
5	1	0	infinity	boundary	0
6	0	1	0	boundary	0
6	1	1	1	boundary	0
6	2	1	2	good_allowed	3072
6	4	1	4	good_allowed	3072
6	6	1	6	good_allowed	3072
6	8	1	8	good_allowed	3072
6	9	1	9	good_allowed	3072
6	10	1	10	boundary	0
6	12	1	12	good_allowed	3072
6	13	1	13	good_allowed	3072
6	15	1	15	good_allowed	3072
6	16	1	16	boundary	0
6	17	1	17	good_allowed	3072
6	20	1	20	good_allowed	3072
6	25	1	25	good_allowed	3072
6	26	1	26	good_allowed	3072
6	27	1	27	good_allowed	3072
6	31	1	31	good_allowed	3072
6	33	1	33	good_allowed	3072
6	34	1	34	boundary	0
6	35	1	35	boundary	0
6	37	1	37	good_allowed	3072
6	39	1	39	boundary	0
6	40	1	40	good_allowed	3072
6	43	1	43	good_allowed	3072
6	44	1	44	good_allowed	3072
6	45	1	45	good_allowed	3072
6	46	1	46	good_allowed	3072
6	47	1	47	good_allowed	3072
6	49	1	49	good_allowed	3072
6	50	1	50	boundary	0
6	51	1	51	good_allowed	3072
6	52	1	52	boundary	0
6	1	0	infinity	boundary	0
