2.0.104.1-98.2-b2|-104|1,0,0,0,1,0,-1,0,0,0|6|1
2.0.104.1-98.2-b3|-104|1,0,0,0,1,0,4,0,-6,0|6|1
2.0.104.1-98.2-b4|-104|1,0,0,0,1,0,-36,0,-70,0|6|1
2.0.104.1-98.2-b5|-104|1,0,0,0,1,0,-11,0,12,0|6|1
2.0.1064.1-14.1-a2|-1064|1,0,0,0,1,0,-1,0,0,0|6|1
2.0.1064.1-14.1-a3|-1064|1,0,0,0,1,0,4,0,-6,0|6|1
2.0.1064.1-14.1-a4|-1064|1,0,0,0,1,0,-36,0,-70,0|6|1
2.0.1064.1-14.1-a5|-1064|1,0,0,0,1,0,-11,0,12,0|6|1
2.0.1067.1-11.1-a2|-1067|0,0,-1,0,1,0,-10,0,-20,0|5|1
2.0.1067.1-11.1-a3|-1067|0,0,-1,0,1,0,0,0,0,0|5|1
2.0.107.1-121.2-c2|-107|0,0,-1,0,1,0,-10,0,-20,0|5|1
2.0.107.1-121.2-c3|-107|0,0,-1,0,1,0,0,0,0,0|5|1
2.0.107.1-196.1-a2|-107|1,0,0,0,1,0,-1,0,0,0|6|1
2.0.107.1-196.1-a3|-107|1,0,0,0,1,0,4,0,-6,0|6|1
2.0.107.1-196.1-a4|-107|1,0,0,0,1,0,-36,0,-70,0|6|1
2.0.107.1-196.1-a5|-107|1,0,0,0,1,0,-11,0,12,0|6|1
2.0.107.1-225.2-a3|-107|1,0,1,0,1,0,35,0,-28,0|8|1
2.0.107.1-225.2-a4|-107|1,0,1,0,1,0,-10,0,-10,0|2,4|1
2.0.107.1-225.2-a5|-107|1,0,1,0,1,0,-5,0,2,0|2,4|1
2.0.107.1-297.3-a3|-107|1,1,-1,1,1,0,-14,-19,182,30|6|0
2.0.107.1-297.3-a4|-107|1,1,-1,1,1,0,-14,-14,182,0|6|0
2.0.107.1-297.4-a1|-107|1,1,-1,1,0,0,93,-160,-4636,1554|6|0
2.0.107.1-297.4-a2|-107|1,1,-1,1,0,0,93,-25,467,177|6|0
2.0.107.1-297.5-a1|-107|0,1,1,1,1,1,-40,147,-7220,-1448|6|0
2.0.107.1-297.5-a2|-107|0,1,1,1,1,1,95,12,151,-71|6|0
2.0.107.1-297.6-a3|-107|0,1,1,1,0,1,-5,6,-105,-30|6|0
2.0.107.1-297.6-a4|-107|0,1,1,1,0,1,0,1,0,0|6|0
2.0.107.1-400.1-a2|-107|0,0,1,0,0,0,4,0,4,0|6|1
2.0.107.1-400.1-a3|-107|0,0,1,0,0,0,-1,0,0,0|6|1
2.0.107.1-441.2-a3|-107|1,0,0,0,0,0,-4,0,-1,0|2,4|1
2.0.107.1-441.2-a4|-107|1,0,0,0,0,0,-39,0,90,0|8|1
2.0.107.1-576.2-c3|-107|0,0,-1,0,0,0,-4,0,4,0|2,4|1
2.0.107.1-676.2-a2|-107|1,0,-1,0,1,0,-3,0,3,0|7|1
2.0.107.1-900.2-a2|-107|1,0,0,0,1,0,1,0,2,0|6|1
2.0.107.1-900.2-a4|-107|1,0,0,0,1,0,-69,0,-194,0|6|1
2.0.107.1-900.2-a5|-107|1,0,0,0,1,0,-19,0,26,0|2,6|1
2.0.107.1-900.2-a7|-107|1,0,0,0,1,0,-289,0,1862,0|6|1
2.0.1092.1-14.1-b2|-1092|1,0,0,0,1,0,-1,0,0,0|6|1
2.0.1092.1-14.1-b3|-1092|1,0,0,0,1,0,4,0,-6,0|6|1
2.0.1092.1-14.1-b4|-1092|1,0,0,0,1,0,-36,0,-70,0|6|1
2.0.1092.1-14.1-b5|-1092|1,0,0,0,1,0,-11,0,12,0|6|1
2.0.1092.1-14.1-f1|-1092|1,0,-1,0,1,0,-1535,0,23591,0|6|1
2.0.1092.1-14.1-f3|-1092|1,0,-1,0,1,0,40,0,155,0|6|1
2.0.1092.1-14.1-f4|-1092|1,0,-1,0,1,0,-320,0,1883,0|6|1
2.0.1092.1-14.1-f6|-1092|1,0,-1,0,1,0,-24575,0,1488935,0|6|1
2.0.1095.1-15.1-b3|-1095|1,0,1,0,1,0,35,0,-28,0|8|1
